idx,canonicalsmiles,precursor,capacity,molwt
1483,[B]C(C(=O)[O][Na])n1cccc1,[B]C(C(=O)O)N1C=CC=C1,170.83068678538777,156.91300000000004
1484,[B]c1ccc(C(C)CC(=O)[O][Na])cc1,[B]C1=CC=C(C=C1)C(C)CC(=O)O,136.77001661082477,195.99000000000007
1485,C=C/C=C(/C)C(=C)B([O][Na])[O][Na],B(C(=C)/C(=C\C=C)/C)(O)O,147.33265300763193,181.93900000000008
1486,CC/C(=C\C=C(C)C)B([O][Na])[O][Na],B(/C(=C/C=C(C)C)/CC)(O)O,135.3939022514953,197.9820000000001
1487,[B]c1sc(C(=O)[O][Na])cc1C,[B]C1=C(C=C(S1)C(=O)O)C,154.08591127845,173.965
1488,O=C([B]C1[B]O1)[O][Na],[B]1C(O1)[B]C(=O)O,227.85895695850564,117.64099999999998
1489,[Na][O]B([O][Na])C1=CC=NCO1,B(C1=CC=NCO1)(O)O,156.8750617746357,170.872
1490,Cc1ncsc1B([O][Na])[O][Na],B(C1=C(N=CS1)C)(O)O,143.3912247542289,186.94000000000003
1491,Cc1ncoc1B([O][Na])[O][Na],B(C1=C(N=CO1)C)(O)O,156.8750617746357,170.872
1492,CC1=CCC(B([O][Na])[O][Na])C=C1,B(C1CC=C(C=C1)C)(O)O,147.33265300763196,181.93900000000005
1493,CB1OC(=O)C(CC(=O)[O][Na])O1,B1(OC(C(=O)O1)CC(=O)O)C,149.00253227101473,179.90000000000003
1494,CB1OC(=O)[C@H](CC(=O)[O][Na])O1,B1(O[C@H](C(=O)O1)CC(=O)O)C,149.00253227101473,179.90000000000003
1495,[B]c1ccc2ncc(C(=O)[O][Na])n2c1,[B]C1=CN2C(=NC=C2C(=O)O)C=C1,138.2199900768073,193.93400000000003
1496,C=N/C=C\C(=C/C)B([O][Na])[O][Na],B(/C(=C/C)/C=C\N=C)(O)O,146.5369002692634,182.92700000000005
1497,[Na][O]B([O][Na])c1ccc(P)cc1,B(C1=CC=C(C=C1)P)(O)O,135.4650620865157,197.878
1498,O=C([O][Na])C1=CC=C[B]1,[B]1C=CC=C1C(=O)O,207.99009579183237,128.87899999999996
1499,[B][C@H](Cc1ccccc1)C(=O)[O][Na],[B][C@H](CC1=CC=CC=C1)C(=O)O,147.31322057536724,181.96300000000005
1500,O=C([O][Na])c1ccc2c(c1)[B]OC2,[B]1C2=C(CO1)C=CC(=C2)C(=O)O,146.53690026926344,182.927
1501,COC1C=CC(B([O][Na])[O][Na])=CC1,B(C1=CCC(C=C1)OC)(O)O,135.423999209629,197.93800000000007
1502,CCCCCOCB([O][Na])[O][Na],B(COCCCCC)(O)O,141.11232189870202,189.9590000000001
1503,CC=C1C=CC(B([O][Na])[O][Na])=CC1,B(C1=CCC(=CC)C=C1)(O)O,138.2085875512016,193.95000000000007
1504,CCSCB([O][Na])[O][Na],B(CSCC)(O)O,163.50234562328782,163.94600000000003
1505,C=C(CC(C)C)B([O][Na])[O][Na],B(C(=C)CC(C)C)(O)O,155.89701039614954,171.9440000000001
1506,CPCB([O][Na])[O][Na],B(CPC)(O)O,178.9016882386878,149.83400000000003
1507,O=C1C=CC(B([O][Na])[O][Na])S1,B(C1C=CC(=O)S1)(O)O,142.64040545941737,187.92400000000004
1508,CCCCPCB([O][Na])[O][Na],B(CPCCCC)(O)O,139.67410340804804,191.9150000000001
1509,C=C1C=CC(B([O][Na])[O][Na])=CC1,B(C1=CCC(=C)C=C1)(O)O,148.98348491052033,179.92300000000003
1510,CCPCB([O][Na])[O][Na],B(CPCC)(O)O,163.58715957766364,163.86100000000008
1511,[Na][O]B([O][Na])C1CC2CCC1CC2,B(C1CC2CCC1CC2)(O)O,135.39390225149532,197.98200000000008
1512,CC(B([O][Na])[O][Na])C(=O)[O][Na],B(C(C)C(=O)O)(O)O,291.61355673651485,183.843
1513,CCCCSCB([O][Na])[O][Na],B(CSCCCC)(O)O,139.61226851851848,192.00000000000009
1514,CCC(=O)B([O][Na])[O][Na],B(C(=O)CC)(O)O,183.7733992099076,145.86200000000005
1515,[Na][O]B([O][Na])c1ccccc1[SiH3],B(C1=CC=CC=C1[SiH3])(O)O,136.76443410420285,195.998
1516,CC1C=CC=CC1B([O][Na])[O][Na],B(C1C=CC=CC1C)(O)O,147.33265300763193,181.93900000000008
1517,C=Nc1cccc(B([O][Na])[O][Na])c1,B(C1=CC(=CC=C1)N=C)(O)O,138.9450428440279,192.92200000000005
1518,[Na][O]B([O][Na])c1ccc([AlH2])cc1,B(C1=CC=C(C=C1)[AlH2])(O)O,138.25420894523356,193.886
1519,[B]c1cnc(C(=O)[O][Na])cc1OC,[B]C1=CN=C(C=C1OC)C(=O)O,144.95522761125198,184.92300000000003
1520,[B]c1cnc(C(=O)[O][Na])cc1C,[B]C1=CN=C(C=C1C)C(=O)O,158.6841156706895,168.92400000000004
1521,[B]C([B])(C(=O)[O][Na])C1C2(CC2)C12CC2,[B]C([B])(C1C2(C13CC3)CC2)C(=O)O,138.32769415044427,193.78300000000007
1522,[B]C1(CC(=O)[O][Na])C2(CC2)C12CC2,[B]C1(C2(C13CC3)CC2)CC(=O)O,145.69899583950092,183.97900000000007
1523,[B]c1ccn(/C=C/C(=O)[O][Na])c(=O)c1,[B]C1=CC(=O)N(C=C1)/C=C/C(=O)O,136.11441170928103,196.93400000000003
1524,[B]c1ccc(C(=O)[O][Na])c(C)n1,[B]C1=NC(=C(C=C1)C(=O)O)C,158.6841156706895,168.92400000000004
1525,[B]c1cnc2[nH]cc(C(=O)[O][Na])c2c1,[B]C1=CC2=C(NC=C2C(=O)O)N=C1,138.2199900768073,193.93400000000003
1526,[2H]C([2H])(B([O][Na])[O][Na])C(C)C,[2H]C([2H])(B(O)O)C(C)C,181.21877437084535,147.9182035560001
1527,[2H]C(C)(C)n1nccc1B([O][Na])[O][Na],[2H]C(C)(C)N1C(=CC=N1)B(O)O,134.7364227956647,198.94810177800008
1528,[2H]B(OC)C(=O)[O][Na],[2H]B(C(=O)O)OC,241.7984191251595,110.85910177799995
1529,O=C([O][Na])B1CCCCC1,B1(CCCCC1)C(=O)O,181.18472655939016,147.94600000000008
1530,Cc1nnc(B([O][Na])[O][Na])o1,B(C1=NN=C(O1)C)(O)O,155.97320816685416,171.86
1531,C=C(C=O)OC(=C)B([O][Na])[O][Na],B(C(=C)OC(=C)C=O)(O)O,144.20660068729012,185.88300000000004
1532,Cc1cc(B([O][Na])[O][Na])cc(=O)o1,B(C1=CC(=O)OC(=C1)C)(O)O,135.45410955135353,197.894
1533,C=C/C=C(\N=C)B([O][Na])[O][Na],B(/C(=C/C=C)/N=C)(O)O,158.7066640352608,168.90000000000006
1534,C=CC(C=C)=C(C=C)B([O][Na])[O][Na],B(C(=C(C=C)C=C)C=C)(O)O,138.2085875512016,193.95000000000007
1535,C=C/C=C\C/C=C/B([O][Na])[O][Na],B(/C=C/C/C=C\C=C)(O)O,147.33265300763193,181.93900000000008
1536,[Na][O]B([O][Na])c1cnno1,B(C1=CN=NO1)(O)O,169.83492397379226,157.833
1537,[B]c1cc(C(=O)[O][Na])ccc1OC,[B]C1=C(C=CC(=C1)C(=O)O)OC,145.73384921605756,183.93500000000003
1538,[Na][O]B([O][Na])C1=COCC=C1,B(C1=COCC=C1)(O)O,157.7874052621527,169.884
1539,O=C([O][Na])C1=CC=CO[B]1,[B]1C(=CC=CO1)C(=O)O,185.0215737072264,144.878
1540,[Na][O]B([O][Na])c1conn1,B(C1=CON=N1)(O)O,169.83492397379226,157.833
1541,[B]C(CCCC=C)C(=O)[O][Na],[B]C(CCCC=C)C(=O)O,167.5797592825293,159.95700000000008
1542,CC1=C(B([O][Na])[O][Na])CCCC1C,B(C1=C(C(CCC1)C)C)(O)O,135.3939022514953,197.9820000000001
1543,O=C([O][Na])C1CC[B]OO1,[B]1CCC(OO1)C(=O)O,177.65906838161973,150.88200000000003
1544,O=C1[B]CC(C(=O)[O][Na])CC1=O,[B]1CC(CC(=O)C1=O)C(=O)O,153.25867650571485,174.90400000000002
1545,O=C([B]c1ccccc1)[O][Na],[B](C1=CC=CC=C1)C(=O)O,173.03172379761776,154.91700000000003
1546,CB(C)C=CP(=O)([O][Na])[O][Na],B(C)(C)C=CP(=O)(O)O,279.41226715403104,191.87100000000007
1547,CC1=CC=C(B([O][Na])[O][Na])CN1C,B(C1=CC=C(N(C1)C)C)(O)O,136.1005897598198,196.9540000000001
1548,O=C([O][Na])B1OCCO1,B1(OCCO1)C(=O)O,194.43618342525224,137.86300000000003
1549,O=C(CC1CCC[B]O1)[O][Na],[B]1CCCC(O1)CC(=O)O,164.5148465698739,162.93700000000007
1550,[B]c1ccc(C)cc1C(=O)[O][Na],[B]C1=C(C=C(C=C1)C)C(=O)O,159.6176850440379,167.93600000000004
1551,[Na][O]B(C#CCCCCl)[O][Na],B(C#CCCCCl)(O)O,140.82542084181202,190.34600000000003
1552,C=C1C=CC=C(B([O][Na])[O][Na])C1,B(C1=CC=CC(=C)C1)(O)O,148.9834849105203,179.92300000000006
1553,C=NN(C)/C(=C\C)B([O][Na])[O][Na],B(/C(=C/C)/N(C)N=C)(O)O,144.16937227011925,185.93100000000007
1554,C=C/C(OC)=C(\C=C)B([O][Na])[O][Na],B(/C(=C(/C=C)\OC)/C=C)(O)O,135.423999209629,197.93800000000007
1555,C=C/C(C#N)=C(\C=C)B([O][Na])[O][Na],B(/C(=C(/C=C)\C#N)/C=C)(O)O,138.94504284402788,192.92200000000005
1556,[2H]c1ccc(B([O][Na])[O][Na])cc1,[2H]C1=CC=C(C=C1)B(O)O,160.6064589360905,166.902101778
1557,[2H]c1cc([2H])c(B([O][Na])[O][Na])c([2H])c1,[2H]C1=CC(=C(C(=C1)[2H])B(O)O)[2H],158.69322318528333,168.91430533399998
1558,[2H]c1ccc(B([O][Na])[O][Na])c([2H])c1,[2H]C1=CC(=C(C=C1)B(O)O)[2H],159.64410903017904,167.908203556
1559,Cc1c(B([O][Na])[O][Na])ncn1C,B(C1=C(N(C=N1)C)C)(O)O,145.74969717290895,183.91500000000005
1560,Cc1cnc(B([O][Na])[O][Na])[nH]1,B(C1=NC=C(N1)C)(O)O,157.7836901697327,169.88800000000003
1561,Cc1cc(B([O][Na])[O][Na])c(C)o1,B(C1=C(OC(=C1)C)C)(O)O,145.75286717790425,183.91100000000003
1562,[2H]C([2H])([2H])c1cccc(C([2H])([2H])[2H])c1B([O][Na])[O][Na],[2H]C([2H])([2H])C1=C(C(=CC=C1)C([2H])([2H])[2H])B(O)O,134.0367510905805,199.98661066800005
1563,[B]c1c[nH]c2cc(C(=O)[O][Na])ccc12,[B]C1=CNC2=C1C=CC(=C2)C(=O)O,138.9277598683339,192.94600000000003
1564,[Na][O]B([O][Na])C1=CCOC1,B(C1=CCOC1)(O)O,169.7918932024827,157.87300000000002
1565,CN1CCC(B([O][Na])[O][Na])=CC1=O,B(C1=CC(=O)N(CC1)C)(O)O,134.75139275688218,198.92600000000004
1566,CC1OC1(Cl)B([O][Na])[O][Na],B(C1(C(O1)C)Cl)(O)O,148.6661946322414,180.30700000000004
1567,[B]c1cnc2nc(C(=O)[O][Na])ccn12,[B]C1=CN=C2N1C=CC(=N2)C(=O)O,137.51939522247642,194.92200000000005
1568,[2H]c1cccc(B([O][Na])[O][Na])c1,[2H]C1=CC=CC(=C1)B(O)O,160.6064589360905,166.902101778
1569,C=C/C=C(\SC)B([O][Na])[O][Na],B(/C(=C/C=C)/SC)(O)O,142.60701585139782,187.96800000000005
1570,Cc1nc(B([O][Na])[O][Na])cn1C,B(C1=CN(C(=N1)C)C)(O)O,145.74969717290895,183.91500000000005
1571,[B]c1csc(B([O][Na])[O][Na])c1,[B]C1=CSC(=C1)B(O)O,147.5029057308165,181.729
1572,Cn1ncc(B([O][Na])[O][Na])cc1=O,B(C1=CC(=O)N(N=C1)C)(O)O,135.4513716942847,197.898
1573,Cn1cnc(B([O][Na])[O][Na])cc1=O,B(C1=CC(=O)N(C=N1)C)(O)O,135.4513716942847,197.898
1574,C[Si](C)(C)C=CB([O][Na])[O][Na],B(C=C[Si](C)(C)C)(O)O,142.5683338149631,188.0190000000001
1575,[B]c1cc(Cl)cc(C(=O)[O][Na])n1,[B]C1=CC(=CC(=N1)C(=O)O)Cl,141.5721580819657,189.342
1576,CCC(CC)(C[B]C=O)C(=O)[O][Na],[B](CC(CC)(CC)C(=O)O)C=O,140.34983614702023,190.9910000000001
1577,[2H]C([2H])([2H])Oc1ccc(B([O][Na])[O][Na])cn1,[2H]C([2H])([2H])OC1=NC=C(C=C1)B(O)O,134.0758403907552,199.928305334
1578,[B]C1CC1C(=O)[O][Na],[B]C1CC1C(=O)O,227.4046926902471,117.87599999999996
1579,C=CC(=C)CCC(=C)B([O][Na])[O][Na],B(C(=C)CCC(=C)C=C)(O)O,136.7867668654539,195.9660000000001
1580,CCCC1(B([O][Na])[O][Na])CC1,B(C1(CC1)CCC)(O)O,155.89701039614957,171.94400000000007
1581,COCc1cc(B([O][Na])[O][Na])c[nH]1,B(C1=CNC(=C1)COC)(O)O,134.75139275688218,198.92600000000007
1582,CC1=CCOC(B([O][Na])[O][Na])C1,B(C1CC(=CCO1)C)(O)O,144.17247390403514,185.92700000000008
1583,C[C@@H]1CC1B([O][Na])[O][Na],B(C1C[C@H]1C)(O)O,186.2919977451911,143.89000000000004
1584,C[B]N(C)CP(=O)([O][Na])[O][Na],[B](C)N(C)CP(=O)(O)O,276.5355171901927,193.86700000000008
1585,[2H]Cc1c([2H])c([2H])c(B([O][Na])[O][Na])c([2H])c1[2H],[2H]CC1=C(C(=C(C(=C1[2H])[2H])B(O)O)[2H])[2H],144.9313166126413,184.95350889
1586,N#Cc1ccc(B([O][Na])[O][Na])nn1,B(C1=NN=C(C=C1)C#N)(O)O,138.9738573612652,192.882
1587,COCn1ccc(B([O][Na])[O][Na])n1,B(C1=NN(C=C1)COC)(O)O,134.085434514619,199.91400000000007
1588,CSC#CB([O][Na])[O][Na],B(C#CSC)(O)O,167.62482056327497,159.91400000000002
1589,[2H]C1([2H])C(B([O][Na])[O][Na])C1([2H])[2H],[2H]C1(C(C1([2H])[2H])B(O)O)[2H],200.2096846429483,133.887407112
1590,[2H]c1c([2H])c([2H])c(B([O][Na])[O]([2H])[Na])c([2H])c1[2H],[2H]C1=C(C(=C(C(=C1[2H])[2H])B(O)O[2H])[2H])[2H],309.99723491222204,172.94061066799995
1591,[2H]c1cccc(B([O][Na])[O][Na])c1C=O,[2H]C1=C(C(=CC=C1)B(O)O)C=O,137.5263788704429,194.912101778
1592,CC1C=CC(B([O][Na])[O][Na])=CN=C1,B(C1=CN=CC(C=C1)C)(O)O,137.50810799103073,194.93800000000005
1593,O=CCCCCCB([O][Na])[O][Na],B(CCCCCC=O)(O)O,142.6259853016901,187.9430000000001
1594,[2H]Cc1ccc(B([O][Na])[O][Na])c(F)c1,[2H]CC1=CC(=C(C=C1)B(O)O)F,134.75606573707236,198.919101778
1595,[B]c1[nH]c(C(=O)[O][Na])c([O][Na])c1[B],[B]C1=C(NC(=C1O)C(=O)O)[B],281.1707659324759,190.671
1596,Cn1nc(C#N)cc1B([O][Na])[O][Na],B(C1=CC(=NN1C)C#N)(O)O,137.53632954445683,194.89800000000005
1597,C=C/C(C)=C(\C=NC)B([O][Na])[O][Na],B(/C(=C(\C)/C=C)/C=NC)(O)O,136.10058975981977,196.9540000000001
1598,[B]c1c(C(=O)[O][Na])noc1C,[B]C1=C(ON=C1C(=O)O)C,168.71042298238066,158.88500000000002
1599,N#CC1C=CC(B([O][Na])[O][Na])CC1,B(C1CCC(C=C1)C#N)(O)O,137.50810799103073,194.93800000000005
1600,CC1=CC=CCC1B([O][Na])[O][Na],B(C1CC=CC=C1C)(O)O,147.33265300763193,181.93900000000008
1601,[B]c1ccc2[nH]cc(C(=O)[O][Na])c2c1,[B]C1=CC2=C(C=C1)NC=C2C(=O)O,138.9277598683339,192.94600000000003
1602,[B]c1cc(B=C)cc(C(=O)[O][Na])c1,[B]C1=CC(=CC(=C1)C(=O)O)B=C,150.81329782578794,177.74000000000004
1603,CC(=O)c1cc[nH]c1B([O][Na])[O][Na],B(C1=C(C=CN1)C(=O)C)(O)O,136.1310017548908,196.91000000000005
1604,[B]Cc1ccc(C(C)C(=O)[O][Na])cc1,[B]CC1=CC=C(C=C1)C(C)C(=O)O,136.77001661082477,195.99000000000007
1605,[B]C1=CC(C(=O)[O][Na])=N1,[B]C1=CC(=N1)C(=O)O,208.0223776030821,128.85899999999998
1606,CC(B([O][Na])[O][Na])[C@H](C)C#N,B(C(C)[C@H](C)C#N)(O)O,156.83467642324618,170.91600000000005
1607,[B]C1C=C(OC)N=C(C(=O)[O][Na])C1,[B]C1CC(=NC(=C1)OC)C(=O)O,143.3919918024358,186.93900000000008
1608,Cc1cc(B([O][Na])[O][Na])c(C=O)o1,B(C1=C(OC(=C1)C)C=O)(O)O,135.45410955135353,197.894
1609,CC1=CC(C)C(B([O][Na])[O][Na])CC1,B(C1CCC(=CC1C)C)(O)O,135.3939022514953,197.9820000000001
1610,[B]c1ncccc1C(=O)[O][Na],[B]C1=C(C=CC=N1)C(=O)O,173.05406531795677,154.89700000000002
1611,C=C/C=C(/B([O][Na])[O][Na])N(C)C,B(/C(=C/C=C)/N(C)C)(O)O,144.93955194603498,184.94300000000007
1612,[B]C1(C)CCC(C(=O)[O][Na])CC1,[B]C1(CCC(CC1)C(=O)O)C,154.06908425806708,173.9840000000001
1613,O=C([O][Na])C1C[B]CCN1P,[B]1CCN(C(C1)C(=O)O)P,148.99590654976737,179.90800000000004
1614,[B]CC([B])C(=O)[O][Na],[B]CC([B])C(=O)O,231.7436439802848,115.66899999999995
1615,C[B]c1cncc(C(=O)[O][Na])c1,[B](C)C1=CC(=CN=C1)C(=O)O,157.74283569637,169.93200000000004
1616,[B]CCC[C@H]1OCC[C@H]1C(=O)[O][Na],[B]CCC[C@@H]1[C@@H](CCO1)C(=O)O,141.09449558937138,189.9830000000001
1617,CC1=CC=CC(B([O][Na])[O][Na])C1,B(C1CC(=CC=C1)C)(O)O,147.33265300763193,181.93900000000008
1618,N#CC1=CC(B([O][Na])[O][Na])=CCC1,B(C1=CCCC(=C1)C#N)(O)O,138.9450428440279,192.92200000000005
1619,[B]C1C=CC=C(N(C)C(=O)[O][Na])C1,[B]C1CC(=CC=C1)N(C)C(=O)O,144.92074562249238,184.96700000000007
1620,[B]c1cc(C(=O)[O][Na])cc2ccoc12,[B]C1=CC(=CC2=C1OC=C2)C(=O)O,138.22284100219437,193.93
1621,[Na][O]B([O][Na])[C@@H]1CCCC2C=C21,B([C@@H]1CCCC2C1=C2)(O)O,147.33265300763196,181.93900000000005
1622,[B]c1csc(C(=O)[O][Na])c1C,[B]C1=CSC(=C1C)C(=O)O,154.08591127844997,173.96500000000003
1623,CC1(B([O][Na])[O][Na])C=CC=NC1,B(C1(CN=CC=C1)C)(O)O,146.5369002692634,182.92700000000005
1624,C=C=C1C=CC(B([O][Na])[O][Na])=CC1,B(C1=CCC(=C=C)C=C1)(O)O,139.66027673864738,191.93400000000003
1625,[B]c1cc(C(=O)[O][Na])c2n[nH]nc2c1,[B]C1=CC2=NNN=C2C(=C1)C(=O)O,137.51939522247645,194.922
1626,[2H]Cc1ccc(B([O][Na])[O][Na])cc1,[2H]CC1=CC=C(C=C1)B(O)O,148.15502477012222,180.929101778
1627,[Na][O]B(/C=C/c1cocn1)[O][Na],B(/C=C/C1=COC=N1)(O)O,146.57215572554887,182.883
1628,CC(C)C(C)CB([O][Na])[O][Na],B(CC(C)C(C)C)(O)O,154.09034005263013,173.96000000000012
1629,[2H]COc1ccccc1B([O][Na])[O][Na],[2H]COC1=CC=CC=C1B(O)O,136.11848849167222,196.92810177800004
1630,[B]Cc1nsc(C(=O)[O][Na])n1,[B]CC1=NSC(=N1)C(=O)O,152.35536660332468,175.94100000000003
1631,[B]Cc1ncc(C(=O)[O][Na])o1,[B]CC1=NC=C(O1)C(=O)O,168.71042298238066,158.88500000000002
1632,COC(C)CCB([O][Na])[O][Na],B(CCC(C)OC)(O)O,152.36316051403688,175.9320000000001
1633,CCC(CCB([O][Na])[O][Na])OC,B(CCC(CC)OC)(O)O,141.11232189870205,189.9590000000001
1634,[Na][O]B([O][Na])C1=NCCCC1,B(C1=NCCCC1)(O)O,156.83467642324618,170.91600000000005
1635,[B]c1ccc(Cl)cc1C(=O)[O][Na],[B]C1=C(C=C(C=C1)Cl)C(=O)O,142.31476663917704,188.354
1636,Cc1c(B([O][Na])[O][Na])nnn1C,B(C1=C(N(N=N1)C)C)(O)O,144.97090666758,184.90300000000005
1637,O=C1C=C(B([O][Na])[O][Na])CC1,B(C1=CC(=O)CC1)(O)O,157.7874052621527,169.884
1638,Cc1cc(C)nc(B([O][Na])[O][Na])n1,B(C1=NC(=CC(=N1)C)C)(O)O,136.81469307573036,195.92600000000007
1639,COc1nn(C)cc1B([O][Na])[O][Na],B(C1=CN(N=C1OC)C)(O)O,134.085434514619,199.91400000000007
1640,[2H]c1cc(B([O][Na])[O][Na])c([2H])c([2H])c1[2H],[2H]C1=CC(=C(C(=C1[2H])[2H])[2H])B(O)O,157.7535977646708,169.92040711199996
1641,[Na][O]B([O][Na])c1cnn(C2CC2)n1,B(C1=NN(N=C1)C2CC2)(O)O,136.12823646645515,196.91400000000004
1642,[B]c1nnn(C)c1C(=O)[O][Na],[B]C1=C(N(N=N1)C)C(=O)O,168.70617572994703,158.889
1643,O=CC1(B([O][Na])[O][Na])C=NC=CC1,B(C1(CC=CN=C1)C=O)(O)O,136.13100175489083,196.91000000000005
1644,CC1C=CC=C([B]C(=O)[O][Na])C=C1,[B](C1=CC=CC(C=C1)C)C(=O)O,146.50166176910847,182.9710000000001
1645,[B]C(=O)N(CC(=O)[O][Na])C(=O)OC,[B]C(=O)N(CC(=O)O)C(=O)OC,138.9616097312871,192.89900000000003
1646,C=CCCC(=C)B([O][Na])[O][Na],B(C(=C)CCC=C)(O)O,157.7465488651402,169.92800000000008
1647,[Na][O]B([O][Na])C1=CCC2(CC1)CC2,B(C1=CCC2(CC1)CC2)(O)O,136.78676686545393,195.9660000000001
1648,[2H]C([2H])([2H])Oc1ncccc1B([O][Na])[O][Na],[2H]C([2H])([2H])OC1=C(C=CC=N1)B(O)O,134.07584039075516,199.92830533400004
1649,CC1(C)C=C(B([O][Na])[O][Na])CC1,B(C1=CC(CC1)(C)C)(O)O,145.71800470525696,183.95500000000007
1650,[Na][O]B([O][Na])c1cn[nH]c1Cl,B(C1=C(NN=C1)Cl)(O)O,140.8550206275974,190.306
1651,[B]C(C)CCC(=O)[O][Na],[B]C(C)CCC(=O)O,200.1624530914624,133.919
1652,CN(C)C/C=C1\[B]C1C(=O)[O][Na],[B]\1C(/C1=C/CN(C)C)C(=O)O,154.0867970129196,173.96400000000008
1653,[B]c1cc(C(=O)[O][Na])ccc1C=O,[B]C1=C(C=CC(=C1)C(=O)O)C=O,147.34885061788793,181.919
1654,[B]c1cccn2ncc(C(=O)[O][Na])c12,[B]C1=CC=CN2C1=C(C=N2)C(=O)O,138.2199900768073,193.93400000000003
1655,[Na][O]B([O][Na])C1C2COCC21,B(C1C2C1COC2)(O)O,155.93691422661752,171.90000000000003
1656,[2H]C([2H])=Cc1ccccc1B([O][Na])[O][Na],[2H]C(=CC1=CC=CC=C1B(O)O)[2H],138.21129294658104,193.94620355600003
1657,CCC1CCC(B([O][Na])[O][Na])C1,B(C1CCC(C1)CC)(O)O,144.13836326930294,185.9710000000001
1658,Cn1cncc(B([O][Na])[O][Na])c1=O,B(C1=CN=CN(C1=O)C)(O)O,135.4513716942847,197.898
1659,[B]c1ccc2c(c1)CN(C(=O)[O][Na])C2,[B]C1=CC2=C(CN(C2)C(=O)O)C=C1,137.4911806175334,194.96200000000005
1660,[B]c1ccc(C(=O)[O][Na])nc1C,[B]C1=C(N=C(C=C1)C(=O)O)C,158.68411567068952,168.924
1661,CC(C)n1cnc(B([O][Na])[O][Na])c1,B(C1=CN(C=N1)C(C)C)(O)O,135.4212625696191,197.9420000000001
1662,CC(=O)OCB([O][Na])[O][Na],B(COC(=O)C)(O)O,165.60848849046744,161.86100000000005
1663,[B]c1ccc2cc(C(=O)[O][Na])oc2c1,[B]C1=CC2=C(C=C1)C=C(O2)C(=O)O,138.22284100219437,193.93
1664,CCN1CC=C(B([O][Na])[O][Na])CC1,B(C1=CCN(CC1)CC)(O)O,134.72159398680978,198.97000000000008
1665,[B]c1cccc([B])c1C(=O)[O][Na],[B]C1=C(C(=CC=C1)[B])C(=O)O,163.73504581527155,163.71300000000002
1666,C/C=C/C(=O)B([O][Na])[O][Na],B(C(=O)/C=C/C)(O)O,169.79189320248267,157.87300000000005
1667,Cc1cc(B([O][Na])[O][Na])nc(C)n1,B(C1=CC(=NC(=N1)C)C)(O)O,136.8146930757304,195.92600000000004
1668,COc1cc(B([O][Na])[O][Na])n(C)n1,B(C1=CC(=NN1C)OC)(O)O,134.085434514619,199.91400000000007
1669,COc1cn(C)nc1B([O][Na])[O][Na],B(C1=NN(C=C1OC)C)(O)O,134.085434514619,199.91400000000007
1670,C=N/C=C(/B([O][Na])[O][Na])C(=C)OC,B(/C(=C/N=C)/C(=C)OC)(O)O,134.75139275688218,198.92600000000004
1671,N#CN1CC=C(B([O][Na])[O][Na])CC1,B(C1=CCN(CC1)C#N)(O)O,136.8146930757304,195.92600000000004
1672,O=C[B]N1CCC[C@@H](C(=O)[O][Na])C1,[B](C=O)N1CCC[C@H](C1)C(=O)O,141.10935053434375,189.96300000000008
1673,[B]c1cccc(C)c1C(=O)[O][Na],[B]C1=C(C(=CC=C1)C)C(=O)O,159.6176850440379,167.93600000000004
1674,[B]c1cccc(OC)c1C(=O)[O][Na],[B]C1=C(C(=CC=C1)OC)C(=O)O,145.73384921605756,183.93500000000003
1675,CC(C)N1CC=C(B([O][Na])[O][Na])C1,B(C1=CCN(C1)C(C)C)(O)O,134.72159398680978,198.9700000000001
1676,[2H]C([2H])(CCCC)B([O][Na])[O][Na],[2H]C([2H])(B(O)O)CCCC,165.52238020613115,161.94520355600008
1677,[2H]C([2H])([2H])n1cc(B([O][Na])[O][Na])c(F)n1,[2H]C([2H])([2H])N1C=C(C(=N1)F)B(O)O,140.41945709035835,190.896305334
1678,O=C[B]N1CC(C(=O)[O][Na])C1,[B](C=O)N1CC(C1)C(=O)O,165.55939172964784,161.90900000000002
1679,[2H]C([2H])([2H])c1ncccc1B([O][Na])[O][Na],[2H]C([2H])([2H])C1=C(C=CC=N1)B(O)O,145.73836130614933,183.929305334
1680,[2H]c1ccc(B([O][Na])[O][Na])c(F)n1,[2H]C1=NC(=C(C=C1)B(O)O)F,144.20884914066767,185.880101778
1681,[B]c1cccc(C(C)(C)C(=O)[O][Na])n1,[B]C1=NC(=CC=C1)C(C)(C)C(=O)O,136.08400712544318,196.9780000000001
1682,[2H]C([2H])=C([2H])B([O][Na])[O][Na],[2H]C(=C([2H])B(O)O)[2H],225.53289491893096,118.854305334
1683,[B]/C(CC)=C(C)/C=C\C(=C)C(=O)[O][Na],[B]/C(=C(\C)/C=C\C(=C)C(=O)O)/CC,135.37749136670377,198.00600000000009
1684,CCC(CCB(C)C#N)C(=O)[O][Na],B(C)(CCC(CC)C(=O)O)C#N,141.82908669122872,188.9990000000001
1685,[Na][O]B(C=Cc1ccco1)[O][Na],B(C=CC1=CC=CO1)(O)O,147.36829245199456,181.89500000000004
1686,CC(C)C(C)(C)B([O][Na])[O][Na],B(C(C)(C)C(C)C)(O)O,154.09034005263013,173.96000000000012
1687,CC(C)(C)C=CCB([O][Na])[O][Na],B(CC=CC(C)(C)C)(O)O,144.13836326930294,185.9710000000001
