idx,canonicalsmiles,precursor,capacity,molwt
849,Cc1nnc(B([O][Na])[O][Na])s1,B(C1=NN=C(S1)C)(O)O,142.63736939442526,187.92800000000005
850,[Na][O]B([O][Na])C1=CCC=N1,B(C1=CCC=N1)(O)O,173.08088275913525,154.87300000000002
851,[B][C@H]1C[C@@H](C)[C@@H](CC(=O)[O][Na])O1,[B][C@H]1C[C@H]([C@H](O1)CC(=O)O)C,152.34237852392383,175.95600000000007
852,O=C/C=C\B([O][Na])[O][Na],B(/C=C\C=O)(O)O,186.3489812407405,143.846
853,O=C[B]OCC(=O)[O][Na],[B](C=O)OCC(=O)O,195.86829531661647,136.85500000000002
854,O=C[B]CC(=O)[O][Na],[B](CC(=O)O)C=O,221.7974743128646,120.85599999999997
855,O=C[B]C(=O)[O][Na],[B](C=O)C(=O)O,250.92021413245047,106.82899999999998
856,[B]C(=O)c1ccc(C(=O)[O][Na])cc1,[B]C(=O)C1=CC=C(C=C1)C(=O)O,147.34885061788793,181.919
857,Cn1cc(N=CB=O)cc1C(=O)[O][Na],B(=O)C=NC1=CN(C(=C1)C(=O)O)C,134.06933927295236,199.93800000000005
858,[B]CP(=O)([O][Na])[O][Na],[B]CP(=O)(O)O,357.9084792783971,149.79
859,CCO[B]CC(C)C(=O)[O][Na],[B](CC(C)C(=O)O)OCC,162.50420153350072,164.9530000000001
860,[B]C(=O)N(C)[C@H](C(=O)[O][Na])C(C)C,[B]C(=O)N(C)[C@@H](C(C)C)C(=O)O,140.36453469665835,190.9710000000001
861,[B]c1sc(OC)nc1C(=O)[O][Na],[B]C1=C(N=C(S1)OC)C(=O)O,140.37850117074214,190.95200000000003
862,[B]c1scnc1C(=O)[O][Na],[B]C1=C(N=CS1)C(=O)O,166.5706943287943,160.92600000000002
863,O=BC=NCCCC(=O)[O][Na],B(=O)C=NCCCC(=O)O,164.53504272455018,162.91700000000006
864,COc1ccc(B([O][Na])[O][Na])o1,B(C1=CC=C(O1)OC)(O)O,144.20660068729012,185.88300000000004
865,[B]CCCB([O][Na])[O][Na],[B]CCCB(O)O,189.19387333381948,141.68300000000005
866,CB(C)C(=O)[O][Na],B(C)(C)C(=O)O,248.4733693194869,107.88099999999996
867,COc1cncc(B([O][Na])[O][Na])n1,B(C1=CN=CC(=N1)OC)(O)O,135.4513716942847,197.89800000000005
868,CC(C)COCB([O][Na])[O][Na],B(COCC(C)C)(O)O,152.36316051403688,175.9320000000001
869,CN(C)CCB([O][Na])[O][Na],B(CCN(C)C)(O)O,166.5758698712756,160.92100000000008
870,CCN(C)CB([O][Na])[O][Na],B(CN(C)CC)(O)O,166.5758698712756,160.92100000000008
871,COc1bcc(B([O][Na])[O][Na])cc1,B1=C(C=CC(=C1)B(O)O)OC,138.37625148055417,193.71500000000003
872,[B][B]B1C(C)CC[C@H]1C(=O)[O][Na],[B][B]B1[C@@H](CCC1C)C(=O)O,159.0249021461275,168.56200000000007
873,[B]CB([O][Na])[O][Na],[B]CB(O)O,235.90417547946,113.62899999999998
874,[B]/C=C\C(=O)[O][Na],[B]/C=C\C(=O)O,258.1204976028229,103.849
875,CCc1cncc(B([O][Na])[O][Na])c1,B(C1=CC(=CN=C1)CC)(O)O,137.5081079910307,194.93800000000007
876,Cc1cccc(CB([O][Na])[O][Na])c1,B(CC1=CC=CC(=C1)C)(O)O,138.2085875512016,193.95000000000007
877,[B]c1oc(C)nc1C(=O)[O][Na],[B]C1=C(N=C(O1)C)C(=O)O,168.71042298238066,158.88500000000002
878,[B]c1sccc1C(=O)[O][Na],[B]C1=C(C=CS1)C(=O)O,167.59966709322083,159.93800000000002
879,[B]C(=O)N1CCC(CC(=O)[O][Na])C1,[B]C(=O)N1CCC(C1)CC(=O)O,141.86211296634409,188.95500000000007
880,O=CC1=C(B([O][Na])[O][Na])CC=C1,B(C1=C(C=CC1)C=O)(O)O,147.3682924519946,181.895
881,O=CC1=C(B([O][Na])[O][Na])C=CC1,B(C1=C(CC=C1)C=O)(O)O,147.3682924519946,181.895
882,O=Cc1[nH]ncc1B([O][Na])[O][Na],B(C1=C(NN=C1)C=O)(O)O,145.78457481362236,183.871
883,O=CC1=CCC=C1B([O][Na])[O][Na],B(C1=CCC=C1C=O)(O)O,147.36829245199456,181.89500000000004
884,[CH]CB([O][Na])[O][Na],B(C[CH])(O)O,231.4095406916292,115.83599999999996
885,CB(C)COP(=O)([O][Na])[O][Na],B(C)(C)COP(=O)(O)O,273.72299006484815,195.8590000000001
886,O=c1[nH]nccc1B([O][Na])[O][Na],B(C1=CC=NNC1=O)(O)O,145.78457481362236,183.871
887,C[B]N1CCCC(C(=O)[O][Na])C1,[B](C)N1CCCC(C1)C(=O)O,152.32160220227038,175.9800000000001
888,[B]CON1CC[C@H](C(=O)[O][Na])C1,[B]CON1CC[C@@H](C1)C(=O)O,151.4917462901005,176.94400000000007
889,[B]C(=O)N1CCC(C(=O)[O][Na])C1,[B]C(=O)N1CCC(C1)C(=O)O,153.23764952183495,174.92800000000005
890,[B]COCP(=O)([O][Na])[O][Na],[B]COCP(=O)(O)O,298.14427587706933,179.81600000000003
891,[Na][O]B([O][Na])C1C=COC1,B(C1COC=C1)(O)O,169.7918932024827,157.87300000000002
892,O=BC=NCC(=O)[O][Na],B(=O)C=NCC(=O)O,198.76137677165383,134.86300000000003
893,CN(C)C(=O)[B]C(=O)[O][Na],[B](C(=O)N(C)C)C(=O)O,178.8253049110432,149.89800000000002
894,CB([O][Na])N(C)[C@H](C)C(=O)[O][Na],B(C)(N(C)[C@H](C)C(=O)O)O,283.76026756387824,188.9310000000001
895,[B][C@H]1C[C@@H](C)[C@@H](C(=O)[O][Na])O1,[B][C@H]1C[C@H]([C@H](O1)C(=O)O)C,165.53894333662004,161.92900000000006
896,CC1=C(C)C(C(=O)[O][Na])=C(C)[B]1,[B]1C(=C(C(=C1C)C(=O)O)C)C,156.7943118598242,170.96000000000006
897,[B][C@H]1CC(C)[C@@H](C(=O)[O][Na])O1,[B][C@H]1CC([C@H](O1)C(=O)O)C,165.53894333662004,161.92900000000006
898,O=BC=NCCCCCC(=O)[O][Na],B(=O)C=NCCCCCC(=O)O,140.36453469665835,190.9710000000001
899,CC(C)(C)[C@H](N=CB=O)C(=O)[O][Na],B(=O)C=N[C@H](C(=O)O)C(C)(C)C,140.36453469665835,190.9710000000001
900,CBOB([O][Na])[O][Na],B(C)OB(O)O,203.6215517270484,131.644
901,[2H]CB([O][Na])[O][Na],[2H]CB(O)O,255.70231640149575,104.83110177799998
902,[B]C(=O)N1CCC[C@H]1C(=O)[O][Na],[B]C(=O)N1CCC[C@H]1C(=O)O,153.23764952183495,174.92800000000005
903,CC[C@@H](N=CB=O)C(=O)[O][Na],B(=O)C=N[C@H](CC)C(=O)O,164.53504272455018,162.91700000000006
904,CN1C2CC3[B]C32C1C(=O)[O][Na],[B]1C2C13C(C2)N(C3C(=O)O)C,155.89338378786346,171.94800000000006
905,[B]COCC(=O)[O][Na],[B]COCC(=O)O,219.9628730023269,121.86399999999996
906,CC(C)C(N=CB=O)C(=O)[O][Na],B(=O)C=NC(C(C)C)C(=O)O,151.4917462901005,176.94400000000007
907,[B]c1c(C(=O)[O][Na])n[nH]c1C,[B]C1=C(NN=C1C(=O)O)C,169.76178463439464,157.90100000000004
908,CCOC(=O)C=CB([O][Na])[O][Na],B(C=CC(=O)OCC)(O)O,142.65938379424875,187.8990000000001
909,COCCB([O][Na])[O][Na],B(CCOC)(O)O,181.26804227508856,147.87800000000004
910,CS(=O)(=O)CCB([O][Na])[O][Na],B(CCS(=O)(=O)C)(O)O,136.80212487014424,195.94400000000007
911,Cc1ccccc1CB([O][Na])[O][Na],B(CC1=CC=CC=C1C)(O)O,138.2085875512016,193.95000000000007
912,[Na][O]B(Cc1cccs1)[O][Na],B(CC1=CC=CS1)(O)O,144.1530908812788,185.95200000000003
913,C#CCCB([O][Na])[O][Na],B(CCC#C)(O)O,188.93916824474925,141.87400000000002
914,CC#CCB([O][Na])[O][Na],B(CC#CC)(O)O,188.93916824474925,141.87400000000002
915,CCC1CCCC(B([O][Na])[O][Na])C1,B(C1CCCC(C1)CC)(O)O,134.02911806895838,199.99800000000013
916,CC1CC(C)CC(B([O][Na])[O][Na])C1,B(C1CC(CC(C1)C)C)(O)O,134.02911806895838,199.99800000000013
917,CCC1CCC(B([O][Na])[O][Na])CC1,B(C1CCC(CC1)CC)(O)O,134.02911806895838,199.99800000000013
918,CC1CCC(B([O][Na])[O][Na])CC1,B(C1CCC(CC1)C)(O)O,144.13836326930297,185.9710000000001
919,CCOCCCB([O][Na])[O][Na],B(CCCOCC)(O)O,152.36316051403688,175.9320000000001
920,CCc1nn(C)cc1B([O][Na])[O][Na],B(C1=CN(N=C1CC)C)(O)O,135.4212625696191,197.9420000000001
921,CCn1cc(B([O][Na])[O][Na])c(C)n1,B(C1=CN(N=C1C)CC)(O)O,135.4212625696191,197.9420000000001
922,Cc1ncncc1B([O][Na])[O][Na],B(C1=CN=CN=C1C)(O)O,147.36505179003484,181.89900000000003
923,O=CC1=C(B([O][Na])[O][Na])CCC=C1,B(C1=C(C=CCC1)C=O)(O)O,136.81748632392254,195.92200000000005
924,O=CC1=CC=C(B([O][Na])[O][Na])CC1,B(C1=CC=C(CC1)C=O)(O)O,136.8174863239225,195.92200000000005
925,CC1CC1B([O][Na])[O][Na],B(C1CC1C)(O)O,186.2919977451911,143.89000000000004
926,N#Cc1cc[nH]c1B([O][Na])[O][Na],B(C1=C(C=CN1)C#N)(O)O,149.01661388544528,179.883
927,N#Cc1[nH]ccc1B([O][Na])[O][Na],B(C1=C(NC=C1)C#N)(O)O,149.01661388544528,179.883
928,O=c1[nH]ccnc1B([O][Na])[O][Na],B(C1=NC=CNC1=O)(O)O,145.78457481362236,183.871
929,[Na][O]B([O][Na])C1=CC=CCC1,B(C1=CC=CCC1)(O)O,159.64049952091304,167.91200000000003
930,Cc1oncc1B([O][Na])[O][Na],B(C1=C(ON=C1)C)(O)O,156.87506177463567,170.87200000000004
931,[Na][O]B([O][Na])C1=CCCOC1,B(C1=CCCOC1)(O)O,155.93691422661752,171.90000000000003
932,CC1(C)C=CC=C(B([O][Na])[O][Na])C1,B(C1=CC=CC(C1)(C)C)(O)O,136.7867668654539,195.9660000000001
933,O=C1C=C/C(=C\B([O][Na])[O][Na])S1,B(/C=C/1\C=CC(=O)S1)(O)O,134.07135096684198,199.93500000000003
934,Cc1csc(B([O][Na])[O][Na])c1C,B(C1=C(C(=CS1)C)C)(O)O,134.04185217225583,199.97900000000004
935,CC(C)(C)OC(=O)B([O][Na])[O][Na],B(C(=O)OC(C)(C)C)(O)O,141.14501516760416,189.91500000000008
936,O=C([B]c1ccc([O][Na])cc1)[O][Na],[B](C1=CC=C(C=C1)O)C(=O)O,277.92466024070285,192.898
937,O=C([B]C1CC1)[O][Na],[B](C1CC1)C(=O)O,225.47656165300265,118.88399999999996
938,[Na][O]B(CN1CCCCC1)[O][Na],B(CN1CCCCC1)(O)O,143.37665239734667,186.9590000000001
939,C=CCn1cc(B([O][Na])[O][Na])cn1,B(C1=CN(N=C1)CC=C)(O)O,136.81469307573036,195.92600000000007
940,O=C1C=CC=CC1B([O][Na])[O][Na],B(C1C=CC=CC1=O)(O)O,147.36829245199456,181.89500000000004
941,CC1=CC=CC(C)(B([O][Na])[O][Na])C1,B(C1(CC(=CC=C1)C)C)(O)O,136.7867668654539,195.9660000000001
942,[Na][O]B([O][Na])C1=CCCCO1,B(C1=CCCCO1)(O)O,155.93691422661752,171.90000000000003
943,CC1ON(C)C=C1B([O][Na])[O][Na],B(C1=CN(OC1C)C)(O)O,143.4104034216384,186.91500000000008
944,CC1=C(B([O][Na])[O][Na])CN(C)O1,B(C1=C(ON(C1)C)C)(O)O,143.4104034216384,186.91500000000008
945,C=CC1(B([O][Na])[O][Na])C=CC=CC1,B(C1(CC=CC=C1)C=C)(O)O,138.2085875512016,193.95000000000007
946,Cc1cc(B([O][Na])[O][Na])c(C)cn1,B(C1=CC(=NC=C1C)C)(O)O,137.50810799103073,194.93800000000005
947,N#Cc1csc(B([O][Na])[O][Na])c1,B(C1=CC(=CS1)C#N)(O)O,136.1137205451319,196.935
948,N#Cc1ccsc1B([O][Na])[O][Na],B(C1=C(C=CS1)C#N)(O)O,136.1137205451319,196.93500000000003
949,Cc1cc(B([O][Na])[O][Na])oc1C,B(C1=CC(=C(O1)C)C)(O)O,145.75286717790425,183.91100000000003
950,COC1=CC=C(B([O][Na])[O][Na])CO1,B(C1=CC=C(OC1)OC)(O)O,134.08811743062154,199.91000000000005
951,C=Cc1ccc(B([O][Na])[O][Na])s1,B(C1=CC=C(S1)C=C)(O)O,135.40689702396685,197.96300000000005
952,CN1C=CC=C(B([O][Na])[O][Na])C1,B(C1=CC=CN(C1)C)(O)O,146.5369002692634,182.92700000000005
953,C=C1C=CC=CC1B([O][Na])[O][Na],B(C1C=CC=CC1=C)(O)O,148.9834849105203,179.92300000000006
954,[Na][O]B([O][Na])C1C=CC=CC1,B(C1CC=CC=C1)(O)O,159.64049952091304,167.91200000000003
955,O=C1C=CC(=O)C(B([O][Na])[O][Na])=C1,B(C1=CC(=O)C=CC1=O)(O)O,136.84821958339143,195.878
956,C=Cc1cncc(B([O][Na])[O][Na])c1,B(C1=CC(=CN=C1)C=C)(O)O,138.94504284402788,192.92200000000005
957,O=C([B]c1cncnc1)[O][Na],[B](C1=CN=CN=C1)C(=O)O,170.8524634977695,156.89300000000003
958,Cc1cc(B([O][Na])[O][Na])cc(=O)[nH]1,B(C1=CC(=O)NC(=C1)C)(O)O,136.13100175489083,196.91000000000005
959,[Na][O]B([O][Na])C1=CSCC1,B(C1=CSCC1)(O)O,154.10717171659098,173.94100000000003
960,CCc1ccc(B([O][Na])[O][Na])cn1,B(C1=CN=C(C=C1)CC)(O)O,137.5081079910307,194.93800000000007
961,CB([O][Na])N1CCC1C(=O)[O][Na],B(C)(N1CCC1C(=O)O)O,286.8208068432768,186.91500000000008
962,C[C@@H]1C[C@H]1B([O][Na])[O][Na],B([C@@H]1C[C@H]1C)(O)O,186.2919977451911,143.89000000000004
963,[Na][O]B(C=CC1CC1)[O][Na],B(C=CC1CC1)(O)O,171.93959984577103,155.90100000000004
964,[Na][O]B(C=CCC1CCCC1)[O][Na],B(C=CCC1CCCC1)(O)O,135.3939022514953,197.9820000000001
965,CC1C=CC=C(B([O][Na])[O][Na])C=C1,B(C1=CC=CC(C=C1)C)(O)O,138.2085875512016,193.95000000000007
966,Cc1csc(C)c1B([O][Na])[O][Na],B(C1=C(SC=C1C)C)(O)O,134.04185217225583,199.97900000000007
967,COc1cnc(B([O][Na])[O][Na])nc1,B(C1=NC=C(C=N1)OC)(O)O,135.4513716942847,197.89800000000005
968,COc1ccnc(B([O][Na])[O][Na])n1,B(C1=NC=CC(=N1)OC)(O)O,135.4513716942847,197.89800000000005
969,Cc1cc(C)c(B([O][Na])[O][Na])s1,B(C1=C(C=C(S1)C)C)(O)O,134.04185217225583,199.97900000000007
970,Cc1scc(B([O][Na])[O][Na])c1C,B(C1=CSC(=C1C)C)(O)O,134.04185217225583,199.97900000000004
971,COCC1(B([O][Na])[O][Na])CC1,B(C1(CC1)COC)(O)O,154.12932424593222,173.91600000000005
972,CON1C=C(B([O][Na])[O][Na])C=NC1,B(C1=CN(CN=C1)OC)(O)O,134.08543451461904,199.91400000000004
973,CON1C=NC=C(B([O][Na])[O][Na])C1,B(C1=CN=CN(C1)OC)(O)O,134.08543451461904,199.91400000000004
974,COC1C=C(B([O][Na])[O][Na])CCC1,B(C1=CC(CCC1)OC)(O)O,134.05861125836714,199.9540000000001
975,[Na][O]B([O][Na])C1CCC1Cl,B(C1CCC1Cl)(O)O,150.31012171225808,178.33500000000004
976,[Na][O]B([O][Na])c1c[nH]n2cccc12,B(C1=CNN2C1=CC=C2)(O)O,138.237097393407,193.91000000000005
977,[Na][O]B([O][Na])c1ncncn1,B(C1=NC=NC=N1)(O)O,158.74425888638845,168.86
978,[Na][O]B([O][Na])C1=COC=CO1,B(C1=COC=CO1)(O)O,155.97683849010542,171.856
979,[Na][O]B([O][Na])C1=CC=NCC1,B(C1=CC=NCC1)(O)O,158.7066640352608,168.90000000000003
980,O=c1ccc(B([O][Na])[O][Na])co1,B(C1=COC(=O)C=C1)(O)O,145.78774633596868,183.867
981,CC(=O)c1[nH]ncc1B([O][Na])[O][Na],B(C1=C(NN=C1)C(=O)C)(O)O,135.4513716942847,197.89800000000005
982,[Na][O]B([O][Na])C1CC=CS1,B(C1CC=CS1)(O)O,154.10717171659098,173.94100000000003
983,CB(C)c1cccc(C(=O)[O][Na])c1,B(C)(C)C1=CC(=CC=C1)C(=O)O,145.69899583950092,183.97900000000007
984,[Na][O]B([O][Na])C1CCCCCCC1,B(C1CCCCCCC1)(O)O,134.02911806895838,199.9980000000001
985,N#CC1(B([O][Na])[O][Na])CC1,B(C1(CC1)C#N)(O)O,173.08088275913525,154.87300000000002
986,[Na][O]B([O][Na])C1=CCSCC1,B(C1=CCSCC1)(O)O,142.60701585139782,187.96800000000005
987,Cc1cc(B([O][Na])[O][Na])[nH]n1,B(C1=CC(=NN1)C)(O)O,157.7836901697327,169.88800000000003
988,Cc1c[nH]c(=O)c(B([O][Na])[O][Na])c1,B(C1=CC(=CNC1=O)C)(O)O,136.1310017548908,196.91000000000005
989,[Na][O]B([O][Na])c1ccno1,B(C1=CC=NO1)(O)O,170.90475026654056,156.845
990,[Na][O]B([O][Na])c1ccon1,B(C1=NOC=C1)(O)O,170.90475026654056,156.845
991,CC(C)n1cccc1B([O][Na])[O][Na],B(C1=CC=CN1C(C)C)(O)O,136.10058975981977,196.9540000000001
992,[Na][O]B([O][Na])c1cnc2n1CCC2,B(C1=CN=C2N1CCC2)(O)O,136.8146930757304,195.92600000000004
993,[Na][O]B([O][Na])/C1=C/CCCCCC1,B(/C/1=C/CCCCCC1)(O)O,135.39390225149532,197.98200000000008
994,Cn1cc(B([O][Na])[O][Na])nn1,B(C1=CN(N=N1)C)(O)O,156.87138951962564,170.87600000000003
995,[Na][O]B([O][Na])c1cnn2c1CCC2,B(C1=C2CCCN2N=C1)(O)O,136.8146930757304,195.92600000000004
996,[Na][O]B([O][Na])c1cc(C2CC2)n[nH]1,B(C1=CC(=NN1)C2CC2)(O)O,136.8146930757304,195.92600000000004
997,CCc1cc(B([O][Na])[O][Na])n(C)n1,B(C1=CC(=NN1C)CC)(O)O,135.4212625696191,197.9420000000001
998,CCn1nc(C)cc1B([O][Na])[O][Na],B(C1=CC(=NN1CC)C)(O)O,135.4212625696191,197.9420000000001
999,[Na][O]B([O][Na])c1cc(Cl)co1,B(C1=CC(=CO1)Cl)(O)O,140.8579812905569,190.302
1000,[Na][O]B([O][Na])c1cnsc1,B(C1=CSN=C1)(O)O,155.02336756377807,172.913
1001,Cc1cncc(C)c1B([O][Na])[O][Na],B(C1=C(C=NC=C1C)C)(O)O,137.5081079910307,194.93800000000007
1002,Cc1cnn(C)c1B([O][Na])[O][Na],B(C1=C(C=NN1C)C)(O)O,145.74969717290895,183.91500000000005
1003,CCn1ccc(B([O][Na])[O][Na])c1,B(C1=CN(C=C1)CC)(O)O,146.5369002692634,182.92700000000005
1004,CC(=O)n1ccc(B([O][Na])[O][Na])c1,B(C1=CN(C=C1)C(=O)C)(O)O,136.1310017548908,196.91000000000005
1005,[Na][O]B([O][Na])c1c[nH]cc1Cl,B(C1=CNC=C1Cl)(O)O,141.5901053019552,189.318
1006,Cc1c[nH]cc1B([O][Na])[O][Na],B(C1=CNC=C1C)(O)O,158.7066640352608,168.90000000000006
1007,CCc1c[nH]cc1B([O][Na])[O][Na],B(C1=CNC=C1CC)(O)O,146.53690026926338,182.92700000000008
1008,CC(C)c1c[nH]cc1B([O][Na])[O][Na],B(C1=CNC=C1C(C)C)(O)O,136.10058975981977,196.9540000000001
1009,[Na][O]B([O][Na])c1c[nH]cc1C1CC1,B(C1=CNC=C1C2CC2)(O)O,137.50810799103073,194.93800000000005
1010,[Na][O]B([O][Na])c1c[nH]c(Cl)c1,B(C1=CNC(=C1)Cl)(O)O,141.5901053019552,189.318
1011,Cc1cc(B([O][Na])[O][Na])c[nH]1,B(C1=CNC(=C1)C)(O)O,158.7066640352608,168.90000000000003
1012,Cc1cc(B([O][Na])[O][Na])cn1C,B(C1=CN(C(=C1)C)C)(O)O,146.5369002692634,182.92700000000005
1013,Cn1nncc1B([O][Na])[O][Na],B(C1=CN=NN1C)(O)O,156.87138951962564,170.87600000000003
1014,CCC=C(C)B([O][Na])[O][Na],B(C(=CCC)C)(O)O,169.74458453209942,157.91700000000006
1015,C=CC=CB([O][Na])[O][Na],B(C=CC=C)(O)O,188.93916824474925,141.87400000000002
1016,[Na][O]B(C=Cc1cccs1)[O][Na],B(C=CC1=CC=CS1)(O)O,135.40689702396688,197.963
1017,C[C@@H]1C[C@@H]1B([O][Na])[O][Na],B([C@H]1C[C@H]1C)(O)O,186.2919977451911,143.89000000000004
1018,C=C(C)C=CB([O][Na])[O][Na],B(C=CC(=C)C)(O)O,171.93959984577103,155.90100000000004
1019,CC(C)(C)[C@@H]1C[C@H]1B([O][Na])[O][Na],B([C@@H]1C[C@H]1C(C)(C)C)(O)O,144.13836326930294,185.9710000000001
1020,Cc1[nH]c(=O)ccc1B([O][Na])[O][Na],B(C1=C(NC(=O)C=C1)C)(O)O,136.1310017548908,196.91000000000005
1021,C#Cc1ccnc(B([O][Na])[O][Na])c1,B(C1=NC=CC(=C1)C#C)(O)O,140.41232625247792,190.90600000000003
1022,COCCCCB([O][Na])[O][Na],B(CCCCOC)(O)O,152.36316051403688,175.9320000000001
1023,CC(=O)OCC=CB([O][Na])[O][Na],B(C=CCOC(=O)C)(O)O,142.65938379424875,187.8990000000001
1024,CCCCC=C(C)B([O][Na])[O][Na],B(C(=CCCCC)C)(O)O,144.13836326930294,185.9710000000001
1025,CC=C(CC)B([O][Na])[O][Na],B(C(=CC)CC)(O)O,169.74458453209942,157.91700000000006
1026,O=C1N=CC=NC1B([O][Na])[O][Na],B(C1C(=O)N=CC=N1)(O)O,145.78457481362236,183.871
1027,Cc1ncc(B([O][Na])[O][Na])s1,B(C1=CN=C(S1)C)(O)O,143.3912247542289,186.94000000000003
1028,Cc1cnc(B([O][Na])[O][Na])nc1,B(C1=NC=C(C=N1)C)(O)O,147.36505179003484,181.89900000000003
1029,N#Cc1nccnc1B([O][Na])[O][Na],B(C1=NC=CN=C1C#N)(O)O,138.97385736126515,192.88200000000003
1030,Cc1cc(B([O][Na])[O][Na])on1,B(C1=CC(=NO1)C)(O)O,156.8750617746357,170.872
1031,CCOCB([O][Na])[O][Na],B(COCC)(O)O,181.26804227508856,147.87800000000004
1032,CCCC=CC=CB([O][Na])[O][Na],B(C=CC=CCCC)(O)O,145.71800470525693,183.9550000000001
1033,CCCCC(C)=CB([O][Na])[O][Na],B(C=C(C)CCCC)(O)O,144.13836326930294,185.9710000000001
1034,[Na][O]B([O][Na])c1ccnn1C1CC1,B(C1=CC=NN1C2CC2)(O)O,136.8146930757304,195.92600000000004
1035,O=CC1(B([O][Na])[O][Na])C=CC=CC1,B(C1(CC=CC=C1)C=O)(O)O,136.81748632392254,195.92200000000005
1036,[B]c1ccc(C(=O)[O][Na])cc1C,[B]C1=C(C=C(C=C1)C(=O)O)C,159.6176850440379,167.93600000000004
1037,CC(CC(=O)[O][Na])B([O][Na])[O][Na],B(C(C)CC(=O)O)(O)O,270.94107803664576,197.8700000000001
1038,CCB([O][Na])OCC(=O)[O][Na],B(CC)(O)OCC(=O)O,304.80255111838835,175.88800000000006
1039,CO[B]OCCCC[B]C(=O)[O][Na],[B](CCCCO[B]OC)C(=O)O,139.78408645812323,191.7640000000001
1040,C=CN=CC(=C)B([O][Na])[O][Na],B(C(=C)C=NC=C)(O)O,158.7066640352608,168.90000000000003
1041,CC(C)C(B([O][Na])[O][Na])C(C)C,B(C(C(C)C)C(C)C)(O)O,142.59260244354948,187.9870000000001
1042,O=C=C1C=CC=C(B([O][Na])[O][Na])C1,B(C1=CC=CC(=C=O)C1)(O)O,138.23994902455598,193.90600000000003
1043,CC(C)CC(=O)B([O][Na])[O][Na],B(C(=O)CC(C)C)(O)O,154.1293242459322,173.91600000000008
1044,O=C=C1CC=C(B([O][Na])[O][Na])S1,B(C1=CCC(=C=O)S1)(O)O,134.07135096684198,199.93500000000003
1045,O=C=C1C=CC(B([O][Na])[O][Na])O1,B(C1C=CC(=C=O)O1)(O)O,145.78774633596868,183.867
1046,O=C=C1C=CC(B([O][Na])[O][Na])S1,B(C1C=CC(=C=O)S1)(O)O,134.07135096684198,199.93500000000003
1047,O=CC1(B([O][Na])[O][Na])CC=CO1,B(C1(CC=CO1)C=O)(O)O,144.20660068729015,185.883
1048,O=C([O][Na])C(=O)B([O][Na])[O][Na],B(C(=O)C(=O)O)(O)O,291.6833666728933,183.799
1049,CC(B([O][Na])[O][Na])C(C)(C)C,B(C(C)C(C)(C)C)(O)O,154.09034005263015,173.9600000000001
1050,O=C=C1CC=CC=C1B([O][Na])[O][Na],B(C1=CC=CCC1=C=O)(O)O,138.23994902455598,193.90600000000003
1051,O=C=C1C=CC(B([O][Na])[O][Na])=CC1,B(C1=CCC(=C=O)C=C1)(O)O,138.23994902455598,193.90600000000003
1052,CCCCCC#CCB([O][Na])[O][Na],B(CC#CCCCCC)(O)O,135.3939022514953,197.9820000000001
1053,[Na][O]B([O][Na])C1=CCOO1,B(C1=CCOO1)(O)O,167.69717886424695,159.845
1054,N#CCCCCC#CB([O][Na])[O][Na],B(C#CCCCCC#N)(O)O,137.50810799103073,194.93800000000005
1055,N#CCCCCCB([O][Na])[O][Na],B(CCCCCC#N)(O)O,144.93955194603498,184.94300000000007
1056,CCCOCCB([O][Na])[O][Na],B(CCOCCC)(O)O,152.36316051403688,175.9320000000001
1057,N#CCCCCCCB([O][Na])[O][Na],B(CCCCCCC#N)(O)O,134.72159398680978,198.97000000000008
1058,[B]c1cc(OC)cc(C(=O)[O][Na])c1,[B]C1=CC(=CC(=C1)OC)C(=O)O,145.73384921605754,183.9350000000001
1059,O=Nc1cccc(B([O][Na])[O][Na])c1,B(C1=CC(=CC=C1)N=O)(O)O,137.53915233693985,194.894
1060,C=C/C(=C\C=C/C)B([O][Na])[O][Na],B(/C(=C/C=C\C)/C=C)(O)O,147.33265300763193,181.93900000000008
1061,[B]c1cccc(C(=O)[O][Na])c1C,[B]C1=C(C(=CC=C1)C(=O)O)C,159.6176850440379,167.93600000000004
1062,[B]c1ccc(C2(C(=O)[O][Na])CC2)cc1,[B]C1=CC=C(C=C1)C2(CC2)C(=O)O,138.19148728982003,193.97400000000005
1063,O=BCCC(=O)C(=O)[O][Na],B(=O)CCC(=O)C(=O)O,178.85394101415557,149.87400000000002
1064,[B]CCCCCCCCC(=O)[O][Na],[B]CCCCCCCCC(=O)O,141.06182571716406,190.02700000000013
1065,[B]c1csc(C(=O)[O][Na])c1,[B]C1=CSC(=C1)C(=O)O,167.59966709322083,159.93800000000002
1066,[B]CCCCCC(=O)[O][Na],[B]CCCCCC(=O)O,181.18472655939016,147.94600000000008
1067,[Na][O]B([O][Na])c1cc#ccc1,B(C1=CC#CC=C1)(O)O,163.5681935291406,163.88
1068,[B]c1ccc(OC)cc1C(=O)[O][Na],[B]C1=C(C=C(C=C1)OC)C(=O)O,145.73384921605756,183.93500000000003
1069,[B]c1cncc(C(=O)[O][Na])c1,[B]C1=CC(=CN=C1)C(=O)O,173.05406531795677,154.89700000000002
1070,[B]c1ccc(B([O][Na])[O][Na])cc1,[B]C1=CC=C(C=C1)B(O)O,152.5643457914374,175.70000000000002
