id_0,cluster_0,X_0,Y_0,id_1,cluster_1,X_1,Y_1,id_2,cluster_2,X_2,Y_2,id_3,cluster_3,X_3,Y_3,id_4,cluster_4,X_4,Y_4,id_5,cluster_5,X_5,Y_5,id_6,cluster_6,X_6,Y_6,id_7,cluster_7,X_7,Y_7,id_8,cluster_8,X_8,Y_8,id_9,cluster_9,X_9,Y_9,id_10,cluster_10,X_10,Y_10
1381.0,0.0,14.91159,-15.386055,1402,1,11.477107,-37.588142,3.0,2.0,-38.726517,46.200184,2009.0,3.0,-39.44548,5.75892,2902.0,4.0,-48.776463,-30.760876,1801.0,5.0,4.4938517,34.18668,1877.0,6.0,-7.0415864,13.256675,2174.0,7.0,40.235367,6.1499157,3037.0,8.0,-12.285196,-39.402576,1823.0,9.0,-31.816355,-20.032106,1403.0,10.0,19.146175,-41.798046
1382.0,0.0,10.890554,13.215717,1407,1,29.964281,18.568474,39.0,2.0,-22.73773,43.37944,1999.0,3.0,-35.60946,9.350492,2903.0,4.0,-38.46943,-33.148804,1806.0,5.0,3.8280895,29.487888,1031.0,6.0,27.899918,37.597206,2175.0,7.0,38.079487,26.687054,41.0,8.0,-34.139717,-39.925056,1825.0,9.0,-50.66067,-19.771667,1392.0,10.0,28.095139,-27.080168
1388.0,0.0,13.282813,5.4319906,1445,1,45.045364,23.802572,43.0,2.0,-22.568672,43.89583,877.0,3.0,-33.572605,5.1644425,2940.0,4.0,-49.05165,-30.369904,2876.0,5.0,6.7797074,26.752779,1777.0,6.0,36.305485,36.801926,2164.0,7.0,33.7314,-1.5560082,38.0,8.0,-20.766,-35.845974,15.0,9.0,-46.546864,-3.6765568,1393.0,10.0,7.071771,-28.070734
3013.0,0.0,21.862085,10.494222,3066,1,47.96482,9.6614895,1623.0,2.0,-31.33024,44.973927,878.0,3.0,-36.334923,9.67157,2942.0,4.0,-44.43225,-27.2837,251.0,5.0,5.1283298,39.522877,1778.0,6.0,-11.264452,-1.5680444,785.0,7.0,25.109787,-10.71387,3070.0,8.0,-15.877264,4.5555425,103.0,9.0,-51.3111,-9.427227,1352.0,10.0,0.22930053,-6.0488286
3014.0,0.0,30.66433,21.824224,1625,1,44.22302,25.287754,1626.0,2.0,-17.978106,43.22895,2038.0,3.0,-35.533333,10.0469055,126.0,4.0,-48.612915,-47.335983,2812.0,5.0,0.47924462,30.064816,982.0,6.0,2.1240194,3.248931,786.0,7.0,30.154858,3.8497305,44.0,8.0,-18.499401,-43.607143,1766.0,9.0,-56.20856,-8.964715,314.0,10.0,17.14116,-32.599766
3016.0,0.0,23.55058,23.573565,1631,1,29.499603,16.332165,1406.0,2.0,-21.460657,46.936924,2042.0,3.0,-33.37916,4.632032,163.0,4.0,-30.104225,-36.03226,893.0,5.0,2.1647043,27.601885,985.0,6.0,36.79236,36.497383,803.0,7.0,29.63552,-11.801703,32.0,8.0,-19.341784,-44.62949,1770.0,9.0,-56.75433,-9.144881,307.0,10.0,-8.910112,-4.717645
3034.0,0.0,13.0097685,18.332272,971,1,33.404995,20.430534,1461.0,2.0,-42.41407,31.84847,1279.0,3.0,-33.57841,-30.380943,143.0,4.0,-55.451206,-46.407814,1147.0,5.0,7.6190243,28.401875,1954.0,6.0,2.5581367,1.6875274,2145.0,7.0,35.92317,4.556406,110.0,8.0,-16.519785,-36.977818,3005.0,9.0,10.5973,-19.86869,1490.0,10.0,27.910507,-26.855711
3042.0,0.0,20.844152,13.454348,975,1,51.696293,24.968792,1471.0,2.0,-41.202858,38.932686,1273.0,3.0,-31.92541,-33.68175,144.0,4.0,-42.85229,-39.305325,1136.0,5.0,-1.1160582,35.647697,1908.0,6.0,-0.8284354,11.094155,2147.0,7.0,39.77716,-14.7949915,111.0,8.0,-17.418802,-43.330845,2969.0,9.0,-28.761496,-13.9010935,2632.0,10.0,21.580568,-29.591162
910.0,0.0,22.904968,8.791812,984,1,60.085342,14.22523,31.0,2.0,-21.2383,44.33603,2839.0,3.0,10.450065,17.482681,145.0,4.0,-48.861088,-27.459347,1124.0,5.0,-3.2865531,35.526352,1985.0,6.0,29.156906,36.65452,2097.0,7.0,10.561268,27.190548,113.0,8.0,-31.522476,-40.89855,2971.0,9.0,-45.110195,-18.049488,316.0,10.0,27.887474,-26.044252
1982.0,0.0,11.852062,-12.499464,1348,1,52.95887,1.3647283,11.0,2.0,-39.112507,34.565952,1479.0,3.0,-33.30059,7.9611793,148.0,4.0,-31.834633,-37.905342,1126.0,5.0,1.2578819,36.452293,1979.0,6.0,10.946457,35.625084,2086.0,7.0,5.664739,23.209833,2973.0,8.0,-16.96957,-23.853102,33.0,9.0,-42.559055,-13.34026,318.0,10.0,27.189747,-26.366173
1984.0,0.0,20.648026,24.642231,1359,1,57.3907,19.005348,14.0,2.0,-34.195206,32.694363,1481.0,3.0,-31.686493,-32.804867,153.0,4.0,-31.560448,-36.295265,1127.0,5.0,3.698688,27.011927,1776.0,6.0,-4.3922153,-3.8774755,2165.0,7.0,22.992685,-14.370579,2964.0,8.0,-17.067877,-21.548445,35.0,9.0,-43.435093,-17.19355,319.0,10.0,23.152155,-30.485214
935.0,0.0,18.060057,7.3966427,2978,1,2.1788921,-3.6009843,109.0,2.0,-30.424223,37.460464,1485.0,3.0,-39.40431,6.970611,2904.0,4.0,-48.68865,-30.968382,866.0,5.0,3.34226,37.11049,2976.0,6.0,30.558853,44.295757,2166.0,7.0,31.12318,-4.0615153,2965.0,8.0,-15.50904,-38.546394,20.0,9.0,-32.03896,-35.252724,1483.0,10.0,21.337519,-41.193516
943.0,0.0,12.930375,-8.186155,1384,1,44.61039,24.002014,112.0,2.0,-21.690977,44.771935,1596.0,3.0,-33.834778,5.6009474,136.0,4.0,-32.27785,-38.53027,853.0,5.0,-0.0591155,28.789291,2979.0,6.0,27.266712,42.092194,2167.0,7.0,30.621767,-4.0175586,115.0,8.0,-18.904245,-33.64868,3056.0,9.0,-31.899094,-11.675408,1311.0,10.0,-1.458158,9.387146
944.0,0.0,12.209715,-5.651738,1421,1,55.073215,20.574257,116.0,2.0,-30.165825,47.419113,268.0,3.0,-14.347362,6.590452,2860.0,4.0,-49.022427,-27.532991,854.0,5.0,-0.0015768927,33.723446,2896.0,6.0,0.1359438,-0.52044433,2159.0,7.0,45.62782,-7.0195704,780.0,8.0,-12.538794,-38.980503,157.0,9.0,-43.47069,-12.519801,1484.0,10.0,31.094572,-37.51252
961.0,0.0,17.576324,7.1597977,1716,1,57.001366,4.049287,53.0,2.0,-30.648514,39.2344,2746.0,3.0,17.877728,-23.897392,2867.0,4.0,-44.76717,-31.041891,855.0,5.0,-2.7082026,33.794712,2899.0,6.0,-6.0378494,7.3483067,751.0,7.0,47.19561,-17.346397,2178.0,8.0,-25.739836,-25.03363,2921.0,9.0,-43.306225,-22.771591,2655.0,10.0,16.480894,-21.927925
1931.0,0.0,9.15247,-15.276157,1717,1,42.056232,28.149982,54.0,2.0,-25.96386,41.531357,2754.0,3.0,-0.16754158,14.870043,155.0,4.0,-52.846493,-37.552147,844.0,5.0,-3.691829,35.2737,2938.0,6.0,-1.1984767,11.674795,752.0,7.0,50.280033,-1.5215033,722.0,8.0,-33.713745,-30.550264,2984.0,9.0,-42.209618,-26.407537,342.0,10.0,32.432396,-32.804794
1933.0,0.0,3.934562,-6.935801,1719,1,24.065125,-2.182641,56.0,2.0,-33.263943,31.670855,2730.0,3.0,-2.017908,27.38819,158.0,4.0,-51.12793,-35.14387,2078.0,5.0,2.3034225,31.33582,2918.0,6.0,-1.4823756,11.391738,754.0,7.0,51.958584,-4.2596526,713.0,8.0,-20.57404,-34.49623,125.0,9.0,-18.869848,-23.80301,344.0,10.0,28.152645,-26.244358
1935.0,0.0,7.6316657,-12.211991,2367,1,46.54999,12.247177,1358.0,2.0,-36.717293,40.317924,2760.0,3.0,9.572401,14.755979,1870.0,4.0,-46.291103,-40.35211,2081.0,5.0,2.6076303,31.74543,146.0,6.0,41.5108,33.61518,2150.0,7.0,46.68618,-18.42182,715.0,8.0,-17.171072,-43.065357,127.0,9.0,-47.88845,-6.2069216,337.0,10.0,20.190802,-36.638943
1941.0,0.0,9.03412,21.133232,2368,1,52.23365,18.820972,102.0,2.0,-29.015366,38.31023,234.0,3.0,-1.8822228,27.947765,1871.0,4.0,-53.372704,-43.015907,892.0,5.0,-0.22753312,28.903648,94.0,6.0,-10.230237,5.7004833,765.0,7.0,8.380809,23.464996,348.0,8.0,-30.263077,-34.212612,1162.0,9.0,-38.321217,-3.2882204,338.0,10.0,28.22734,-32.127884
2008.0,0.0,13.299689,16.460924,1108,1,46.41473,24.98472,65.0,2.0,-24.369692,43.82505,242.0,3.0,-32.07537,-33.40748,1881.0,4.0,-40.23411,-36.463753,1180.0,5.0,-2.221275,35.95033,95.0,6.0,-10.664524,2.3684015,766.0,7.0,9.550324,25.470547,329.0,8.0,-21.539738,-35.686752,789.0,9.0,-42.176197,-11.027469,339.0,10.0,19.987276,-36.773785
2010.0,0.0,6.0738125,5.048907,1345,1,56.571877,3.6059506,67.0,2.0,-23.070055,43.0638,2813.0,3.0,7.23608,-16.970766,1986.0,4.0,-51.920856,-24.805973,1181.0,5.0,6.0381193,33.499207,117.0,6.0,-11.761959,5.186,756.0,7.0,50.893303,-1.0000173,330.0,8.0,-24.919123,-27.676786,2936.0,9.0,-28.47195,-11.808616,349.0,10.0,25.81531,-30.382833
2011.0,0.0,12.737806,14.541226,964,1,43.881355,-23.885544,983.0,2.0,-36.225433,43.208153,2802.0,3.0,-2.7839077,-15.402878,934.0,4.0,-55.488552,-32.680733,2160.0,5.0,0.47123915,35.11274,119.0,6.0,32.58852,32.2713,711.0,7.0,36.71318,14.627128,1487.0,8.0,2.170716,-8.283925,2925.0,9.0,-29.72023,-12.793968,350.0,10.0,18.778236,-43.80951
2012.0,0.0,15.8939905,17.27078,3041,1,21.441315,-7.939239,1097.0,2.0,-39.398838,49.937344,1537.0,3.0,-3.7423959,30.39576,920.0,4.0,-52.852627,-47.517212,2093.0,5.0,5.4629025,34.261036,123.0,6.0,-10.330083,3.6416478,118.0,7.0,55.70047,-4.007573,1488.0,8.0,-20.755062,-30.12034,2927.0,9.0,-31.262613,-17.75052,352.0,10.0,20.910564,-41.522472
2016.0,0.0,9.9593725,-16.643015,1432,1,40.905106,17.609756,1100.0,2.0,-35.47102,31.423216,1287.0,3.0,-14.022587,8.976443,922.0,4.0,-37.064682,-31.433805,2128.0,5.0,6.9832997,27.06198,100.0,6.0,39.85657,41.414635,93.0,7.0,48.716595,-7.063006,1489.0,8.0,-18.490406,-32.836,2928.0,9.0,-17.155844,-21.437883,979.0,10.0,0.91846615,-4.861009
902.0,0.0,6.1238794,5.151982,2874,1,23.160149,-8.73465,2272.0,2.0,-32.77302,41.84671,1518.0,3.0,-38.81486,7.4910426,966.0,4.0,-55.04513,-34.19348,2131.0,5.0,7.8433666,34.44046,101.0,6.0,-6.171795,1.7560455,2998.0,7.0,31.115658,1.5600165,315.0,8.0,-18.31327,-27.204294,1651.0,9.0,-50.348015,6.5647063,965.0,10.0,30.784058,-30.663122
1861.0,0.0,12.264011,-5.084406,142,1,50.28934,22.167633,2273.0,2.0,-24.259846,40.594715,1522.0,3.0,-38.703613,7.0690713,946.0,4.0,-51.614864,-41.57805,2123.0,5.0,7.599699,28.416803,106.0,6.0,-8.947558,8.524664,2989.0,7.0,21.79427,5.2789445,303.0,8.0,-18.48973,-43.4481,1165.0,9.0,-35.63686,-28.206543,1093.0,10.0,-8.00877,-7.6092515
1863.0,0.0,11.366479,-4.761428,159,1,46.22662,-20.463663,618.0,2.0,-38.995224,49.590767,2071.0,3.0,-35.016262,7.1449122,947.0,4.0,-48.22214,-29.156866,802.0,5.0,4.6612287,34.841923,2961.0,6.0,-2.8755434,-4.0176854,2995.0,7.0,29.685514,7.3664217,1351.0,8.0,-18.510191,-33.192635,1167.0,9.0,-29.462132,-12.799434,1775.0,10.0,22.826723,-33.46042
903.0,0.0,8.2640915,7.5486255,161,1,39.158688,-21.691452,626.0,2.0,-36.44124,31.585024,2073.0,3.0,-35.57516,2.146719,948.0,4.0,-22.63762,-30.079342,2064.0,5.0,6.728036,32.133125,3006.0,6.0,32.96424,26.37364,160.0,7.0,37.674755,-14.742707,2962.0,8.0,-13.157047,-37.662163,1156.0,9.0,-34.123444,-15.989355,1779.0,10.0,-13.005121,12.473545
906.0,0.0,13.008043,7.1269503,2854,1,48.396797,14.906638,290.0,2.0,-30.954016,38.165215,2074.0,3.0,-33.191135,4.1123743,958.0,4.0,-48.8046,-36.646038,2065.0,5.0,6.874662,24.834517,3007.0,6.0,31.897043,25.294796,2931.0,7.0,28.815268,-7.5029297,2955.0,8.0,0.9116013,-16.46207,1158.0,9.0,-47.90805,-7.0388923,367.0,10.0,23.195292,-30.434082
2920.0,0.0,13.295389,5.5775676,140,1,53.685467,7.0154734,1248.0,2.0,-39.674644,35.682224,2075.0,3.0,-39.567585,1.469633,1344.0,4.0,-46.777798,-37.39832,834.0,5.0,3.2771137,25.933014,2980.0,6.0,-0.18078873,12.001283,2916.0,7.0,25.520918,-8.86203,2711.0,8.0,-14.78273,5.363388,80.0,9.0,-27.264465,-12.466692,380.0,10.0,21.544641,-40.35618
2926.0,0.0,12.360167,14.64856,1943,1,44.44224,-14.436595,257.0,2.0,-38.31458,53.82215,2054.0,3.0,-37.35578,2.0934181,969.0,4.0,-55.208603,-34.04278,824.0,5.0,7.638958,28.669853,92.0,6.0,39.888954,41.00369,1815.0,7.0,35.07776,10.798029,2712.0,8.0,-17.784506,-44.396,81.0,9.0,-47.45275,-25.09137,381.0,10.0,25.041512,-38.30042
2933.0,0.0,9.559451,-15.985197,1955,1,46.574272,22.194286,2775.0,2.0,-34.802757,30.774796,2057.0,3.0,-2.456935,29.910706,970.0,4.0,-55.382072,-32.975742,812.0,5.0,6.842304,34.3067,1814.0,6.0,30.454683,42.692295,1064.0,7.0,51.15507,-1.283452,2701.0,8.0,-17.588947,-36.999336,82.0,9.0,-47.911163,-4.8622518,383.0,10.0,25.944061,-28.966583
2934.0,0.0,4.006424,-14.775905,941,1,33.52445,-33.03533,228.0,2.0,-28.769114,40.56856,2059.0,3.0,-33.500923,6.975358,976.0,4.0,-53.127377,-30.403818,256.0,5.0,2.4299746,35.0128,1372.0,6.0,-10.241877,4.232803,1820.0,7.0,31.700861,4.1731753,2708.0,8.0,-16.570675,-37.516388,83.0,9.0,-40.086746,-12.626555,385.0,10.0,25.237411,-41.602413
2937.0,0.0,4.069603,-14.837089,1932,1,30.409756,16.220566,2266.0,2.0,-22.80674,46.718033,2060.0,3.0,-37.37298,6.046522,981.0,4.0,-48.83595,-49.74184,274.0,5.0,-2.3377328,34.079155,1374.0,6.0,-9.605933,2.7432773,1764.0,7.0,40.584274,-5.911154,288.0,8.0,-29.356447,-35.771828,1173.0,9.0,-35.47629,-18.625624,1780.0,10.0,19.165314,-44.226185
2941.0,0.0,26.18729,24.184025,1977,1,62.913326,7.0251226,2267.0,2.0,-32.758114,32.164402,815.0,3.0,-36.66317,2.8979757,1946.0,4.0,8.504242,-8.371011,267.0,5.0,-3.6100905,35.507183,1378.0,6.0,31.26481,43.345062,1768.0,7.0,51.727745,2.2221715,2696.0,8.0,-27.394888,-35.048347,172.0,9.0,-38.34698,-3.0174236,1507.0,10.0,26.49901,-25.153725
2946.0,0.0,5.048392,-13.9292755,915,1,57.174973,-4.3129153,2268.0,2.0,-30.222862,38.792664,816.0,3.0,-36.324715,2.652202,2325.0,4.0,10.103547,-8.390917,2666.0,5.0,5.854304,35.272102,1357.0,6.0,-7.79619,4.8905277,1769.0,7.0,43.854355,-12.725069,1335.0,8.0,-16.798407,-31.07014,2871.0,9.0,-44.120495,-17.008484,1501.0,10.0,30.329557,-27.104748
2885.0,0.0,19.44057,18.121614,916,1,59.25776,-3.141324,2269.0,2.0,-31.818602,40.596756,804.0,3.0,-35.54391,10.639393,2337.0,4.0,-51.35778,-27.921993,645.0,5.0,2.8753216,37.79104,1349.0,6.0,-9.532984,2.0513985,1845.0,7.0,33.00655,-27.84814,1336.0,8.0,-17.217314,-31.46606,173.0,9.0,-43.018322,-20.864464,1339.0,10.0,-27.893702,-40.442333
2888.0,0.0,25.531326,22.087725,1956,1,23.2922,-2.3243074,2270.0,2.0,-21.435125,43.364223,808.0,3.0,-36.4692,9.05636,2339.0,4.0,-49.405838,-42.133015,648.0,5.0,4.0630665,29.331614,1408.0,6.0,-1.4611847,1.1847951,121.0,7.0,41.85988,-5.4031725,1330.0,8.0,-33.42896,-29.477879,174.0,9.0,-42.74541,-3.5788496,285.0,10.0,21.784384,-30.055033
2906.0,0.0,26.296352,24.058561,3001,1,36.817493,19.019611,2271.0,2.0,-32.712677,41.94078,809.0,3.0,-33.523094,6.9845004,644.0,4.0,-54.14576,-47.873695,1215.0,5.0,3.7421381,33.12112,446.0,6.0,33.99989,31.163254,3072.0,7.0,34.140224,-0.8099453,1319.0,8.0,-12.084749,-39.185516,176.0,9.0,-42.35321,-16.782885,386.0,10.0,28.005798,-38.68629
2912.0,0.0,10.7965555,-12.759191,3061,1,40.685993,5.263163,2783.0,2.0,-39.093616,34.57759,2102.0,3.0,-47.071285,1.1553613,647.0,4.0,-48.554615,-47.90812,1218.0,5.0,4.7968926,35.47932,431.0,6.0,-8.146667,11.141713,3062.0,7.0,31.166464,4.5459294,1320.0,8.0,3.8284285,-10.859333,178.0,9.0,-42.86257,-15.860126,372.0,10.0,22.250528,-39.755714
139.0,0.0,14.063907,11.641492,2619,1,43.928333,-20.696192,1081.0,2.0,-40.55228,45.49611,2105.0,3.0,-34.893734,5.6798816,2317.0,4.0,-51.803753,-44.01334,1201.0,5.0,-3.4491942,34.180653,432.0,6.0,-9.082755,8.13922,3063.0,7.0,31.896065,5.1064973,1323.0,8.0,-13.203625,-39.440395,168.0,9.0,-39.01427,-11.789895,2576.0,10.0,14.770301,-5.7848034
2853.0,0.0,23.52525,25.420916,2621,1,43.92774,13.420257,1082.0,2.0,-36.539955,33.31667,2087.0,3.0,-36.27925,2.7191372,2318.0,4.0,-48.661304,-36.801117,1203.0,5.0,2.6689222,38.263153,2477.0,6.0,-7.901524,0.13080758,3064.0,7.0,23.493965,8.359086,1781.0,8.0,-30.046196,-21.627771,169.0,9.0,-41.742973,-13.901008,377.0,10.0,15.890557,-31.374968
2857.0,0.0,8.8392935,-13.26135,2623,1,57.126217,-2.9738102,1083.0,2.0,-38.804916,52.051567,2088.0,3.0,-46.60079,0.9742174,2323.0,4.0,9.661466,-33.59932,1648.0,5.0,5.3946667,33.186607,2478.0,6.0,30.479584,28.507172,3067.0,7.0,32.403404,4.370253,1773.0,8.0,-27.053732,-30.67418,1995.0,9.0,28.882648,1.2109599,378.0,10.0,30.663404,-28.58683
2861.0,0.0,7.766184,8.2646475,2624,1,40.207268,-17.212788,1091.0,2.0,-46.897045,48.035538,2099.0,3.0,-34.94731,11.52295,2304.0,4.0,-52.98938,-39.716537,767.0,5.0,-3.6260676,34.271076,2472.0,6.0,-8.010687,11.306688,1796.0,7.0,46.073616,-5.4741178,994.0,8.0,-16.303467,-31.308388,2077.0,9.0,-50.199196,6.820827,2570.0,10.0,16.276114,-34.582283
2863.0,0.0,12.467233,-3.8766716,1939,1,5.271042,-0.775151,2265.0,2.0,-33.834267,33.26577,2138.0,3.0,-36.676773,11.458027,663.0,4.0,-51.942398,-43.895023,768.0,5.0,2.2078953,37.919094,2543.0,6.0,39.053806,33.763863,1798.0,7.0,27.250795,3.744264,987.0,8.0,-19.692308,-32.553604,857.0,9.0,-27.467516,-13.632257,1531.0,10.0,6.920776,-24.731012
2875.0,0.0,22.12956,16.94425,1940,1,50.77526,-25.430853,1092.0,2.0,-19.254122,44.204338,772.0,3.0,-32.891148,8.080337,664.0,4.0,-54.045044,-35.589222,745.0,5.0,3.4184728,37.4844,412.0,6.0,-9.291906,0.7998287,1822.0,7.0,41.09638,7.182418,977.0,8.0,-14.976154,-40.33416,2342.0,9.0,14.462896,-15.626006,391.0,10.0,8.843301,-24.53505
848.0,0.0,13.089712,-0.9740361,2639,1,46.526394,25.118753,1079.0,2.0,-29.879574,46.9651,774.0,3.0,11.60564,-18.809341,665.0,4.0,-31.793505,-40.95822,2351.0,5.0,-2.1293597,30.231739,394.0,6.0,31.363764,44.216095,1186.0,7.0,18.34916,-15.461254,978.0,8.0,5.7783227,-21.962475,2383.0,9.0,-51.884483,-19.982819,392.0,10.0,18.226355,-8.558388
863.0,0.0,11.253708,13.970258,28,1,50.53182,26.455065,1080.0,2.0,-48.40546,42.266518,794.0,3.0,7.824727,24.412376,672.0,4.0,-49.16404,-31.207216,604.0,5.0,-0.01731727,34.030724,2592.0,6.0,31.876204,31.260252,3021.0,7.0,8.074375,23.386995,741.0,8.0,1.8771234,-10.224895,2384.0,9.0,-56.58191,-8.448378,1532.0,10.0,22.59854,-40.73498
2032.0,0.0,9.780162,-11.62688,3030,1,48.48951,16.403746,1583.0,2.0,-32.357136,43.857414,2158.0,3.0,-1.8623693,27.911829,2277.0,4.0,-53.989063,-36.178776,600.0,5.0,3.5042746,37.7753,2512.0,6.0,40.043964,40.710384,3012.0,7.0,35.9958,19.9369,744.0,8.0,-16.227259,-42.473125,588.0,9.0,-37.474617,-1.475921,1533.0,10.0,25.583277,-23.334625
2043.0,0.0,15.675223,1.1216693,1346,1,56.5548,3.6239333,1588.0,2.0,-29.136618,47.371513,2168.0,3.0,12.768355,-20.069485,2279.0,4.0,-31.877254,-41.125126,2392.0,5.0,6.8448067,26.407976,1298.0,6.0,36.596886,37.132946,3015.0,7.0,39.136257,7.112505,760.0,8.0,-15.138404,-38.63506,861.0,9.0,-33.378105,-12.10981,371.0,10.0,31.760153,-31.727217
2049.0,0.0,6.077434,5.0574417,27,1,4.9225616,-0.31465718,1589.0,2.0,-20.559576,39.9078,1620.0,3.0,-39.417145,5.8759475,2324.0,4.0,-48.6668,-37.23544,1243.0,5.0,4.747651,35.547848,1524.0,6.0,35.96001,41.585613,42.0,7.0,45.493237,-7.10988,2202.0,8.0,-2.1959846,-3.1942258,1135.0,9.0,-27.213614,-16.658165,407.0,10.0,31.657127,-33.265137
879.0,0.0,21.752058,-6.595797,1373,1,38.654636,-22.630728,1592.0,2.0,-25.70613,41.479557,1608.0,3.0,-35.68576,8.940457,2250.0,4.0,-49.7625,-34.644016,1226.0,5.0,4.6104116,33.147003,1508.0,6.0,37.9929,28.439106,3071.0,7.0,37.864002,5.306026,2260.0,8.0,-17.812294,-38.08627,1139.0,9.0,-46.19564,1.6907649,397.0,10.0,20.2838,-19.512754
885.0,0.0,23.1517,8.426702,74,1,44.082638,22.70299,1599.0,2.0,-46.763073,37.074093,1613.0,3.0,-39.762928,6.8593764,2255.0,4.0,-48.265553,-31.599295,1612.0,5.0,3.8243022,36.27185,2577.0,6.0,39.604362,32.118237,8.0,7.0,44.292583,-2.6338408,2263.0,8.0,-30.45121,-34.734447,1128.0,9.0,14.576096,-16.896143,402.0,10.0,15.393388,-25.01772
