Molecule,Cluster,data,Cluster_center,Distance_to_center
1544,7,[ 0.0790709122020623  0.0036952559954629 -0.1716250392713099 -0.1907386393552013 -0.1442945208353473  0.0204568964847647  0.1508831213573831 -0.0640610545134049  0.0933696020606365],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.4237337078462523
1545,10,[-0.0928442533390594 -0.0925139347106285 -0.3301238436976063 -0.188730272195851  -0.2321246363417562  0.1022632244851553  0.0463895373745852 -0.1659459960670337  0.1020152540973865],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.5016211019880523
1546,5,[ 0.4313877891538631  0.7079533775124588  0.3509322557011231 -0.2712004271861442  0.2310330525203799  0.3347377761812058  0.0128114349415756 -0.151397582099202   0.1173203717543069],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.47377573086283975
1547,7,[ 0.3555016034334249  0.5568450191273385 -0.2379269553699956 -0.3071088999192155  0.0902725743818356  0.2543637194323776 -0.1065555092805601 -0.1331591288047879  0.0898565743810257],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.6275235543961964
1548,2,[-0.6879863975553492  0.7036334998225193 -0.1982811210078159  0.6021313618146407  0.2583458667372979 -0.004366913925978  -0.0432143116592141 -0.081643053015576   0.0816851717391334],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.526227720745639
1549,7,[ 0.3090128327660276  0.23803280441914   -0.7797495156234732 -0.3375232107845422 -0.0587862507753934 -0.080674142834283  -0.0518534377623391  0.1069876513043175  0.0163221586708855],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.384169536826073
1550,10,[-0.102586146239012   0.2140927139653727 -0.1011599831771285  0.0998964750108777 -0.4547844666669246 -0.2187984018579546 -0.0069731613784494 -0.1970124465603787  0.0659500278656739],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.46005159666898615
1551,0,[ 0.0531708988122021 -0.2461782359791505  0.1236680141950384 -0.1366900584883038 -0.0164595716569859 -0.2419390694939575  0.2165830504214612 -0.0800330215014159 -0.0898415223936529],[ 0.2375768505373571 -0.1545492062714881  0.063371252230152  -0.2856063441868819  0.2272977626342499 -0.0150944172334486  0.1271644770746047 -0.0965084445384889  0.0142098375542327],0.4451776436178498
1552,10,[-0.1280971051258161 -0.533173290711376   0.0241545202820595  0.1186007324724754 -0.3801065340442598 -0.0525565687262806  0.3359664170946238  0.0214002960792196  0.1403249582972098],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.5050152997638621
1553,10,[-0.1250626987935378 -0.523687759003819   0.1579028631793645  0.1255155792596421 -0.3008648978152432 -0.1349167252861117  0.3053012533124678 -0.0697155774362903  0.1799040434309884],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.516174735736184
1554,2,[-0.6914603275497314  0.5816225839410052 -0.0679224143272378  0.7044559966862944  0.1897471000149164 -0.1197294808237312  0.081703885950973   0.0659226163390667  0.0051682642325908],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.48850794659865077
1555,2,[-0.6263033417568279  0.2653524740776197  0.0556520689053788  0.8904242706807839  0.2040761837860373  0.0410810224874019  0.1110444569364136  0.0670927965521064  0.0480551572606867],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.5360487232995113
1556,2,[-7.1116207844675983e-01  5.9769246770260775e-01 -1.0839350462800386e-01  6.7684005751834875e-01  1.8348807763748512e-01 -5.8829406170516636e-02  8.0339239149768218e-02  5.9520208275279138e-02  2.8840503444386816e-04],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.4575311399639545
1557,4,[-0.1433039911913553 -0.4095043645360087  0.3707358029719896  0.0018725005446978  0.1367507565376269 -0.0301095949150366 -0.1735445061777047  0.0827025740494251 -0.0252691036107152],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.3723320122142447
1558,3,[-0.2535432787434431  0.27825837798008    0.3196952901564125 -0.1339157297334173 -0.0108374675822552 -0.1584878233195775 -0.2152658126193092  0.0851665378082965  0.0395159539959011],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.4016633079827486
1559,4,[-0.1547641781250473 -0.3958278364025551  0.2084511952701945  0.1581943500431449 -0.1072241424109891  0.2192464342756194 -0.1495063545613096  0.171915536336368   0.1377471043847165],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.2991837007116462
1560,2,[-0.7225401467705213 -0.2364022798714374 -0.4444709032002781  0.7482040648716823  0.2330112110885315  0.0622422637645546  0.1268391799767078  0.1435045949846386  0.120166548020473 ],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.5756308126934437
1561,2,[-1.2893759048277975  0.5350609487974551 -0.4216593490855927  0.3465729454708353  0.2656443809488058  0.0851232459974716 -0.348737830264126   0.047361516792194   0.0304545716781901],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.7559053178508953
1562,6,[ 0.3530514238891357  0.1160259949889852  0.3596064927958187  0.1562726313213716  0.0139095345023571 -0.2242267919712957  0.0048777650180522 -0.1012929418962904  0.0438451903147941],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.38256626574625685
1563,7,[-0.1068712712792135 -0.0173299146833242 -0.2584462183099811 -0.3240661244820325 -0.062032474008187  -0.1595839362684871 -0.000480116921377  -0.2466235154187127  0.059557362306958 ],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.561523882615929
1564,6,[ 0.555900325982738  -0.1561471765588925  0.0998313890383589  0.0442582972620893  0.3033769690026283 -0.3849742708885902 -0.1421358452201979 -0.1170557970925955  0.1740633254516271],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6019573471832116
1565,9,[-1.0726162781670727  0.2156951339950826  0.1830655937971074 -0.6780390146259316  0.0872090314259492  0.0890389362284737 -0.4848146327491765  0.0419415356723389  0.0184626282251046],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.8463586079700415
1566,2,[-0.65085321416527    0.4590588225844776 -0.0593591367849529  0.7537177974699028  0.1743890965347263  0.1290128673948675  0.1265694407877281  0.0905344722280905 -0.024548644717024 ],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.4566269777358016
1567,10,[ 0.0626643036902785 -0.5761347716131208  0.2079958137889457  0.3152231755027367 -0.3562818400078896 -0.0428699212190355  0.3347752615151359  0.0992368457991106  0.2245034076167975],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.6403064888825356
1568,8,[-0.2460225565167891 -0.1109563341339374  0.27676704018567   -0.1625564189688413  0.1399758111219    -0.3645569062699667 -0.2394550708815232  0.0521626920209311  0.0317857645500655],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.48466788466363403
1569,9,[-0.4459557969450123  0.2027905944520073  0.2382060353808771 -0.0453854502068655 -0.263485769085427  -0.1455368823362941 -0.1924613791443718  0.0788096999244172  0.0012867380889811],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.48750158932220583
1570,9,[-0.6467283655851551  0.028287013478646   0.1521946019977063 -0.654994708732463   0.136658886886057  -0.1101938711927842 -0.0824835595842381 -0.0319934175425428  0.0144532790914242],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.4273874693092732
1571,9,[-0.6428113078967405  0.0158721590285522  0.1566955589535614 -0.647978325242346   0.1367073116075312 -0.0997708734979931 -0.0802973378682681 -0.0312852056186965  0.013151994974511 ],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.41914961393168987
1572,7,[ 0.2319788803725985  0.0817156251334247 -0.4263148687271128 -0.0517946471612026 -0.2451899168032683  0.1597821586030687  0.0325540780484271 -0.0140818035170308 -0.1682333958249931],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.3910028023412291
1573,9,[-0.5769355636445967  0.1964645226888832  0.1498851325757699 -0.1515953124193809 -0.2383197718978934 -0.2141883232648794 -0.2626054274663885 -0.1239793662818357  0.071344449507228 ],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.47760783667971674
1574,1,[ 0.4011348116373105 -0.71215327291774   -0.0592991455865107  0.1585773742854747  0.0732661427169193 -0.086238699483503   0.1223714145629195 -0.0309528610215797 -0.2244762723731433],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.6229531573313123
1575,9,[-0.5919908635391987 -0.1168265873603575 -0.0418811539884355 -0.4071479260128222 -0.0933167002969439  0.0232795275750363 -0.0586973868718139  0.1139263373285313 -0.0054944494150933],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.22952216706158565
1576,5,[ 0.7723092741175686  0.8933661837163228  0.2453780000773491  0.1798246683181408  0.024465285336371   0.5058741145122777 -0.1484239527728312 -0.0405310169509919 -0.0208002088798225],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.4495860879546864
1577,10,[-0.0711419536093777 -0.1705071224904716 -0.4156238324299237  0.0370643923135892 -0.4963431540645619 -0.1729255633290582  0.1973087294092273  0.0567827382388143 -0.1816603447875068],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.5321008147651374
1578,1,[ 0.7673308310045208 -0.4314193161399348 -0.1188291906719014  0.3965604215086123  0.0513002284180787  0.1948329487597147 -0.0663847134087823  0.0856866506742599 -0.0884939730288611],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.5372403608615185
1579,9,[-0.3451813848625541 -0.3107709169117475 -0.0283242028685854 -0.1522719495940499 -0.0560630436122293 -0.1104738371611626 -0.1518327863070551  0.1316333990594639 -0.1117707330172894],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.41884715965020286
1580,7,[ 0.1883199416149322  0.0169256711496237 -0.2004179011456487 -0.1477967794468015 -0.0140888011999794  0.0528108665611704 -0.0431087107206208 -0.1651611402427794  0.0548298464957706],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.4008933310321104
1581,6,[ 0.8771126828496372  0.1753839379004454  0.2040297405295821  0.3955948963649352  0.174310063970079  -0.2363401581112917 -0.2132779437636328  0.0147024138946344  0.0129905752007876],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.37757964617743023
1582,0,[ 0.3637611229848916 -0.1856108195096874 -0.2327672116966713 -0.4084618181484873  0.2694778736035528  0.1918425403356494  0.1561790145288041  0.0656820101551207  0.1571428655311697],[ 0.2375768505373571 -0.1545492062714881  0.063371252230152  -0.2856063441868819  0.2272977626342499 -0.0150944172334486  0.1271644770746047 -0.0965084445384889  0.0142098375542327],0.4602806267514813
1583,2,[-0.7396259763340415  0.2174420446754796 -0.3162948070286585  0.6796054016064397  0.2371872978388199 -0.209670787275334   0.0530153818796852  0.0622352348379951 -0.0140882436820833],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.27449765231075535
1584,9,[-0.5783764945644863 -0.1435132094021177  0.2844387098732148 -0.5734974952475256  0.1755631585861208  0.0765334953553432 -0.0185666984655039 -0.0380469520172737  0.0204897378538125],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.4606300269469197
1585,9,[-0.4726703052115621 -0.1936097405874468  0.032138065997072  -0.5882597080241836  0.190122477538081  -0.1907171979117608 -0.0510982056509834  0.137669286257927  -0.0404795842788541],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.4305650185783456
1586,6,[ 0.5955872692748035  0.2794765826718394 -0.036251356722661  -0.054952198283182   0.1915202787975946 -0.2014279405577175 -0.0871040281504754  0.0335473267457348  0.1973026050179293],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5235310441850642
1587,6,[ 0.9440530387956444  0.2203883464872957  0.2915331019459426  0.4514383578761811  0.2022177138101867 -0.0955212235919485 -0.2034804632293617  0.0416416028203257 -0.0101350210219732],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4363040507893632
1588,2,[-0.704454338522439   0.2587277345192911 -0.0813327533442881  0.7851659535095193  0.2144709329435756  0.0790224754404996  0.1002509659353342  0.0301853264871496 -0.1020834197690566],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.36298489013175067
1589,2,[-0.8737054236856625 -0.1416064999952199 -0.0548880980595638  0.5984259515656312  0.3076615954300178  0.0098552782780784  0.2510364041972324  0.0223083178217557  0.0746755290626655],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.4936887757346319
1590,10,[-0.1776079689584343 -0.0173726948785453 -0.2128327888698254 -0.1818179073491081 -0.2528143321804482 -0.1171896644904841  0.0353208872255081 -0.264524642268061   0.0030439983853524],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.47187396823203004
1591,7,[ 0.2888840566914682 -0.053723946515364  -0.4173206770606326 -0.2950144437253992  0.0267962747878324 -0.1655045432410559  0.1733739280874246  0.1906425695768427 -0.1013616137984763],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.32556998679429516
1592,2,[-0.7692621678468246 -0.0385372256325349 -0.3770513413958643  0.666899580010806   0.2103910202655127 -0.0227489649552416  0.1139436789625783  0.0536117046456359 -0.0272243243969079],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.32169224511855476
1593,9,[-0.6484863044652063  0.0576185765590229  0.2450122158340128 -0.2425034097236166 -0.1228901247982008 -0.2761636732539298 -0.2025861565830859 -0.0988026709933644  0.0601153077921483],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.4249783971053169
1594,4,[-0.3664547226263041 -0.4840003158059527  0.2600584458897577 -0.4155980237908693  0.2637440150900925  0.2295724447283523 -0.0360716724448637  0.0232718949040323 -0.0369994572185255],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.543608973442825
1595,10,[-0.117317891941221  -0.3049215896478895 -0.1023358999256311 -0.0324120876963117 -0.268982139252865  -0.3360425329448526  0.1878160986874674 -0.0777523381794965  0.0891669510831826],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.4009451709099864
1596,3,[-0.3085025097791605  0.5514762053615925  0.4241081098880161 -0.3147663743188419  0.065935214016205   0.0749675501065121 -0.2180879937577302 -0.0430680569551808  0.0840738478583933],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.31024219169792294
1597,1,[ 0.1429454710743134 -0.2532445975866329 -0.3362478578155962 -0.2043731315431816  0.0093453095278215  0.2057752381498573 -0.0049669505550715 -0.2091713031040879 -0.0324476740176614],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.5174536171711065
1598,10,[ 0.2113199443286068 -0.2333845517579676 -0.080302418314409   0.2971257122699658 -0.3063838320657456  0.2126233795288724 -0.0006322180277413 -0.1257109247116051  0.0784686633341211],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.42249898720791884
1599,2,[-1.1866801398871698  0.1965805898365541 -0.1462800051028793  0.6255881995411456  0.3376549909141592 -0.2537762914506168 -0.3882353362902086 -0.004960083022506   0.0470373596368634],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.6825934375867458
1600,2,[-0.8908960617999839  0.4756420754309343 -0.2649642234433296  0.5410654980937437  0.1959160570806289 -0.1551610479825735  0.0417291840658652 -0.0424022054338003  0.0026362519606542],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.31600947688195596
1601,4,[-0.3536159922129034 -0.7066439520052735  0.333309816917859   0.1493788135470892 -0.1078833200797815  0.0193707610944032 -0.0491918547107646  0.1168003896555023  0.1280060660578562],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.30924198973818023
1602,2,[-0.6808012452753364  0.0670092506456867 -0.5958467567505598  0.5865685085270804  0.2627508912305728  0.1933506493215429  0.0068013718176383 -0.0439746797533227 -0.1826351836583603],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.45583866937191425
1603,5,[ 0.0055691358346914  1.120084557306625   0.448050881067842  -0.1470126981443937 -0.2831910303397834  0.2328515269552688  0.1055061645158639 -0.179735309781464   0.138841531638279 ],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.6678281952554798
1604,1,[ 0.6124612484725923 -0.1007164860601445 -0.1361598164116842 -0.0851624917313125  0.2313212005707488  0.2931217480783128  0.020179444112239  -0.0194981940963544 -0.1916345813953631],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.49675057252996807
1605,0,[-0.1216954759279083  0.048734824985019  -0.0260299491588756 -0.3623002282243796  0.0248520827392711 -0.1748844741207862  0.0288653122158958 -0.3371414336244675  0.0933572633133331],[ 0.2375768505373571 -0.1545492062714881  0.063371252230152  -0.2856063441868819  0.2272977626342499 -0.0150944172334486  0.1271644770746047 -0.0965084445384889  0.0142098375542327],0.569757773467886
1606,4,[-0.3930778225384712 -0.7565537873707866  0.3816234821585077  0.0238144309498288 -0.0358542839258653  0.1004884499712766  0.0263353955659598  0.1289928278940153  0.1551354932472057],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.3214618192237195
1607,1,[ 0.2947899962950262 -0.4118550380938087 -0.4226849203380363  0.1700397444747037 -0.1629634480395109  0.1573431152586962 -0.1166289756079115 -0.1611696660836011  0.006056869779103 ],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.39079982224269216
1608,3,[-0.3572929182790927  0.6338614879520096  0.4238329670044679 -0.0627563238314103 -0.1916218423519105  0.00479492989311   -0.259519762097397  -0.0299961222161994  0.1014881136447719],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.3458248805788706
1609,10,[ 0.1509375329046951 -0.5622786199819936  0.1352325999181277  0.2547662841309422 -0.2343058825185603  0.0438455160250235  0.2641119830649485  0.0482587679338156  0.0283508328687418],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.5527915775644098
1610,7,[ 0.3924876206224907  0.3445313817932252 -0.4557091617659791 -0.0761200568195323 -0.0576614701300049  0.3613175123850692 -0.2381711903702634 -0.2148764953016511  0.0812836610153108],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.6370463467859705
1611,1,[ 0.4661268222568153 -0.2873690807877469  0.0856034982883223  0.1464579168305569  0.1484763434415947  0.1694295359003505 -0.1293022282923035 -0.2592591069223516 -0.0078650850375528],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.45200208306116624
1612,5,[ 7.2556232728546211e-01  9.2186368602399005e-01  3.3107356871561411e-01  1.7514379490894350e-01 -5.6711900712258486e-03  2.8245894068972421e-01 -4.7840631781243176e-02  4.9949407259963330e-02  8.4861534920368002e-04],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.31473269608252064
1613,3,[-0.3963689083419084  0.45603079780358    0.1035139807396313 -0.1896124691501757 -0.1833545670315939 -0.0128081971274383 -0.2548057775205924  0.0193857198437147  0.0456443389411579],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.3195030297142806
1614,1,[ 0.3064366201188876 -0.1744455810687108 -0.2820500626281993 -0.1226385738567193  0.124669488834598  -0.1631798315770368 -0.1065992083626783 -0.166012658603665  -0.0043918267266266],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.3803568570066832
1615,10,[ 0.0841544608697277  0.1824203535193639 -0.2425317879744133  0.055077993702438  -0.3055526092010943 -0.1263745608725652 -0.0846491738145991 -0.1728247584645352  0.0674011815025713],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.4593990701738356
1616,10,[-0.1090965884682073 -0.0334957709737588 -0.2547640961848113 -0.2602885933598022 -0.1521978639370194 -0.0231914539186932  0.0495849304155781 -0.2303583164776319  0.0691810811026781],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.5272076722318665
1617,10,[ 0.0235804815354381  0.0152401378999045 -0.2135879910597118  0.0769754395286806 -0.3006619468176934  0.1683287718554109 -0.1021586089159245 -0.3367926640387959  0.0351475745515712],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.4742902728474272
