Molecule,Cluster,data,Cluster_center,Distance_to_center
234,3,[-0.07131158957622    0.7411546495571785  0.5034285374835258 -0.3350951872411119 -0.1501640034957708  0.2274596737279596  0.330243226548402  -0.1309117921043687  0.0031652318530402],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.5942564335486656
235,6,[ 0.9975216764982542  0.4674373689142866  0.677105211446525   0.2319420413332014  0.4118842634826712 -0.022683028952922  -0.0155429168815211  0.1072768023346836  0.1614097351056728],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.7527774796342738
236,6,[ 0.6148738790334747  0.268918421080664   0.7387340642834815  0.3176592695615516  0.108882718204156  -0.3787975475090462  0.1207427900619624  0.0660846159824751 -0.0594358368143071],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5803692595492864
237,2,[-0.6230108447994239  0.0491988343639443 -0.5187586689699286  0.647224186992696   0.2278561799256131  0.2530661903579449  0.073578514615305   0.0437394268650824 -0.2739154122684161],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.5141423509677541
238,1,[ 0.5668849321016084 -0.3065900721451414 -0.3640382593088092  0.2054382333439649  0.0220428571961034  0.0703200158190825 -0.1988226336121881 -0.1113195719007089 -0.0398505818196377],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.2300267413646935
239,2,[-0.8607456467816407  0.1655540361432651 -0.2159075465154391  0.6772832174972739  0.1885878290726213  0.0220775406832687  0.0359342843308727 -0.0413628446886618  0.0333044893715592],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.19611767361907073
240,9,[-0.5923417435942272 -0.1684336912165031  0.2329135138114622 -0.2064466398924591 -0.1495724818427237 -0.3416940405781626 -0.0875084030316767  0.0227812245695669 -0.0288623323979531],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.44064998625703583
241,6,[ 0.5291115596816395  0.3050162327694999  0.3472861642616088  0.3978128661957606 -0.1413596392935623 -0.4266214563800595  0.0147900877528046  0.0756074630885318  0.0334834231048893],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.46079429568004027
242,3,[-0.2087586290961708  0.1760727202187249  0.2180097697161226  0.0045274658200239 -0.1820203859220893  0.2915067648795951 -0.1589687671109142  0.1905641579293809  0.0442092498430138],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.5278332479884407
243,1,[ 0.5506388346892825  0.2104963687221867 -0.3836393850689936  0.0010307680730808  0.0316458996915773  0.0382945408655644 -0.1730408437914956 -0.0434863472944891  0.0094106076433211],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.48382435024051546
244,6,[ 1.088001292151569   0.4488836813574706  0.5185496578579102  0.4869626438041467  0.1904612995865079  0.2427950775954606 -0.0600174462396438  0.2180113186634474  0.263756898575257 ],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.8226086028608436
245,8,[-0.3273832433582871 -0.0402752304583424  0.7436396862059985  0.0408858547321435  0.0051458209682828 -0.3331360660183695 -0.1070676942362298  0.0243506611019783 -0.0209696530270861],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.3520242640965808
246,6,[ 0.3006042228869033 -0.1660160529148668  0.6277117287561059  0.1428980202009617  0.0922429610715311 -0.0162786176831948  0.147181569471479  -0.185242202540876  -0.2026282019462441],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6979171167313416
247,9,[-0.6166681800303916  0.2238370666770827 -0.2665892682701709 -0.2776454965674736 -0.4442116833034443  0.0844454098943157 -0.1233757424536296  0.1320187373375389 -0.0731096048172269],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.6051016617541717
248,8,[-0.0018163598571346 -0.1045856339149647  0.6907873230631482  0.5376634732397482 -0.21454683453163    0.045267925368178  -0.1933915783209131  0.0907200822098759 -0.3607698069389473],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.7638772327248863
249,1,[ 0.7293090902498605 -0.2629742459413044 -0.2346163823015956  0.2761070823976461  0.0103462393989968  0.2459435272266264 -0.0201054676820043  0.1196269892757541 -0.0767136700654546],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.4285461496521198
250,4,[-3.3643416387261882e-01 -8.1996514375939711e-01  5.1957796996618644e-01  1.0117166922074283e-01  2.7367657035927990e-02  1.6083037828875257e-01 -4.8301719021000045e-04  5.8909442481695024e-02  1.0585936377456090e-01],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.4302304003699607
251,5,[ 1.0826303154335306  0.7889616093675245  0.3930037260967142  0.3306140242477716  0.1777343593729079  0.2458516337882005 -0.066555198161764   0.2515954287784685  0.1035999771283408],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.769279440707007
252,7,[-0.1400297396520325  0.1681655748974178 -0.1782103587717744 -0.5481839513214883 -0.0581963128585015 -0.0438735307546819  0.2794529900715771 -0.0274228044452128 -0.0214187188976295],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.6094405937149762
253,7,[ 0.2413714002217203  0.0742968490186296 -0.5587864937156262 -0.0898833951529607 -0.2313436065947723 -0.1594581716763611  0.0531077710732081  0.1327808540191618 -0.0427653751263056],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.3373262870242887
254,6,[ 0.4644899380261205  0.1946771707343521  0.0808971856297458  0.2659711379938818 -0.1155210714345004 -0.2760730269904916 -0.0674132957064413 -0.0015619743981258 -0.0614127035561598],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.36667829868618834
255,8,[-0.3203744947399315  0.0183054796695988  0.63470625445255    0.0309462077102089 -0.0695007346907348 -0.295227324371948  -0.112145446787566   0.0583541621670389 -0.044716394312406 ],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.279558886749624
256,5,[0.6454309066991221 0.8359061750571802 0.3792248188556526 0.0245663618836793 0.0756867357786976 0.2815859369131875 0.0356638406256396 0.0560157941951375 0.0953663576939985],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.22825764819466787
257,2,[-0.707737985044156   1.0182202845198747 -0.11039366048765    0.5482875492215281  0.1887323890284559  0.1577440281238826  0.024675774617876  -0.0196398280103761  0.082955400892582 ],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.8371930516785446
258,6,[ 0.5601823362609665  0.2677017888705658  0.3230084888451684  0.4033623272776428 -0.1555877095221279 -0.1739222896745316  0.0402222651213302  0.0792885050201505 -0.0343794500131711],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.33429617477118695
259,10,[-0.111033660313263   0.3119807694846514  0.0469492915800627  0.0431885184208353 -0.5038891500043062 -0.1541325903573814  0.1497589818792887 -0.1371698758678784 -0.0322682342713883],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.5219492774948458
260,7,[ 0.4716254777963237 -0.0548853375163421 -0.5925556370995185 -0.0289879121827515 -0.0444711571934111 -0.1101269574837228 -0.0819786884228394  0.0650210575978776 -0.0633317052676768],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.4345658576667599
261,1,[ 0.5075858556041662 -0.1381022492204723  0.0057579329406887  0.3563076115295363 -0.0873335578768771  0.0065896988863683 -0.1290982060291725 -0.1430216462094977 -0.1694618675914884],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.4341059369577907
262,6,[ 0.556569479818382   0.2959649960376023  0.3069551863431225  0.3858070893468186 -0.1510524302041063 -0.203157634954315   0.0275883763375618  0.0647906473620343 -0.0798098729181098],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.34143423791003247
263,8,[-0.260724865950341   0.1982301745243313  0.8054969445523161  0.0127774683997166  0.011401481187258  -0.2844360608776111 -0.0940276487255062  0.0707512858874028 -0.0168399832465839],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.44172001330208177
264,9,[-0.2873676770262118 -0.010591912417106   0.077121939295084  -0.0433055104141688 -0.1902900924099955  0.1439541047843139 -0.1620678249218762  0.1042751304802656 -0.2641797210254621],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.49558138430094156
265,4,[ 0.2574871830506913 -0.6708482588523432  0.2612906131342644  0.3093555542297626 -0.0381169136793747  0.0322288434927766  0.1045837969767404 -0.1261445243214191  0.1435152058669334],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.7037235710889167
266,6,[ 6.5601306694338324e-01  6.0132023754018812e-02  4.1313761510614411e-01  5.4407086683780292e-01 -1.1712360978794556e-01  3.7108509963709231e-04  8.3338567746637972e-03 -1.4582715047194470e-02 -2.4412760034967448e-01],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4745511527191393
267,5,[ 0.3176574423600698  1.346452464418924   0.6627503875708692  0.2248065658973072 -0.3859633799205519  0.1734872929687261  0.1001065542339952 -0.0146093463838955  0.1412085709395731],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.747312414760696
268,3,[ 0.1007039389935109  0.4763601911941799  0.6089522216571989  0.1160353554064224 -0.249765361898998  -0.2479624262298626  0.2564687832060524 -0.0200568726381344 -0.0461311486932139],[-0.2421823645266461  0.5043608494031737  0.2754571075801968 -0.216909549615682  -0.1268425622910102  0.0667499190631451 -0.0773672155731852 -0.0483211591401656  0.0541040721723134],0.7595213448698573
269,6,[ 0.7905995864019163  0.3451249165745454  0.0142949769605517  0.1555526557909057  0.1218384456575619 -0.2008465527806407 -0.0803475847037022  0.1479308630630037  0.0121882683161159],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.39310393431521945
270,6,[ 0.4488096659963957  0.2657260530285931  0.0331397881315188  0.2252131511099258 -0.1513898440314712 -0.2988677788993773 -0.0153737439323947  0.043368222672467   0.0120964692890409],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4347006442447601
271,4,[-0.0144975744375553 -0.6766821316561076  0.1222249708864994  0.1953793775860856 -0.2159768081575018  0.1755369406401843  0.1737520890591407 -0.1755580011603131  0.1602009527137222],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.5523415054064146
272,7,[ 0.2104636474311444  0.2189402254769132 -0.6682733125300327 -0.1980761461775412 -0.2644470049542297  0.042874762142497   0.0705841616112237  0.1502929950606644 -0.0450420671138391],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.35817449033206145
273,8,[-0.3273148729281389 -0.0356950567519802  0.6918110374492612  0.0099191478890267 -0.0119130607647022 -0.1815193529828615 -0.0861281696900306  0.0355300508529188 -0.0700728532057279],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.2051562632836677
274,5,[ 0.2654230463289434  0.9669465807530105  0.7089377407415441  0.0554268453851922 -0.261149764509702   0.4565899144403012  0.2875565240433024  0.0165173843692538 -0.0252015593624373],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.5902100818544085
275,6,[ 0.2506038417236395  0.0386410016374747  0.8614417858273787  0.4251380720828357 -0.2005866128957536 -0.2205874284094328  0.2826227515423027 -0.0206729643376348 -0.0947667556715214],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.8626986599221412
276,7,[ 0.2778675730115008  0.3059279644193066  0.0530899258370244 -0.0862105583359572 -0.0975436410570858 -0.1011998097501845  0.1753407365463979  0.1058178467000506 -0.0418919630225574],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.5876025676004554
277,1,[ 0.1304172224990148 -0.2983628147486833 -0.3833921810197685  0.1404726599093352 -0.3176856807510124  0.3139068027975876 -0.0358428701612719 -0.1842023894051576 -0.0612316696993844],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.5878030678272246
278,4,[ 0.1422175572772774 -0.7892611172058492  0.0490597091161957  0.2515620700883833 -0.1452265780727202  0.1731600090503538  0.1284055116561877 -0.1460501499305925 -0.0357553722488523],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.6736921954268833
279,5,[ 2.8590054670348675e-01  1.4495222667832961e+00  5.8104584530460235e-01  1.4092620788941507e-01 -4.0880430399879308e-01  2.8255097818200309e-01  1.1264031631321150e-01 -6.3848442884099910e-04  1.4929167545759409e-01],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.7829383714927546
280,1,[ 0.2954794228293622 -0.3577548813603592 -0.0287588055729067  0.3867655219314096 -0.2553721841095136  0.1688294542851042 -0.0479617151104643 -0.2114477366113293 -0.2488914001701659],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.5927263065118662
281,9,[-0.3780479452052721  0.1865672375404785  0.0998683225856125 -0.1212686564158527 -0.1797668594277645 -0.0306049455990038 -0.2175823313526961  0.0720579454319304  0.0231611958857554],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.3650150816822027
282,4,[-0.3035818227471338 -0.7757788667841915  0.3027031939843901  0.2696845503280285 -0.1714484361912258  0.1769418499076966 -0.0951872983335236  0.0957145240458472  0.1262004732717836],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.40156750628108073
283,9,[-0.4969155640975258 -0.0645815101023334 -0.0274046988779672 -0.1726171816388602 -0.190976277709094  -0.0700180752040041 -0.2128659379540611  0.0118890992343967  0.0251426531040484],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.27698095198041905
284,9,[-0.6162417153720566  0.2248877157478117  0.2317885779592574 -0.4205287670191566 -0.1002275856195699 -0.0639224709706565 -0.0737199142180998  0.0164692149998834 -0.0121702245869472],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.34261347878348153
285,10,[ 0.1429843775845578 -0.0277784889128501  0.06175940490087    0.1683657829963456 -0.2701417066164807 -0.0621208305282873  0.0709190262096342 -0.1286941970235826  0.0450318979118063],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.21148874046700394
286,7,[ 0.3011028052814672  0.3418139917803692 -0.4241967860978161 -0.0899535063809595 -0.2352203852153315  0.0928163797547684  0.0584511973301569  0.1310766152695428 -0.0056052972038446],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.3664947954998151
287,5,[ 0.3456152552963292  1.0151389246948626  0.6671561076613512  0.2850123796942355 -0.3851680900893728  0.3881924923271999  0.1622661501003569 -0.0400331401656     0.0384496406060289],[ 0.4903211924899848  0.8511746111495823  0.3261687693446007  0.030265395551969  -0.0601681959668175  0.2968021285804197  0.0360204987909984 -0.0143019425272795  0.0589084952923344],0.5999902071736957
288,8,[-0.4366782416055175 -0.0805139878597474  0.2388462166395733 -0.0062335508578367 -0.256456843519674   0.150783102007427  -0.108918201412628   0.0653232716501971 -0.0404695847621336],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.48517670345785224
289,4,[-0.4234028032183587 -0.3393983370396962  0.0341664006433801 -0.0395354939221368 -0.1992370986401672  0.1589620869087279 -0.1519241312280122  0.0454562202296354 -0.0300481182371117],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.38591938461363584
290,2,[-0.814959364737919   0.1581701468305355 -0.5296721860979381  0.5096804170428514  0.1763167187282455  0.0815540627173439  0.1278014501029208  0.0761120232191923 -0.1099784686773425],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.30762190473081796
291,9,[-0.5219289470547401  0.1860177043779705  0.1456308209010015 -0.1562145949768232 -0.2578180852651009 -0.0758793659052732 -0.1578484594855094  0.0461462372996513 -0.0019901088577454],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.36580161622603474
292,9,[-0.5018549898039473  0.1537336348327952  0.2198399717423532 -0.1005901982430793 -0.2336884249026328 -0.1928047657199461 -0.1831337261227506  0.0212065088675094  0.0202139514895781],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.4265737258071771
293,6,[ 1.0667402509990018  0.4034515191419741  0.4680930627135677  0.4374833730405657  0.2104598337861803  0.0433717301613882 -0.0574228683429612  0.2075490154044212  0.0980002790813497],[ 0.6476565875622468  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6433956074200705
294,4,[-0.4255873987970238 -0.2847758612243266  0.0159933640380941 -0.0669667056356356 -0.1989223221011467  0.2003656140679017 -0.1605399976042346  0.0336592350584135 -0.0501075837853235],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.4396870301928772
295,4,[-0.3198749978098657 -0.7538573511946837  0.2678091820068878  0.2387840816411944 -0.1899453733526399  0.2574422835217838 -0.0748815679579896  0.1187297004967841  0.166250632488265 ],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.39261159069089596
296,9,[-0.4767618978611732 -0.1202546877986382  0.0427643460481212 -0.1121784018887417 -0.1721406291297404 -0.1666561347743105 -0.2273682665541928 -0.0021416459527102  0.0522924522958553],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.3488000385756776
297,1,[ 0.408071027295845  -0.2256579799127622 -0.5612521725400937 -0.1049354840952941  0.0030831479256216 -0.0485839194332471 -0.0200858690486645  0.0523814615302983  0.0059063939935082],[ 0.4678263661925846 -0.2295474939608273 -0.2617723412107961  0.1050343327743369  0.0161616480675178  0.0344890322665333 -0.0905004460631204 -0.0561098648247797 -0.0169458643663869],0.4020998519623167
298,7,[ 0.3818080118089652  0.0574523980096983 -0.409507731642723  -0.2326616825232709  0.1454886588188441  0.0868763670401817 -0.1492628693439154 -0.1115993308212054  0.0581261458721391],[ 0.2554365028779266  0.1321868948974623 -0.4470945829297879 -0.2684044825366035 -0.0367660445505471 -0.0123786254412718  0.0465250080439559  0.0585309585419557 -0.0136814019089044],0.37382774787189055
299,2,[-0.7914357494038835  0.1273555373444339 -0.4560646064601889  0.5806589451104224  0.2013228661106393 -0.1642312962020242  0.0819033594484779  0.0303934847127798 -0.1181420131818103],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.2918894547809026
300,2,[-0.8193472190860753  0.2283783435432932 -0.5811654500606613  0.4736350404432408  0.1641445636801456  0.0871493559749354  0.1155392451259359  0.0596977145686925 -0.1614292272408564],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.36515521313417737
301,9,[-0.6095245116746756  0.2035413163786482  0.2517533397854882 -0.4014860672912758 -0.0950865031958283 -0.0889886312476214 -0.0769383660824176  0.0127038611721121 -0.0078328849032845],[-0.4698656252987644 -0.0107472774944682  0.0566194515372587 -0.3509161971658883 -0.0522437857389853 -0.0382619177426513 -0.1088358436974318  0.0407762039243031 -0.0230874618265789],0.3354186304310718
302,4,[-0.3945162117390752 -0.409026666373467   0.17367757860163    0.0660555624714838 -0.1611284309501462 -0.0667786143290996 -0.1862475187612549  0.0202302090544974  0.0608499331280769],[-0.2786373820387271 -0.5298949276051771  0.2399578029211727  0.0008392265522396 -0.0379644834335693  0.1557081415706476 -0.0499799862541629  0.0909830480103215  0.0659874408609354],0.3534886016446993
303,8,[-0.100148935145831  -0.0349491272406509  0.7584714469408839  0.2501523357247919 -0.0680799219583561  0.162508994229595  -0.1013704922673716  0.0631437224642536 -0.345195084949769 ],[-0.2698492113982845 -0.0661925329785894  0.5352486216415745 -0.0402943302169309 -0.0153910610999193 -0.0825069658269472 -0.0601337998618106  0.0306231399348201 -0.0876278038480917],0.5439392647871976
304,0,[ 0.1528841948871983 -0.2686682124638314 -0.0819362022798477 -0.1876905116779777  0.0689807571317967 -0.2359044709889026  0.124746375504126  -0.0621731367891227  0.0873855716368106],[ 0.2375768505373571 -0.1545492062714881  0.063371252230152  -0.2856063441868819  0.2272977626342499 -0.0150944172334486  0.1271644770746047 -0.0965084445384889  0.0142098375542327],0.36229623623523216
305,2,[-0.7911470550746014  0.085719977313844  -0.4600981606659041  0.574721971890476   0.1876094093608412  0.0527049023216538  0.1269992437176513  0.0731228940931146 -0.0612112616154916],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.2614003191341783
306,2,[-0.6482542809483886 -0.4592095708261944 -0.1252580712801971  0.9620937775719589  0.2183379771927393  0.1908435930938516  0.1757546223663241  0.0857583221340261  0.1703695106203518],[-0.8109856150954514  0.2324410270726651 -0.2976379076905399  0.5528323015757606  0.2589485425843574  0.0079074645149122  0.0788685230507611 -0.0084017742101694 -0.0022360100509027],0.8861333710755855
307,10,[ 0.0704109570617316  0.0563314365859356  0.4364254368672639  0.3607555368887625 -0.3978166894605871 -0.2687273143319746  0.1535736620007569 -0.1366265076723293 -0.0073085290945542],[ 0.017465098056698  -0.1331099329204599 -0.0250639625478628  0.1154856288383475 -0.3259263563891393 -0.0623994902111426  0.1245963648988318 -0.0906421109622006  0.0349396171174329],0.6035723944779704
