idx,canonicalsmiles,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,FractionCSP2
2794.0,[B]OC=NCCCC(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2795.0,COB=NCC(C)C(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2796.0,O=C(OB([O][Na])[O][Na])C1OO1,,,,,,,,,,,,,,,,,,,,,,,
2797.0,[Na][O]B([O][Na])Oc1ccncc1,,,,,,,,,,,,,,,,,,,,,,,
2798.0,[Na][O]B([O][Na])n1ccnc1,,,,,,,,,,,,,,,,,,,,,,,
2799.0,[Na][O]B([O][Na])Oc1ccsc1,,,,,,,,,,,,,,,,,,,,,,,
2800.0,CC(C)(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2801.0,Cc1cccc(OB([O][Na])[O][Na])c1,,,,,,,,,,,,,,,,,,,,,,,
2802.0,CCC(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2803.0,C=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2804.0,O=Cc1ccoc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2805.0,O=Cc1ccc(OB([O][Na])[O][Na])o1,,,,,,,,,,,,,,,,,,,,,,,
2806.0,[Na][O]B([O][Na])OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2807.0,CCOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2808.0,COOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2809.0,CC(C)OOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2810.0,[Na][O]B([O][Na])Oc1cn[nH]c1,,,,,,,,,,,,,,,,,,,,,,,
2811.0,Cc1ccc(OB([O][Na])[O][Na])cn1,,,,,,,,,,,,,,,,,,,,,,,
2812.0,[Na][O]B([O][Na])OCCCCCl,,,,,,,,,,,,,,,,,,,,,,,
2813.0,[Na][O]B([O][Na])Oc1ccc[nH]1,,,,,,,,,,,,,,,,,,,,,,,
2814.0,CC(C)(C)COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2815.0,[Na][O]B([O][Na])OCc1ccco1,,,,,,,,,,,,,,,,,,,,,,,
2816.0,[Na][O]B([O][Na])OCCCl,,,,,,,,,,,,,,,,,,,,,,,
2817.0,[Na][O]B([O][Na])Oc1ncc[nH]1,,,,,,,,,,,,,,,,,,,,,,,
2818.0,CC1(OB([O][Na])[O][Na])CCCC1,,,,,,,,,,,,,,,,,,,,,,,
2819.0,C=C=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2820.0,COB([O][Na])OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2821.0,O=C([O][Na])OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2822.0,CC=CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2823.0,[Na][O]B([O][Na])OCc1ccoc1,,,,,,,,,,,,,,,,,,,,,,,
2824.0,COC(C)(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2825.0,CC(C)CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2826.0,[Na][O]B([O][Na])OCCN1CC1,,,,,,,,,,,,,,,,,,,,,,,
2827.0,[B]OC(=O)CP(=O)([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2828.0,CCN(CC)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2829.0,CC(C)CCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2830.0,CCCC(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2831.0,O=BOCC(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2832.0,C=C(C)C(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2833.0,C=C(Cl)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2834.0,CS(=O)(=O)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2835.0,[Na][O]B([O][Na])N1CCOCC1,,,,,,,,,,,,,,,,,,,,,,,
2836.0,[B]OP(=O)([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2837.0,[Na][O]B([O][Na])OCl,,,,,,,,,,,,,,,,,,,,,,,
2838.0,[B]O/N=C(\C)[C@H](C(=O)[O][Na])C(C)C,,,,,,,,,,,,,,,,,,,,,,,
2839.0,N#Cc1cccn1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2840.0,[Na][O]B([O][Na])OC1CC1,,,,,,,,,,,,,,,,,,,,,,,
2841.0,CC1=CN(B([O][Na])[O][Na])N(C)C1,,,,,,,,,,,,,,,,,,,,,,,
2842.0,CC1=CN(C)N(B([O][Na])[O][Na])C1,,,,,,,,,,,,,,,,,,,,,,,
2843.0,[Na][O]B([O][Na])OC1=CCOCC1,,,,,,,,,,,,,,,,,,,,,,,
2844.0,[Na][O]B([O][Na])OC1C=COCC1,,,,,,,,,,,,,,,,,,,,,,,
2845.0,[Na][O]B([O][Na])N1C=CC=NC1,,,,,,,,,,,,,,,,,,,,,,,
2846.0,[Na][O]B([O][Na])N1C=NC=CC1,,,,,,,,,,,,,,,,,,,,,,,
2847.0,[Na][O]B([O][Na])N1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,
2848.0,[Na][O]B([O][Na])N1CCCC1,,,,,,,,,,,,,,,,,,,,,,,
2849.0,O=C1OCCN1B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2850.0,[Na][O]B([O][Na])ON1C=NC=CC1,,,,,,,,,,,,,,,,,,,,,,,
2851.0,[Na][O]B([O][Na])n1cccc1,,,,,,,,,,,,,,,,,,,,,,,
2852.0,Cn1cc(OB([O][Na])[O][Na])cn1,,,,,,,,,,,,,,,,,,,,,,,
2853.0,[Na][O]B([O][Na])Oc1cnccn1,,,,,,,,,,,,,,,,,,,,,,,
2854.0,[Na][O]B([O][Na])OC1CCC1,,,,,,,,,,,,,,,,,,,,,,,
2855.0,[Na][O]B([O][Na])OC1=CCCC1,,,,,,,,,,,,,,,,,,,,,,,
2856.0,CN(C)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2857.0,[Na][O]B([O][Na])N1C=CSC1,,,,,,,,,,,,,,,,,,,,,,,
2858.0,[Na][O]B(N=C1C=NC=CC1)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2859.0,[Na][O]B([O][Na])Sc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,
2860.0,O=C1CC(C(=O)[O][Na])O[B]O1,,,,,,,,,,,,,,,,,,,,,,,
2861.0,CC=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2862.0,O=C([O][Na])C(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2863.0,CC(OB([O][Na])[O][Na])C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,
2864.0,CCS(=O)(=O)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2865.0,C=CC(=O)CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2866.0,C[Si](C)(C)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2867.0,COCC(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2868.0,N#CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2869.0,[Na][O]B([O][Na])OCBr,,,,,,,,,,,,,,,,,,,,,,,
2870.0,CN(C)S(=O)(=O)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2871.0,CCCCOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2872.0,COCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2873.0,CCCCC=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2874.0,N#CSOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2875.0,CP(C)(C)(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2876.0,C=C(C)CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2877.0,CO[B]On1cccc1C(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2878.0,O=C1CCCC=C1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2879.0,[Na][O]B([O][Na])Oc1cccc2c1O2,,,,,,,,,,,,,,,,,,,,,,,
2880.0,[B]Oc1ccc(C(=O)[O][Na])cc1,,,,,,,,,,,,,,,,,,,,,,,
2881.0,Cc1c(C#N)ccn1B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2882.0,CCC(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2883.0,O=BOC(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2884.0,[B]ON=C(C)[C@H](C(=O)[O][Na])C(C)C,,,,,,,,,,,,,,,,,,,,,,,
2885.0,Cc1cnn(B([O][Na])[O][Na])c1,,,,,,,,,,,,,,,,,,,,,,,
2886.0,C=CC(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2887.0,CN(C)CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2888.0,O=CN(B([O][Na])[O][Na])c1ncc[nH]1,,,,,,,,,,,,,,,,,,,,,,,
2889.0,Cc1cc(OB([O][Na])[O][Na])ccn1,,,,,,,,,,,,,,,,,,,,,,,
2890.0,[Na][O]B([O][Na])Oc1nccs1,,,,,,,,,,,,,,,,,,,,,,,
2891.0,N#CC=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2892.0,Cc1ccc(OB([O][Na])[O][Na])nc1,,,,,,,,,,,,,,,,,,,,,,,
2893.0,O=BOc1cccc(C(=O)[O][Na])c1,,,,,,,,,,,,,,,,,,,,,,,
2894.0,O=BOc1ccc(C(=O)[O][Na])cc1,,,,,,,,,,,,,,,,,,,,,,,
2895.0,[Na][O]B([O][Na])OC1=CCCCC1,,,,,,,,,,,,,,,,,,,,,,,
2896.0,CC(C)S(=O)(=O)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2897.0,[Na][O]B(P)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2898.0,O=C([O][Na])C1CCO[B]O1,,,,,,,,,,,,,,,,,,,,,,,
2899.0,[Na][O]B([O][Na])Oc1cncnc1,,,,,,,,,,,,,,,,,,,,,,,
2900.0,[Na][O][B]OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2901.0,Cn1ccc(OB([O][Na])[O][Na])c1,,,,,,,,,,,,,,,,,,,,,,,
2902.0,O=C([O][Na])C1OB2ON1O2,,,,,,,,,,,,,,,,,,,,,,,
2903.0,CCCOOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2904.0,COC(C)(C)COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2905.0,COC1=NCN(B([O][Na])[O][Na])C=C1,,,,,,,,,,,,,,,,,,,,,,,
2906.0,C/C=C/C(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2907.0,[Na][O]B([O][Na])N1C=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,
2908.0,CS(=O)(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2909.0,CC1=CN(B([O][Na])[O][Na])CC(C)=C1,,,,,,,,,,,,,,,,,,,,,,,
2910.0,CC1=CC=CCN1B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2911.0,CCOC(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2912.0,COCC(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2913.0,CC(C)(C)/C=C/OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2914.0,COC1N=CC=CN1B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2915.0,COC1=CN(B([O][Na])[O][Na])CN=C1,,,,,,,,,,,,,,,,,,,,,,,
2916.0,COC1=CC=NCN1B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2917.0,CCC/C=C\C(C)=N/B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2918.0,Cc1ncccc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2919.0,CC=C(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2920.0,Cc1cncc(OB([O][Na])[O][Na])c1,,,,,,,,,,,,,,,,,,,,,,,
2921.0,[Na][O]B([O][Na])Oc1cnco1,,,,,,,,,,,,,,,,,,,,,,,
2922.0,C/C=C/OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2923.0,O=c1ccc(OB([O][Na])[O][Na])c[nH]1,,,,,,,,,,,,,,,,,,,,,,,
2924.0,[Na][O]B([O][Na])Oc1ccncn1,,,,,,,,,,,,,,,,,,,,,,,
2925.0,Cc1ccncc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2926.0,Cc1ccoc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2927.0,Cc1cnccc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2928.0,[Na][O]B([O][Na])Oc1ncccn1,,,,,,,,,,,,,,,,,,,,,,,
2929.0,[Na][O]B([O][Na])OOCCl,,,,,,,,,,,,,,,,,,,,,,,
2930.0,[2H]c1c([2H])c([2H])c(OB([O][Na])[O][Na])c([2H])c1[2H],,,,,,,,,,,,,,,,,,,,,,,
2931.0,[Na][O]B([O][Na])n1cncn1,,,,,,,,,,,,,,,,,,,,,,,
2932.0,COC/C=C/OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2933.0,[Na][O]B([O][Na])O/C=C/C1CC1,,,,,,,,,,,,,,,,,,,,,,,
2934.0,Cc1ccc(OB([O][Na])[O][Na])o1,,,,,,,,,,,,,,,,,,,,,,,
2935.0,N#CC1=CN(B([O][Na])[O][Na])CN=C1,,,,,,,,,,,,,,,,,,,,,,,
2936.0,[Na][O]B([O][Na])Oc1cnoc1,,,,,,,,,,,,,,,,,,,,,,,
2937.0,Cn1nccc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2938.0,C/C=C/COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2939.0,CC(C)(C)C=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2940.0,CCC/C=C/OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2941.0,CC(C)=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2942.0,CCCC=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2943.0,[Na][O]B([O][Na])OC1CCC=CO1,,,,,,,,,,,,,,,,,,,,,,,
2944.0,O=c1[nH]cccc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2945.0,CC1(C)CC1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2946.0,COC[C@@H]1C[C@H]1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2947.0,CC(C)=C(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2948.0,Cc1ncc(OB([O][Na])[O][Na])cn1,,,,,,,,,,,,,,,,,,,,,,,
2949.0,CN(C)C(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2950.0,Cn1cnc(OB([O][Na])[O][Na])c1,,,,,,,,,,,,,,,,,,,,,,,
2951.0,[Na][O]B([O][Na])Oc1cscn1,,,,,,,,,,,,,,,,,,,,,,,
2952.0,[Na][O]B([O][Na])Oc1cccnn1,,,,,,,,,,,,,,,,,,,,,,,
2953.0,CC1CC=C(OB([O][Na])[O][Na])CC1,,,,,,,,,,,,,,,,,,,,,,,
2954.0,CC(C)CC=COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2955.0,[Na][O]B([O][Na])O/C=C\CCl,,,,,,,,,,,,,,,,,,,,,,,
2956.0,O=C1CCC=C1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2957.0,[Na][O]B([O][Na])OC1OC=CO1,,,,,,,,,,,,,,,,,,,,,,,
2958.0,C=CCCCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2959.0,O=c1ncc(OB([O][Na])[O][Na])c[nH]1,,,,,,,,,,,,,,,,,,,,,,,
2960.0,[Na][O]B([O][Na])OC1=COCO1,,,,,,,,,,,,,,,,,,,,,,,
2961.0,C/C=C\COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2962.0,CC(C)C/C=C/OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2963.0,Cc1cccnc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2964.0,CCCOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2965.0,CCn1cncc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2966.0,Cc1cc(OB([O][Na])[O][Na])cnn1,,,,,,,,,,,,,,,,,,,,,,,
2967.0,CCn1cc(OB([O][Na])[O][Na])cn1,,,,,,,,,,,,,,,,,,,,,,,
2968.0,CC(C)=CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2969.0,[Na][O]B([O][Na])ON1C=CC=NC1,,,,,,,,,,,,,,,,,,,,,,,
2970.0,Cc1cccc(OB([O][Na])[O][Na])n1,,,,,,,,,,,,,,,,,,,,,,,
2971.0,Cc1cnn(C)c1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2972.0,Cc1cc(OB([O][Na])[O][Na])n[nH]1,,,,,,,,,,,,,,,,,,,,,,,
2973.0,CCn1nccc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2974.0,Cc1cc(OB([O][Na])[O][Na])n(C)n1,,,,,,,,,,,,,,,,,,,,,,,
2975.0,[Na][O][SiH2]B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2976.0,O=S(=O)([O][Na])B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2977.0,Cn1ncc(OB([O][Na])[O][Na])n1,,,,,,,,,,,,,,,,,,,,,,,
2978.0,O=C1C=C(OB([O][Na])[O][Na])CCC1,,,,,,,,,,,,,,,,,,,,,,,
2979.0,Cn1cncc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2980.0,O=C([O][Na])OB([O][Na])O[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2981.0,Cc1[nH]ncc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2982.0,[2H][O]([Na])B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2983.0,CCC(C)(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2984.0,[Na][O]B([O][Na])ON1CCCC1,,,,,,,,,,,,,,,,,,,,,,,
2985.0,O=C1CCCN1B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2986.0,CC(=O)CC(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2987.0,[Na][O]B([O][Na])N1C=COC1,,,,,,,,,,,,,,,,,,,,,,,
2988.0,[Na][O]B([O][Na])n1ccnn1,,,,,,,,,,,,,,,,,,,,,,,
2989.0,CC(C)(C)C(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2990.0,[Na][O]B([O][Na])Oc1ccnnc1,,,,,,,,,,,,,,,,,,,,,,,
2991.0,[Na][O]B([O][Na])Oc1ccon1,,,,,,,,,,,,,,,,,,,,,,,
2992.0,COC(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
2993.0,O=C1C=C(C(=O)[O][Na])O[B]OO1,,,,,,,,,,,,,,,,,,,,,,,
2994.0,CP(B([O][Na])[O][Na])C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,
2995.0,Cc1cncc(OB([O][Na])[O][Na])n1,,,,,,,,,,,,,,,,,,,,,,,
2996.0,[Na][O]B([O][Na])[Si]c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,
2997.0,[2H]C([2H])([2H])c1ccc(OB([O][Na])[O][Na])cn1,,,,,,,,,,,,,,,,,,,,,,,
2998.0,[Na][O]B([O][Na])Oc1cnsc1,,,,,,,,,,,,,,,,,,,,,,,
2999.0,[Na][O]B([O][Na])Oc1cncs1,,,,,,,,,,,,,,,,,,,,,,,
3000.0,CN1CCN(B([O][Na])[O][Na])CC1,,,,,,,,,,,,,,,,,,,,,,,
3001.0,Cc1c(OB([O][Na])[O][Na])cnn1C,,,,,,,,,,,,,,,,,,,,,,,
3002.0,C[Si]B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3003.0,[Na][O]B([O][Na])Oc1ccc2c(c1)C2,,,,,,,,,,,,,,,,,,,,,,,
3004.0,[Na][O]B([O][Na])N1C=CCCC1,,,,,,,,,,,,,,,,,,,,,,,
3005.0,[2H]C([2H])([2H])OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3006.0,CC/C=C/OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3007.0,Cc1ncoc1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3008.0,O=BOP(=O)([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3009.0,[Na][O]B([O][Na])On1cccc1,,,,,,,,,,,,,,,,,,,,,,,
3010.0,[B]OCC(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3011.0,[Na][O]B([Si])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3012.0,Cc1cc(C)n(OB([O][Na])[O][Na])n1,,,,,,,,,,,,,,,,,,,,,,,
3013.0,CN(C)COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3014.0,Cc1cc(C)n(B([O][Na])[O][Na])n1,,,,,,,,,,,,,,,,,,,,,,,
3015.0,[B]OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3016.0,O=PB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3017.0,O=S(=O)(B([O][Na])[O][Na])C1CC1,,,,,,,,,,,,,,,,,,,,,,,
3018.0,[Na][O]B([O][Na])OC1=NC=CC1,,,,,,,,,,,,,,,,,,,,,,,
3019.0,CO[B]N1CCC(C(=O)[O][Na])CC1,,,,,,,,,,,,,,,,,,,,,,,
3020.0,O=C([O][Na])C1OB=C2C=CC=CC21,,,,,,,,,,,,,,,,,,,,,,,
3021.0,Cc1n[nH]c(C)c1OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3022.0,CC1=CC(C)(OB([O][Na])[O][Na])N=N1,,,,,,,,,,,,,,,,,,,,,,,
3023.0,[Na][O]B([O][Na])On1cncn1,,,,,,,,,,,,,,,,,,,,,,,
3024.0,[Na][O]B([O][Na])ON1C=NCC1,,,,,,,,,,,,,,,,,,,,,,,
3025.0,COCCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3026.0,O=C([O][Na])[C@H]1CO[B]O1,,,,,,,,,,,,,,,,,,,,,,,
3027.0,C=CCPOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3028.0,C=CCOCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3029.0,C=CC(=O)C(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3030.0,N#CS1(B([O][Na])[O][Na])C=CC=C1,,,,,,,,,,,,,,,,,,,,,,,
3031.0,CCC(CC)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3032.0,CC(=O)OOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3033.0,C[Si](C)(C)OOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3034.0,C=CCOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3035.0,[Na][O]B(/N=C1\C=NC=CC1)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3036.0,[3H]CCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3037.0,[3H]C(CC)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3038.0,CCOCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3039.0,CCCCCOOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3040.0,C[Si](C)(C)COB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3041.0,CC(C)(C)OOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3042.0,CC(C)C(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3043.0,CC(C)COCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3044.0,[Na][O]B([O][Na])OC(Cl)Cl,,,,,,,,,,,,,,,,,,,,,,,
3045.0,CC(C)(C)CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3046.0,COC(C)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3047.0,CCOB([O][Na])B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3048.0,CCSB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3049.0,COP(=O)(OC)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3050.0,[B]Oc1c(C(=O)[O][Na])cnn1C,,,,,,,,,,,,,,,,,,,,,,,
3051.0,CO[B]N1CC(C(=O)[O][Na])C1,,,,,,,,,,,,,,,,,,,,,,,
3052.0,N#CC(C#N)(C#N)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3053.0,[B]OC(=O)C(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3054.0,COB(OC)B([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3055.0,[B]OC=N[C@@H](C(=O)[O][Na])C(C)C,,,,,,,,,,,,,,,,,,,,,,,
3056.0,N#CCCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3057.0,CC(C#N)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3058.0,COC(=O)C(=O)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3059.0,[B]OC=NCC(=O)[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3060.0,CCC(C)(CC)OB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3061.0,CCC(C)CCOB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
3062.0,O=C([O][Na])c1cccc2c1OB=CC2,,,,,,,,,,,,,,,,,,,,,,,
3063.0,CCPB([O][Na])[O][Na],,,,,,,,,,,,,,,,,,,,,,,
