Molecule,Cluster,data,Cluster_center,Distance_to_center,canonicalsmiles,scscore,spacial_score,capacity
2410,6,[ 0.8422306625233861 -0.1226943187332654  0.0115817892507852  0.3852324113922521  0.1159550286862633  0.2176325554299541 -0.1676502260766333 -0.0243714784865403 -0.1578631961723716],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5958631195452307,CC(C)c1cc(B([O][Na])[O][Na])no1,2.6991480377069257,143.0,134.75139275688218
2414,6,[ 0.8405969553194804 -0.194479832798008   0.2773922701320083  0.1865700302345508  0.3304423485542201  0.0764973647330073  0.0371559748174792  0.0903261215289652 -0.2467640665908252],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5607101099760353,CN1CC=C(B([O][Na])[O][Na])C1,2.527084698952063,207.0,156.83467642324618
2418,6,[ 0.6946448343431559  0.0875033482001425  0.0207298880275925 -0.0475997492575358  0.2669985362453408  0.16591741344933    0.0206887631846844  0.0345259259315673 -0.1410255969534504],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.536885259802352,CC12CC(B([O][Na])[O][Na])(C1)C2,2.527506817655518,509.0,157.7465488651402
2419,6,[ 0.731540546739039  -0.014969025729799   0.1178506287419726  0.0456415442363744  0.2884216509499394  0.0994706533623443  0.0136798309587855  0.0254692885230658 -0.1068488441600547],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4442490340351966,CB([O][Na])B([O][Na])[O][Na],2.1592812306142,87.0,348.971600582656
2420,6,[ 0.6798176741606275  0.3453852641971963 -0.1889147416279509  0.074172437607923   0.06117250097549   -0.0548338657330457 -0.1018594919056645  0.1137595834229741  0.0621154872566288],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5471393857109732,[2H]C([B])CC(=O)[O][Na],2.6236959928163195,104.0,250.82136433137842
2421,6,[ 0.8032816449981525  0.0590957174111294 -0.0073095503917076  0.2903115989608914  0.1100735641763145 -0.0176874046248047 -0.1095700475566692  0.0714025776704693 -0.0589396358260732],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.357188099852842,C[C@H](C[B]C=O)C(=O)[O][Na],2.486493963989173,119.0,180.0117893731485
2422,6,[ 0.7862209987308862  0.1025243301950734 -0.0433054255258984  0.252908877869257   0.0995888873238041  0.0134492039588527 -0.1044367051903927  0.0788715773870128 -0.0505063869359765],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3773889209591758,CN1CC(CB([O][Na])[O][Na])C1,2.659251887790235,221.0,155.00633518120154
2437,6,[ 0.8572481974601993  0.2515670481258528  0.1340869656516556  0.3284831707916621  0.1590453517233973 -0.1451235436416551 -0.2088265567552144  0.0152816151311573 -0.0241787567773869],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3544197281652631,COCCN(C)CB([O][Na])[O][Na],2.551688258853928,131.0,140.38217702061587
2459,6,[ 0.5070999221121265  0.1042678800224418  0.256677972507195   0.0829778835404811  0.1809361340032343 -0.2230304688007391 -0.0655924134047224 -0.1087848218272431 -0.0108283160429949],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3107296789856938,CCc1c(B([O][Na])[O][Na])cnn1C,3.354912609142159,138.0,135.4212625696191
2463,6,[ 0.4057849444073924  0.0263085098809     0.3333754176596712  0.1824930361924871  0.0209604681610883 -0.0523084971310664  0.010325400437135  -0.1298857119589879 -0.1952538365425705],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.391318556261542,C=Cn1ccnc1B([O][Na])[O][Na],2.5166290775699123,120.0,147.36505179003484
2472,6,[ 0.4833678805337435  0.1762976662513308  0.1126816571874367  0.3024139519356027 -0.1125838916717154 -0.1320556543830425 -0.0947857954325303 -0.0609311865995892 -0.0319128413956747],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3273451995314777,C/C(=C\B([O][Na])[O][Na])C(=O)[O][Na],2.108318082032164,137.0,273.7299779994848
2477,6,[ 0.6294120433435832 -0.1699412206678692  0.2270548204752214  0.500830809129108  -0.0970577457465906  0.1267060183727144 -0.0215585224122858 -0.0148549906953701 -0.2379991954580409],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5531704943700767,[Na][O]B(C=C1CCC1)[O][Na],2.5436944327177677,166.0,171.93959984577103
2478,6,[ 0.6037594880274848  0.2808635180623925  0.0130549454302985 -0.1343108085533675  0.2900532450119203  0.0165730770492615 -0.0916251815315298 -0.0501035292995903  0.0216764061714763],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5607708177706898,[Na][O]B([O][Na])C12CCOCC1C2,2.3581818382835116,470.0,144.17247390403517
2485,6,[ 0.4146689708072355  0.0186886951852055  0.3349702105764092  0.1289906804160519  0.0228225234557953  0.0872656328760398  0.1231456298693976 -0.0826180603322069 -0.1874644564191129],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4490009453660624,COCCOCB([O][Na])[O][Na],2.0250660900252524,113.0,150.6742712674001
2498,6,[ 0.2793235901379378  0.3791991482797191  0.2100562223204474 -0.0881624527847509 -0.0136498214186331 -0.1649642536305705  0.1300502758639765  0.0007918707515248  0.0670878864235579],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5911535711447119,[Na][O]B([O][Na])C1[C@H]2COC[C@@H]12,2.4396625468401947,392.0,155.93691422661752
2512,6,[ 0.9993775842609768 -0.0799473087662292  0.3023072775154698  0.5506852404780768  0.2164063328259183  0.1305794119333817 -0.2391853327777779 -0.0499514064825005 -0.2393413029655061],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6784098365437651,[Na][O]B([O][Na])C12CCC(C1)C2,2.6744187606497363,446.0,157.7465488651402
2527,6,[ 0.8272275653461714 -0.1420295771176694  0.0721703132917     0.4185701690087331  0.1349173832393381 -0.0188524945496129 -0.184940519879525  -0.0210526111650712 -0.0704440313497637],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4763158191062144,CC1=C(B([O][Na])[O][Na])CCCC1=O,2.2200840604760668,235.0,135.423999209629
2531,6,[ 0.870821927322897  -0.1614591796753034  0.0423242606543473  0.4257927632330145  0.1307410587618215  0.1870581879990378 -0.1846719603090501 -0.0509507925022665 -0.2250713649787059],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.63368085260219,O=C1CC(B([O][Na])[O][Na])C12CCC2,2.6420195694468522,388.0,135.42399920962902
2543,6,[ 0.7602335502814923  0.0728094687680616  0.0226690652333915  0.3094644007056214  0.1518577342630225 -0.1349178259777948 -0.2801596317296048 -0.0847798183039611 -0.0400370198604444],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4150971330542696,[Na][O]B(CC1CC2(CCC2)C1)[O][Na],2.7831334087733812,332.0,135.3939022514953
2577,6,[ 0.732807524435991   0.101416004507966  -0.0753398817954489  0.2385023761742413  0.0948638639932606 -0.1489230723340871 -0.1624812095491054  0.0513902285304742  0.0081797207725928],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3800260433699876,CC1=C(B([O][Na])[O][Na])COC1=O,2.4977199690245877,203.0,144.20660068729012
2592,6,[ 0.6737733037514096  0.065747171467344   0.0479424279709828  0.024061333042696   0.2692746384663976 -0.0752723055683617 -0.0884338308589925  0.0036334433540936 -0.0816315108689952],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3911379602701108,CC1(B([O][Na])[O][Na])CC(=O)C1,2.377640089937831,235.0,155.93691422661752
2611,6,[ 0.5449847852593365  0.3354394508160122  0.2707024064276056  0.3478451188174072 -0.1463000402114361  0.1090982404870249 -0.0318085819998354 -0.0165414068067559 -0.1150349976563383],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4227001585888391,CC1CC/C1=C\B([O][Na])[O][Na],2.424050927556811,297.0,157.7465488651402
2656,6,[ 0.5781330674738652  0.2816660382862682 -0.0772142881319382 -0.156123960864452   0.2139612789553078 -0.18509193863444    0.0300551149775019  0.1766672218991672  0.1066091742644465],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5991865910497116,O=Cc1ncccc1B([O][Na])[O][Na],2.2491461962233092,128.0,137.53915233693982
2657,6,[ 0.2778594734796185  0.3207941544608124  0.1108673072954354 -0.0736576478466605 -0.0720305430978199 -0.3223124036763214  0.1760802045306789  0.141176311017923  -0.0075117636586225],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6323750079320173,[13CH3]c1ccc(B([O][Na])[O][Na])s1,2.064699587215836,113.0,143.38788447769716
2677,6,[ 1.2402355785891295  0.4889154595571156  0.7353446768433418  0.6437496650369892  0.2636408573843004 -0.0378470430842391 -0.1197207885221635  0.1798811433686938  0.0892381656122331],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.9701030168945256,[2H]c1nn(C([2H])([2H])C([2H])([2H])[2H])c([2H])c1B([O][Na])[O][Na],3.318432373454672,254.0,140.37430178755295
2682,6,[ 0.7874755321644319 -0.0233493623223721  0.0898389150162257  0.3989758244828803  0.1706677375949683 -0.2999171433150711 -0.2036353165623301  0.0254177727454258 -0.0210768540951667],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4149898951449428,[13CH3]B([O][Na])[O][Na],1.4456419707936572,53.0,255.73585210648844
2687,6,[ 0.8456723208972561 -0.0221829489517737  0.0868762381166245  0.3993077075273067  0.1540630539751032 -0.0228174773537841 -0.1636239909044913  0.0485112284269346 -0.102609597061096 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4047692417185524,[2H]C([2H])(B([O][Na])[O][Na])C1([2H])C([2H])([2H])C1([2H])[2H],2.4809866230645348,414.0,177.5993760474286
2688,6,[ 0.9079783624888366  0.2580816850296579  0.471289311600451   0.2398612869719952  0.3374634423055127 -0.3553138200777897 -0.0203535249371145  0.1572838711557635  0.0787158188873597],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5187505327209205,[2H]c1nc([2H])c(C([2H])([2H])[2H])c(B([O][Na])[O][Na])c1[2H],2.7499300292753412,220.0,143.38538727386845
2689,6,[ 0.6046014393150917  0.1762988381471846 -0.1067084397728605 -0.1071391931195407  0.1859222129490097 -0.2621135110357689  0.0588198599083657  0.2127975682063451  0.0394286832671016],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5737754266288908,[2H]c1c([2H])c(B([O][Na])[O][Na])c(C)c([2H])c1C,2.5448791941988267,176.0,136.09070510152006
2693,6,[ 0.8507883188659202  0.18087407846936    0.705364859188858   0.0515570003476372  0.5487251897399464 -0.2556161800721634  0.0670413932344055  0.0648974474869969  0.1345360778361023],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.7430672922086732,[Na][O]B([O][Na])[O][Na],1.9345311863765273,66.0,419.56120419717735
2695,6,[ 1.0377419233219587  0.3452902929154145  0.6387808300967797  0.3236143906033956  0.3606090912981273 -0.0359042803378575  0.0021103027122202  0.1819185027272046  0.1043765501366534],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.684205982473167,CCOB([O][Na])[O][Na],1.9477807229664186,77.0,200.26414113869563
2699,6,[ 0.3802926022917762  0.2327245417118705  0.6542057607715263 -0.0163490884895666  0.2124112744500933 -0.3467006797563779  0.1517227241531207 -0.0628821626651449  0.0736285617054881],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6497525822931098,[Na][O]B([O][Na])OCc1ccccc1,1.7700826181196585,132.0,136.81748632392254
2700,6,[ 0.704621971903844  -0.0751401368378013  0.0404452819499273  0.0962106869507059  0.1753840974942871  0.140679114955765   0.0848295506317853  0.2189425085859149  0.1578112780884574],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5214462558303973,[Na][O]B([O][Na])Oc1ccccc1,1.9488279220535047,116.0,147.3682924519946
2703,6,[ 0.7781505461156584  0.1953735039994056  0.2117680817121565  0.0936717362710634  0.2712987834047058 -0.2792905067774308  0.0116977731908102  0.1686308642745141  0.0384756564066489],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.355034448796684,Fc1ccccc1OB([O][Na])[O][Na],2.031265950902881,129.0,134.1048880884286
2705,6,[ 0.6439821583963267  0.1280877518789081 -0.0593119064310117 -0.056111923608773   0.205391940749293  -0.0840134087096158  0.0256204072098898  0.1366038015748732 -0.0122380664806162],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4714603157796606,Cc1ccccc1OB([O][Na])[O][Na],2.214857126850428,129.0,136.8174863239225
2706,6,[ 0.9770796850750303  0.1555247669809864  0.5282865343639278  0.3690624263187413  0.3036336047897001 -0.2017788152552957 -0.0332696655363048  0.1493797526812591  0.1289416648451   ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5347974810956814,COB([O][Na])[O][Na],1.5611455254365239,65.0,223.7077343066127
2709,6,[ 0.3441566252655369  0.3365522297917828  0.490873932037352   0.1628595956672718 -0.0898016730667319 -0.3940207238145748  0.1785075487122993  0.0831732172456955 -0.0106999654442242],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5733072270845815,[Na][O]B(Cl)[O][Na],1.3371758851096756,53.0,215.7510326984664
2713,6,[ 0.7120800482439266  0.3367622815091131  0.1755596036260147 -0.0351819976624551  0.2851482371303543 -0.2941384272540912 -0.014954846822378   0.1117754691265701  0.1028579970479725],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4710246933066422,[Na][O]B([O][Na])Oc1ccco1,1.9980719132137625,108.0,155.97683849010542
2715,6,[ 0.367758220013164   0.2577004250436998  0.5407281732523452  0.2362354965367126 -0.0797149433719344 -0.4001793524333773  0.1430564997473756  0.0195865989043912 -0.012578200521264 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5437280971510828,[Na][O]B(Br)[O][Na],1.7485017881631182,53.0,158.90046804009364
2716,6,[ 0.253451119308475   0.2331388644757319  0.2743712428453108  0.1144316167742385 -0.1791777003831568 -0.3707947773672657  0.1672055605490876  0.0691565397031101 -0.0093492099519329],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5826805160257217,CCCOB([O][Na])[O][Na],1.9721504784451611,89.0,181.26804227508853
2717,6,[ 0.8618047803919913  0.4316429297667245  0.4453215108230715  0.151638163710021   0.3335060546428454 -0.2392131887156006 -0.0440732992460077  0.1268591686210976  0.2011284314238508],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.557849131789681,CCCCCCOB([O][Na])[O][Na],2.2492255632521077,125.0,141.11232189870202
2718,6,[ 0.6797147212167148  0.1054996252544586 -0.0131644139483477  0.0343801784167882  0.1770882459019845 -0.2483949891044186  0.0043523566632574  0.1613111395435212  0.0618841173638084],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4079718267691493,CC(C)COB([O][Na])[O][Na],1.9362402377701153,107.0,165.56348201448716
2719,6,[ 0.2570390499829751  0.3926823460417248  0.1558303666594729 -0.0623100177251245 -0.0559455842439033 -0.1994696041738409  0.0830472530440584 -0.0090103610231822  0.1134499894165023],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6146221419588209,CSB([O][Na])[O][Na],1.9416034438853274,65.0,197.25631792567296
2724,6,[ 0.8497911026733151  0.0213669905196102  0.3380502589448861  0.2406105968459151  0.3116579259749892 -0.2556352132218055 -0.0307608575817564  0.0850305595580365 -0.0300219641434154],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3666816318638564,O=COB([O][Na])[O][Na],1.7330946547671875,68.0,200.32999436169675
2725,6,[ 0.6012025333382683 -0.033400605239732   0.102008726177541  -0.0364697500523863  0.2944349207470109 -0.1070056909035718 -0.0253792549199265 -0.0313387004802958  0.1620058887673649],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4751848211354689,[Na][O]B([O][Na])n1cccn1,1.906868254142728,100.0,171.98372624040363
2735,6,[ 0.649854005594361   0.221286029559527   0.3017121114201444 -0.1974908502492341  0.4329311028352584 -0.3180112818309858  0.096731164770159   0.1283842297775024  0.1133990902457199],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6387594387732908,[Na][O][11B]([O][Na])[O][Na],1.9345311863765273,66.0,418.91435249318516
2743,6,[ 0.7347982962724136 -0.0248778266346397  0.1186077983035951  0.1678246388651719  0.2261177076978717 -0.3523032461587808 -0.0601099741231368  0.0638027540665659  0.0130366851316851],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3699134182515926,FC1=NCN(B([O][Na])[O][Na])C=C1,2.6005307890977516,197.0,142.67532949869357
2747,6,[ 0.3327473174552937  0.1837093246250725  0.2069499901359083  0.0488974828244933 -0.0534623088077246 -0.2701230626649181  0.1417141080184636  0.0677879262395035 -0.0142703776344065],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4527741814540733,FC1=CCN(B([O][Na])[O][Na])C=N1,3.0027773362426813,197.0,142.67532949869357
2748,6,[ 0.3041744738292898  0.2778916945637742  0.1229860956108714 -0.039311374234571  -0.0781861130270517 -0.2485384449319364  0.1823280929481134  0.1360144137180528 -0.0240415159437232],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5681626285342893,FC1N=CC=CN1B([O][Na])[O][Na],3.1040859806724956,261.0,142.67532949869357
2762,6,[ 0.7419482478571947  0.0885903262021089  0.2474335838410485  0.0597154579455721  0.3075441773191359 -0.1542449502815     0.0186963681069697  0.0986898438961568  0.0971934183651297],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3449227816459139,C=C(C)COB([O][Na])[O][Na],1.7574993956493243,97.0,167.65103012437092
2763,6,[ 0.5953812032445153  0.0918586064588744  0.0080985613058954 -0.092869612604353   0.2522870551989781 -0.0909842672599756  0.001825768897401   0.0465742217681553  0.1254728094361667],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4884552884440999,C=CCCOB([O][Na])[O][Na],2.121618896643284,96.0,167.65103012437092
2767,6,[ 0.4092662314815004  0.171328267874854   0.587968842161121   0.2980658130158282 -0.0693408560473161 -0.3266273560258858  0.1486233237023942  0.0119586574795894 -0.0534659156980024],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5075642041527412,FCCCCCOB([O][Na])[O][Na],3.1859246177294085,125.0,138.22854320580205
2768,6,[ 0.3857626162713804  0.0582866087077806  0.2126599479173327  0.1161775684851678 -0.068275673859033   0.066681364698071   0.1507667203385041  0.0238412110539337 -0.0810346069053399],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4293688577816575,C=CC(F)OB([O][Na])[O][Na],2.364855635255892,129.0,163.59614503061024
2774,6,[ 0.7091865690236895  0.1932747061875124  0.3976724429092707 -0.0521138555901444  0.4427076273083134 -0.4212066801192575  0.0151818478226479  0.0770479617484078  0.1093180994007299],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5965697557587203,N#CC(F)(F)OB([O][Na])[O][Na],2.0061783314457404,121.0,148.2493366418284
2782,6,[ 0.6795300494361695  0.1319397238875731 -0.0204270614387368 -0.0130849882355092  0.2196020432255399  0.2064525244109152 -0.0436313074042714 -0.0029072299044341 -0.0304031406982937],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5329686770258643,CC(=O)OOB([O][Na])[O][Na],2.088414562701825,93.0,163.61511756212454
2784,6,[ 0.7186064875868817 -0.0540265931647847  0.0178724750432529  0.0634289612535743  0.2217331433251802  0.0019635527768177  0.0340795321276062  0.1195919816604977 -0.1138522915091566],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4341508876200942,C=C(C)OB([O][Na])[O][Na],1.7121268646066579,81.0,183.7733992099076
2785,6,[ 0.2843809946785371  0.4107083564141609  0.8769385084271312  0.3714194580105367 -0.2246576310293173 -0.3586276491227957  0.2530758133795897  0.0354803802782098 -0.0148886844550452],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.9042038671650388,C/C=C(\C)OB([O][Na])[O][Na],2.1270532928327643,116.0,167.65103012437092
2788,6,[ 0.7062559256624582  0.1475975906211574  0.3641473372485441 -0.085005568383274   0.4337836415323996 -0.3865800884060713  0.0802434386609383  0.1324225352747508  0.0771491238778532],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5885171308166323,[Na][O]B([O][Na])Oc1ccoc1,2.58215953161513,108.0,155.97683849010542
2789,6,[ 0.8394319696546239  0.2003855231834363  0.6144483612373453  0.059044497294146   0.4913383722392156 -0.3798530991699689  0.0626839984051284  0.132514079931303   0.1259672248168935],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.688105340710178,[Na][O]B([O][Na])Oc1cccnc1,2.220780977177812,116.0,146.57215572554887
2797,6,[ 0.6086367215561483  0.1553147686215128 -0.0400679342598901 -0.1222078389697071  0.2371435489455826 -0.2434638768629449  0.0265394214007611  0.1295209235402375 -0.000832601401743 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.526012850841767,[Na][O]B([O][Na])Oc1ccncc1,2.5686192182931578,116.0,146.57215572554887
