PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9
-0.49988450494675757,0.07894783480580585,0.160270909316631,1.023581336734224,0.2284928107554852,0.0776992049631048,0.13397888328787833,0.06756667169234454,-0.19022353885446408
-0.8721081855087851,0.22549832261960145,-0.28028059666084787,0.32245418920895624,0.38157313898555884,0.09570417779402463,0.17346304905208534,-0.022383792618111836,0.02476542505150632
-0.7294973706377413,0.22407701359841417,-0.6197133497085308,0.505942961724058,0.1947614704303345,-0.018740259448173167,0.10930574291810766,0.15111744862574217,-0.10648087138665464
-0.7163392260664889,0.4934511981926192,-0.3539904906019776,0.5631177230826501,0.21061323228279505,0.006810099326946383,0.054960384575933184,0.058574872925028804,-0.016937862000012356
-0.8874365202857987,0.2227992199435851,-0.3999624836024011,0.3232791745191769,0.3153542915433507,-0.01684382971274728,0.18012368436375178,0.057318311446666104,-0.019890363889685445
-0.6906470360251268,-0.024465186886376455,-0.07217645323879375,0.8486894000631204,0.16033445120673948,0.23428987053240352,0.18932842455921703,0.07781985516073114,0.017640588711898452
0.8791640871363094,0.17176724179913666,0.09105232953445923,0.3310574606743457,0.11351387699962667,-0.22369725736802568,-0.06454200415405913,0.19003321199729323,-0.04027813952609054
-0.8524807943865083,0.5270804467192597,-0.313796024302107,0.5142005337570403,0.148821724357687,-0.06854784049483346,0.09873661923016687,0.030390127839759015,-0.013428020196814829
0.4659811246341328,0.35600832262008836,-0.6954387054910752,-0.23657453351384525,-0.10085072546004889,0.010444865726538152,0.0542386100046213,0.3178419325986772,0.013623871048913576
-0.6990563109170014,-0.49272208108799403,-0.01950996657410372,0.7933691296913629,0.3527911324198914,0.04608534909435561,0.2700807661483831,0.12051030459513386,0.12732612390235648
-0.874650752531214,0.20300338948769373,-0.22589727243899643,0.3612185743251688,0.410354851700282,-0.18549354566973816,0.13487801356772416,-0.04981077568340985,0.016567025362972554
-0.8600734317071268,0.1230057513210601,-0.3008111733608483,0.41637446116799803,0.35080402889380286,-0.2537762988901399,0.14751381046715265,0.02591064302798549,-0.03361891079003477
-0.5472735178123811,-0.2954252850194966,0.35158621965213105,-0.09077733566773542,-0.11610215752908642,-0.48627126547833205,-0.10775891080441895,-0.001395145008052337,-0.02394175969165251
-0.1700252548611674,-0.16084009410796812,0.6052560448055465,0.38190268300507985,-0.22743712085766696,-0.11637923572982396,-0.16089557219146366,0.10899211619399096,-0.04496547760379941
-0.9652101288172376,0.18510635007840096,-0.317955530810671,0.3280022712144073,0.24254523503186518,0.24357808311111204,0.2817202379358089,0.06474835578253627,0.00043689182072192793
-0.5271916399338462,0.1984642648435416,0.13668423090220033,-0.16591559484158738,-0.2588251612575231,-0.08614679747588884,-0.15910706782796358,0.046470505663665826,-0.005120689933338198
1.2431510871698486,0.5038597618756674,0.7357137960264979,0.6409023596295336,0.2631243243182441,-0.028709611225938684,-0.11933973555693898,0.18231795153119304,0.08776882829930731
1.0036933396571286,0.23582752417204528,0.37073303418100445,0.488588249912963,0.19208912073690504,-0.4375225802587121,-0.11403206536458903,0.1688928961465677,0.0018376704736074844
1.1343094260264792,0.35060638624950463,0.49539848561529,0.538569821130149,0.19978388395852442,0.04945430866202809,-0.07572795735116843,0.19924216559899163,0.0024831728751154424
-0.19155333574482755,-0.1388602243363253,0.5545751748488291,0.2750555469461563,-0.18356753837107834,0.11193129399856533,-0.1364381657650518,0.06959020577477865,-0.22462351807552886
-0.3037182182401579,0.053709172991724945,0.03349371770254708,-0.0401272795739806,-0.2558771894287861,0.2601597571023586,-0.16611406186712405,0.1627407633709194,0.08223994858454138
-0.8303384503957503,-0.34296024273999576,-0.023608194086622555,0.6812349339539282,0.27317826145581375,0.23933473239222428,0.3432597954594769,0.11116021213745003,0.13567414796709654
-0.7138862105196928,0.14709144322481105,-0.5042063729811503,0.581704237361868,0.23861285510933214,-0.05528633297680897,0.06558434428298816,0.08671564962779033,-0.052221770888011845
-0.8527450477660329,0.29315996568041275,-0.4908688631851999,0.4876439834457932,0.20272691550138244,-0.11337982516399106,0.045410256798097896,-0.007651291866949903,-0.0017290792006561962
-0.825296403268561,0.24304307610077314,-0.4166220380690981,0.5497234020766052,0.2225100070239362,-0.16800807472365595,0.029726741872018698,-0.027602160717000522,0.020653950658585857
-0.15963188395573008,-0.09452842964693157,0.44487714089348307,0.27589747201038795,-0.24436256394995592,0.17212170166306945,-0.15763611405613903,0.07243165998160533,-0.37022838904336336
-0.9211840138489051,0.30067747400174066,-0.49198835877851826,0.54270096796451,0.07100223668621156,-0.24233837588956145,0.11895830064401298,0.06325939732363436,-0.061987731217566205
0.48359667889560776,-0.12034359451021741,-0.04348116992164132,0.3148046603054479,-0.11028308018726292,0.09329100752153191,-0.10012835597826786,-0.10931772229426161,-0.13008530087879086
0.6947942471947038,-0.2005988447377912,-0.1737560799084332,0.29269662851401207,0.07010422952991863,0.06945530553028043,-0.19114348403047832,-0.06960864093720406,-0.07715977373129852
0.9030863733008341,0.13278384767955426,0.2282861596888706,0.4323107050024998,0.17991476416156935,-0.20967783155857236,-0.21634120333136972,0.002824686269856616,-0.022074751995889628
-0.772724956090175,-0.010514310121432554,0.31067763741748866,-0.5963138555664768,0.06383876024674687,-0.07302523279944254,-0.024732340072337232,-0.11390437238950835,0.020147144642210273
-0.6195081841994784,-0.234236513170412,-0.2761750920281704,0.8490207641280297,0.24023895301488948,0.18933511117172705,0.11604132110187036,0.10366993409541604,0.2003538616359445
-0.06412388905210452,-0.10711553855154042,0.7906970010271227,0.42277265389679375,-0.1352189960588034,-0.05069050971507027,-0.13598908893596,0.10769012512102125,-0.1749420583544351
-0.5707258996205975,-0.030920351942065,0.0073859348376842755,-0.4067233918770499,-0.0801209362784757,-0.08554791474355747,-0.09700923853899303,0.07110180251464956,-0.012366500702907377
