Molecule,Cluster,data,Cluster_center,Distance_to_center
441,10,[0.4190299305073232 0.1339608130455282 0.7495122307057844 0.0141981398244946 0.255869922283401  0.0427404280620334],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.21788261719970128
442,10,[ 0.2558045693724134  0.3135309808275835  0.7952303916648156 -0.098790393303282   0.1760871702403319  0.0060824138611971],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.40879549684925376
443,4,[-1.8113958430471417 -0.7885389256983685  1.0491361544484414  0.5126021991780321 -0.4575252682051367 -0.2180788239636635],[-1.9780221391258377 -0.7269255814093271  0.7793293825620993  0.3331995977862793  0.2054083645414053 -0.0749093084850398],0.7723470889892399
444,15,[ 0.0099586121538696  0.1739575201172189 -0.0523863592395152  0.0545120318392927  0.0052330788500231  0.0734396212672769],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.19229029885005625
445,3,[-0.065308782731279  -0.0646627771159902  0.0486726900531929  0.3025810746387411 -0.5080365013616732  0.1839608527599031],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.5151433166200964
446,9,[-0.8068685425774529  0.2624686388985297  0.4614339780414812  0.038083733453513   0.3467606398617974  0.1769615805869711],[-1.1155980142987363 -0.0850020261915282  0.2135055458349384 -0.2225577643138235  0.4645008996356217  0.1324419631449789],0.6010798722058606
447,5,[ 0.4194549489083655  0.7898798119786946 -0.114730232074703   0.088327979215662  -0.1158804470660086  0.1577394447970355],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.32762760739785496
448,13,[-0.2296874155125004 -1.1365097579752972  0.8973115176372248  0.044293149168266  -0.076118122510917  -0.2059173342398534],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.3456044806912439
449,14,[ 0.7083512194303807 -0.3338704376337973 -0.2766023361855802  0.064763061990648  -0.066622837824724   0.0164844706529012],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.35334777601983813
450,16,[-0.0871955651780768 -0.2332399336921517 -0.1780782981692797 -0.2520360320685973 -0.3653070276132886 -0.0127121670473054],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.3350631718811543
451,1,[-0.113963094624622   0.2014484254750847 -0.0853774113949661 -0.1022106504522125  0.0192863314983262 -0.0269636738589587],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.11825890425083573
452,8,[ 0.6014362828329312 -0.0777556883719107  0.3749592083398831 -0.3438512234481856 -0.0070016888135258  0.1206279402541155],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4960682074944645
453,7,[-0.9188464336312188 -0.4610389789302966  0.536249093505523   0.2568995564585736 -0.5670447487780793 -0.1869132562036249],[-0.7184454221403741 -0.4514879527971596  0.4318414956775824  0.3593768062711064 -0.4239515795035994 -0.0095874706668247],0.33700802665418655
454,12,[-0.4266353228999929 -0.2425400406660163  0.1332093682642206 -0.0136234377976534 -0.1459969640426834 -0.0123607892969217],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.31638755781256456
455,14,[ 0.6394299375695267 -0.2529890232979436 -0.4495671960684986  0.0834643862455564  0.0031892133791793 -0.0308444702112273],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.20972178577460346
456,2,[-0.0847420055983019 -0.1098648727109419 -0.4264431507615377  0.4445717539099036  0.0567128843490412  0.0683769663172766],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.34453693831276905
457,5,[ 0.3714998202557606  0.8439492495438339 -0.0038929595958877  0.0068644277014505 -0.1229354149951926  0.0775995554085731],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.3788472391921809
458,0,[ 0.9528644087716321 -0.4241694288702997 -0.0232338339842917  0.1994760162916005  0.3100313426902897  0.0374277021331497],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.08724834059356858
459,16,[ 0.1461690795818807  0.0665212279057803 -0.2341093804215086 -0.3212079188654305 -0.2735756421553746  0.0475825376906598],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.31339023679202105
460,15,[-0.0742194969057159  0.1748179540307455 -0.034381366858064   0.2304724303808336  0.0773436841523302 -0.0058791171119417],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.09907683835997881
461,15,[-0.2453329682191425  0.1404928161682046 -0.2158684275834978 -0.0173514545234856  0.1076294706037824  0.120808353446585 ],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2997665539683037
462,2,[-0.2780628633746181 -0.2008556314956879 -0.4163722407592167 -0.0021922592224487  0.1011055234986933  0.1150415509126052],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.2755793600111136
463,2,[-0.2765083350314809 -0.2177719660997327 -0.4365427760729054  0.0547897107651675  0.1112004191108778  0.1143825322295763],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.2633592267771028
464,15,[-0.0142144751275228  0.027309230470656  -0.1192407860809755  0.0098968672226242 -0.0042481731497167  0.0632381929106599],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.23459147104259603
465,2,[-0.2959599895433453 -0.0470268664694793 -0.456799605752548   0.0279286296151728  0.3164828595433415  0.0672581966677191],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.38736565588623206
466,2,[-0.275225208082917   0.0242496671214647 -0.2522188654137376 -0.0717447431263744  0.0989657271912801  0.1084619644220609],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.34620071320074564
467,11,[-0.0835916727511846 -0.3138655050913357 -0.2995216390963522 -0.0129692038268236 -0.2794780810156302  0.0120602377336444],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.243077729452381
468,5,[ 0.5514903940037843  0.6757098657664468 -0.1832158662837217  0.0415031171676265  0.1480383972323309  0.0190944200320377],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.2913962965486515
469,2,[-0.1676147901512849 -0.2045913768336235 -0.1708807694460501  0.280777090029643   0.0493069879879495 -0.1073839276958218],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.23046584696635763
470,12,[-0.3950664790386069 -0.2300604089793694  0.2461584096425794  0.3288025545954069 -0.0171427049857834  0.0159068269563726],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.18308489065764208
471,11,[-0.0616540709602395 -0.4328545160118587 -0.4052973843912688 -0.1024609056452871 -0.3062429440466292  0.093653569465464 ],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.3294484214594251
472,12,[-0.5551728072320651 -0.1740592721540839  0.0905679842615902  0.1935499356067785 -0.0959114999430857 -0.0887782509832799],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.2727082828756451
473,8,[ 0.1835746424785777 -0.5530671911327172  0.2412452176802294  0.0155089162011011 -0.2021062999871917  0.2769974402509847],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4677046510832152
474,7,[-0.5865281466029988 -0.6334358593712915  0.0417763746816698  0.2114441742338559 -0.4227456753937484 -0.1364257364341981],[-0.7184454221403741 -0.4514879527971596  0.4318414956775824  0.3593768062711064 -0.4239515795035994 -0.0095874706668247],0.4905420169552598
475,5,[ 0.8069249731788499  0.3670656803836073  0.3386387407601304 -0.1971254963267812 -0.0035411721080145  0.267337551072896 ],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.5564447878031047
476,3,[ 0.1830836660693876  0.4286184803319068  0.3625952824244053  0.1742965558062016 -0.0281125385823011 -0.0295621477119106],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.39454340690916306
477,2,[-0.1022253304447572 -0.2642135908937584 -0.1482906853019766  0.1318573540851495  0.0803054741024545  0.1244069647860817],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.18803751474588548
478,15,[ 0.0650694542951392 -0.0243545329751855 -0.1907352102655971  0.2238444778968735 -0.2034196227854141 -0.1578262181275634],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.41270097579691467
479,1,[ 0.0623908982493568  0.1072138864377713  0.1689621099173875 -0.1147093816470823  0.3244095864043841 -0.0288727340281849],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.39094876120858646
480,14,[ 0.3602184556473397  0.1617132883448273 -0.3723367877187331  0.2944218974693002  0.11947320372538   -0.0182200227881531],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.4101082186785733
481,1,[-0.07703923408442    0.1640656223763387  0.0128521131819724 -0.1032094060841115  0.0346582678910657  0.0140142608896777],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.08101306623226905
482,8,[ 0.4714880776315012 -0.291415488270425   0.6273984861296732 -0.3341772344604704  0.2053791277263455  0.0166098421546288],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4625167227271172
483,12,[-0.5769229555437009 -0.3606784964531141  0.0191408907460998  0.35364273649187   -0.1901534579465936 -0.0608927592345661],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.2811630018692157
484,9,[-0.9426208843711412 -0.1488412664987667  0.240307501926228   0.0426957210660825  0.1464597455397621  0.0591310202541522],[-1.1155980142987363 -0.0850020261915282  0.2135055458349384 -0.2225577643138235  0.4645008996356217  0.1324419631449789],0.4599988722634756
485,3,[ 0.2048232669403962  0.2924049714386613  0.4420460838382563 -0.1682993058099831 -0.0272367856533956  0.0125898431938562],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.4776004472705408
486,2,[-0.1434074214380364 -0.1319469072060215 -0.131834703765444   0.165419225953707  -0.0550554058708192  0.1285584744813726],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.23350434100146136
487,3,[ 0.0272021884565633  0.4191081622706374  0.2077248366483068 -0.0069348669483679 -0.2164109168881435 -0.1781532555518817],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.27865754285896044
488,12,[-0.4616054098458816 -0.3343988110832256  0.4902194324826435  0.2459102798701657  0.2216789026894634  0.1405840309062957],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.5320113752863606
489,6,[-0.0933943783900169  0.2563854670050529  0.2137117928597727  0.0660095015290446  0.1150024143681279 -0.008078893838567 ],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.24726890067104992
490,2,[-0.075214459960787  -0.3216976802295951 -0.2519807032667811  0.1652097994762262  0.1158117611746308  0.0384792508937981],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.16038718034483407
491,14,[ 0.3335877773494096  0.2739126950921389 -0.4252046841602001  0.0794844876374863 -0.0209144845125333 -0.0200799413563884],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.4722980696094284
492,5,[ 0.4139426518627261  0.6816145492772705 -0.1918310181621941  0.104187463936187  -0.1164928486208156  0.1522966091939572],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.3030917916651609
493,15,[-0.1435053853783816 -0.105449359998875   0.320263471357399   0.0170881983391093  0.3089093971252245  0.1543660969268933],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.5611418710162833
494,5,[ 0.455441181026797   0.5334149710335961 -0.2792159230567282 -0.1387534375751052 -0.1903002325010283  0.1468894080945682],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.3381816876308006
495,8,[ 0.6179973628821528 -0.1362767563757463  0.2473060199638583 -0.2734897944910811 -0.0780705587773576  0.0536823952565134],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4294681821778924
496,16,[-0.1302602651512942 -0.1684886569308375 -0.0746339674213498 -0.4249728997235329 -0.3875821929171834 -0.0180207771920779],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.4130231962352157
497,10,[ 0.5655963252945867 -0.1266689535036549  0.7223597301333546  0.1200027013905904  0.0796305143838812 -0.0616777711454155],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.19725763536456598
498,10,[ 0.4145686847610018 -0.02323123732509    0.9177826388445869  0.1340037131975381  0.1628947149663269 -0.1433137637341654],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.25980413487674187
499,13,[ 0.1515890383837684 -1.0822589066512138  0.5264371417734681 -0.1145663953108672  0.0448449582382782 -0.1008027980197749],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.5471748666360937
500,11,[-0.0516533080825659 -0.352333387725326  -0.3563525702170016 -0.1460292606619036 -0.3126940796820569  0.0954257000252475],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.30594712376166366
501,5,[ 0.7933445469754048  0.3193059867488055  0.2736297504535842 -0.0137322369511588  0.0120597677556548  0.2425441781191381],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.48665137383734614
502,5,[ 0.5434846731288837  0.7901592208652574 -0.2503826445787045  0.0104668606807428 -0.0671180561526517  0.0945571332051311],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.297472132951462
503,3,[-0.0826040294591892  0.3787225707872901  0.1893644917008816  0.0734656077893597 -0.2755289325819552 -0.0417808803818976],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.206858984901243
504,8,[ 0.3155167615752867 -0.4989995497195427  0.1756011696164199  0.4970612676002051  0.0443832376381914  0.2032541423466406],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.7318560837910687
505,1,[-0.1095082835946493 -0.0006669245896764 -0.0679386221117162 -0.0666766759510617  0.032910323604423   0.0167419621267776],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2131823802907916
506,8,[ 0.3837038466275871 -0.5529919101611219  0.5492762604570255 -0.0885884681365161  0.2572644874848062 -0.177717833792099 ],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4274216875770169
507,2,[-0.0130075608747802 -0.2280338864593047 -0.3941490724913231  0.253907254644645   0.1707501346411325 -0.0507793984593827],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.22746577434092854
508,8,[ 0.2880088476900367 -0.513714355592128   0.1924538108106879 -0.2785764808572721  0.0342652139974062 -0.0376296919195336],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.21908080819771064
509,8,[ 0.2292476270785987 -0.3101023580441615  0.0239805102674023 -0.1182333836748748 -0.0438397341130565  0.0390131816448328],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4079788968984727
510,10,[ 0.2190462614125542 -0.2153969323293335  0.6233269691806234  0.2798203218659343  0.1429302186834455 -0.0141515394886092],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.40406020630296624
511,1,[-8.1896819837105408e-02  3.7150467753910810e-01  1.9128169820235484e-02 -8.3455070203115947e-02 -5.9638238714608077e-02  2.8011517235428702e-05],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2379014671466275
512,15,[-0.26372175887712    0.0574593462290124 -0.04886817712014    0.2589177994616303 -0.0641214511411041 -0.030746289182849 ],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.24594888415472593
513,5,[ 0.5198479030787314  0.6347777478793255 -0.3730029909038103 -0.0699251286817782  0.019163985330221   0.0098624304871534],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.36061491663300704
514,1,[-0.0021175842941741  0.0481951393650191  0.1431614790991052 -0.2720558686219154  0.1271685802871937  0.0255777493976595],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.25713734005346967
515,2,[-0.0969549032631251 -0.1549445900274051 -0.2205451089060944  0.1038617860735595  0.0455188861604469 -0.003772847356368 ],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.09073459212683943
516,15,[ 0.0547593364953899  0.0324927085145779  0.0090126397010091  0.118647203713603   0.2779090337732342 -0.0485156673931177],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2974588936837149
517,2,[-0.0619614708339402 -0.2954403521505489 -0.3375529766163534  0.159794491980213   0.1187012003563165 -0.0489292693096966],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.1672784404661459
518,1,[-0.0879051596328129 -0.014041003723184  -0.0218727146452741 -0.0934289207415738  0.0940899087334124  0.0945017692359926],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.24007070038372183
519,11,[-0.1569250703076676 -0.3490331249053344 -0.2482311644344961  0.0964433445361829  0.0050984993825983 -0.0837006742962842],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.2303749775887933
520,11,[ 0.076270019242917  -0.3506709898478637 -0.3438942515420487 -0.1164692376871387  0.1316228667594269 -0.0178419872394031],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.24926252384820774
521,15,[-0.1660633924966305  0.1524491429460342  0.0707690800784393  0.2769051197190852  0.0268018451731405  0.0125060241622884],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20243287062836643
522,12,[-0.5885011465191491 -0.6580209731454285  0.2419222947082705  0.2823035431557001  0.0315425226000937 -0.1595326158578167],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.4965464542044541
523,8,[ 0.2987849336936245 -0.407471802677751   0.1733473176376167  0.0470999186880322  0.0258404638796798 -0.1693209619155456],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.3741804627357601
524,12,[-0.0760240495295317 -0.720027154413659   0.1700448079027274  0.1770677886043438 -0.1870911676829492 -0.0018499233031119],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.5236890741513281
525,15,[-0.1924716412483924 -0.0043275244788843 -0.03737061582863    0.4240824188169656  0.0101127155145875  0.0816949424822485],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.3378025144774601
526,15,[-0.0895452797529864 -0.0394282779061918  0.0244128038398349  0.1882139919974995  0.0837234692664688  0.0179922190122065],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20521778726532836
527,15,[-0.0823376535209586 -0.088991913527522   0.0099974883849078  0.0072991219839177  0.0450250918987602  0.03238744118518  ],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2853624766103885
528,11,[ 0.0059190367949613 -0.5027424973289969 -0.0994338452212278 -0.3552195530439426 -0.2419775354563718 -0.072220374894564 ],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.4763272100907262
529,8,[ 0.225465300234545  -0.4699800217412604  0.2303968539380533 -0.1430327936814077 -0.2811939080010145  0.0555702869428488],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.3686151326577553
530,12,[ 0.1530666207409847 -0.4066179390004325  0.0294693306235467  0.537688167748885  -0.083118069667399   0.1269297194683009],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.5957889403127266
531,14,[ 0.5264421742278688  0.2350767495669581 -0.5047397819631131  0.2494606294058465  0.1741270587867186 -0.0032514605831202],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.4345929523045843
532,1,[ 0.0890987209188669  0.3071729814453908  0.0985802774805028 -0.175462118318004   0.1527426032797097 -0.0113358468976728],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.27695183882325936
533,1,[-0.1833591015017981  0.2927068605797157  0.0596986268016374 -0.2037464964601116 -0.0384673490380399 -0.0136692510829148],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.19071378510207448
534,9,[-1.6355763534534964 -0.1287639719742652  0.4176299589827357 -0.6289746367451668  0.6825152630697334  0.2251006664760698],[-1.1155980142987363 -0.0850020261915282  0.2135055458349384 -0.2225577643138235  0.4645008996356217  0.1324419631449789],0.7316077701167623
535,1,[-0.1670974011710508  0.1960128861413957 -0.0050396119114664 -0.3355356677009995 -0.0614380173926433  0.0085076795801074],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.20602613426017335
536,16,[-0.1206972701305817 -0.0038442928050633 -0.0302405306381915 -0.0276732002780611 -0.243933759436426  -0.0917751928711673],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.34718408661323824
537,11,[ 0.1387763343460794 -0.4370605525774744 -0.3589465501631617 -0.2707585588962547 -0.1001690860728444  0.016877062758097 ],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.3377665535763923
538,15,[ 0.050503618559525   0.3128337171091788  0.0679545693160106  0.1630202898296591  0.2255344431303162 -0.0364783114628157],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.3153835234279848
539,15,[ 0.0720314393370432  0.0425016799296575 -0.092630451677084   0.0590902173625769  0.211713375004849  -0.0396035663991265],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2663966558235704
540,15,[ 0.2483054753698977  0.1627262631335474 -0.1838848155604709 -0.01305017697502    0.2603028306780801 -0.0015443322287138],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.4520372034205533
541,0,[ 0.9076166267669488 -0.5324220364993297 -0.0541574467659039  0.38508750492739    0.2285848390322468  0.0848774493303543],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.22827868594112033
542,0,[ 0.9806968082492267 -0.4269447073293248 -0.0585943946897675  0.3299315669737056  0.3139171244200346 -0.0194275538918968],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.18126549160857644
543,6,[-0.0985592805173934  0.5163344074210964  0.2768356090341291 -0.0291317657480044 -0.2319891169978397  0.0842577791748223],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.2894985213253764
544,16,[-0.1493692995989582 -0.0130121839473571 -0.1850291435627687 -0.2543218031017505 -0.0763505781950663  0.0258070399319749],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.1442331027668293
545,2,[ 0.1213779899328902  0.0375004442484696 -0.5267807103369777  0.4181607424955182  0.0608559272250235  0.0173907210876913],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.48641609221113724
546,15,[-0.0799623793468821  0.2001465906456588  0.0062608045698643  0.2617034404611044  0.0913130809199425 -0.0481009846852871],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.1541254258129944
547,1,[-0.1780268759154608  0.1065249748318631  0.1094060487824248 -0.4068844695911572 -0.018954581931491  -0.0103373472384753],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2902293782948696
