Molecule,Cluster,data,Cluster_center,Distance_to_center
658,11,[ 0.0216344628023093 -0.3516066928467558 -0.1150408841369661 -0.1234140541155993  0.2727285412655888 -0.0151848450283329],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.4028665198330234
659,10,[ 0.5031307032475483  0.128562567215051   0.5848700949068972 -0.0047353263498487  0.2060836758766398  0.2111946024565396],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.3285386979488811
660,15,[-0.0745556592025703  0.2227031410952627  0.0128128234498997  0.1581464524625754  0.0695037232360947 -0.0023812928344332],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.12377111335055214
661,1,[-0.2298800114559826  0.1091764823651638 -0.007220775635319  -0.0454563910752895 -0.1232544133618859  0.0546292253576671],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2605170596118996
662,15,[-0.2060080807686476 -0.0102101801861872 -0.1534294105921486  0.0108080691048245 -0.0156506776114811 -0.0750945221980684],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2640015683332067
663,15,[-0.2532027855865505 -0.0265664462789549 -0.0912116356401212  0.1006214742976543 -0.1043925311331321 -0.0485503632896157],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.287402842268105
664,1,[-0.1793020602534174  0.1521000646316043 -0.0332880992557427 -0.2001244406927304 -0.0538232200824201 -0.0521530214524949],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.13723208003349188
665,15,[-0.1958903081810231  0.0083658985077925 -0.160040514512105   0.0450089345480299 -0.0111218741139719 -0.0712324847815952],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.23258537163273021
666,10,[ 0.2421501116769488 -0.0433471533442318  0.850560913578971   0.1069757143774647  0.1175713693280715 -0.159719730988595 ],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.2869533830896998
667,1,[-0.2139210460636465  0.2763274320009864  0.1170006140600847 -0.1222345967138638 -0.1314426417925952  0.0667349672069239],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2793802475938261
668,12,[-0.5770940648980766 -0.6637683312375711  0.4590065440670043  0.1433477941791877  0.36989647159184    0.1557052245445973],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.7588416531271575
669,1,[ 0.0294302591968759  0.047952356242988   0.153223566657528  -0.0873507141365362  0.2879751520637509 -0.0657857134497666],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.3677532996724315
670,1,[-0.1827595608701547  0.1697924944368928 -0.0132169090796801 -0.2228568115462766 -0.056476523875748  -0.053508121988952 ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.14491213663612723
671,2,[-0.2130843210378949 -0.2013197174139304 -0.2768742840392965  0.1807606314426541 -0.0992485417324332  0.066211463325577 ],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.2160984148011441
672,6,[-0.2525558683159833  0.7889503461158576  0.4510028387908147  0.0144343935644559  0.0423272167709625 -0.0652758194394791],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.4038389695269417
673,0,[ 0.9398449597922649 -0.4915377265836026 -0.0176330904158009  0.3387502206877703  0.2467324220556561  0.0183041929782623],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.1620128673974734
674,11,[-0.095860993519633  -0.323390717059942  -0.4522375475313054 -0.1358513517303149 -0.102150000736355   0.0393914997598224],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1700468795739727
675,14,[ 0.6426376526298325 -0.1381900548173425 -0.4193371913063244  0.3501437206458288  0.0412151185943406 -0.1148010320377537],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.2073825589980501
676,15,[-0.0035308426114567  0.2180039244920874 -0.0451417782134631  0.2128557071107395  0.0814434075075673 -0.0153450402531073],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.14705181998121286
677,6,[-0.0776873021641561  0.3309829664090045  0.1242405052893996 -0.0631478182842622  0.0302352627377904  0.0211684150071947],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.20779289768349216
678,1,[-0.124305428197027   0.0999384922167391  0.0866975961727942 -0.2566874420770798 -0.0833931219009     0.083721342266968 ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.20594788903095576
679,15,[ 0.0617978424605404  0.2580034386211169 -0.1167826124846742  0.2335496694550458  0.1521527894638643 -0.0533487154566563],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.245821338123409
680,15,[-0.120785559758929   0.1625722676193062 -0.1423142805278699  0.1255594020685819 -0.0268470354208073  0.0035296818642778],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.12960937948947715
681,11,[-0.133325711392957  -0.1720790100023991 -0.3341565516149421 -0.0013299553085223 -0.0633800860126282  0.0145087827659511],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.14634281241807845
682,15,[ 0.0643581409807986  0.122980405849198  -0.2099037670898419  0.2143152581764077  0.1420677819520078 -0.0484354640271283],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.24418600587450873
683,6,[-0.0693477474279151  0.5993221697545141  0.3223576059573241 -0.1264447376782711  0.0295380681626819  0.0304835231020326],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.22819953486281155
684,6,[-0.0892416848455828  0.3597405321972936  0.1766679713770225  0.015010488868129   0.03547962061807   -0.0110328420193842],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.1423260023812799
685,6,[-0.3196812554604355  0.5824574217326299  0.0400295759884466 -0.101654681675686   0.3289083607028966  0.0461412041481269],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.4244773793542373
686,16,[-0.170820567657659  -0.0204300879339288 -0.1982475317275752 -0.0377626006784726 -0.0296145343681059  0.00128834936875  ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.2518792826588564
687,3,[-0.0504736873734706  0.3596197542798104  0.0667083618594023  0.2371683983735375 -0.2066126807708786  0.0497558099428322],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.24414012794786147
688,15,[-0.1671413900001498  0.152396617320275   0.066988950281277   0.2394223864415173  0.019051300998883   0.0304042604175411],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.18498351711503672
689,3,[-0.0310403638181065  0.3664007922096653  0.0343491803664112  0.23971653066892   -0.1529880566589327  0.0090912674278253],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.2654387168497838
690,2,[-0.1624594308772022 -0.0281566164886116 -0.2168908880221933 -0.00923673221812   -0.0263606741816805  0.0054660470421703],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.25265150927693963
691,1,[-0.0264897082112126  0.2016035207362469 -0.1774489335049187 -0.2042220202391473 -0.0217253898245696 -0.0494691202539806],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.18870195620901556
692,11,[-0.1099190370008272 -0.2642542764454035 -0.2552720918674908 -0.0799332857259119  0.1073825717461439 -0.0708958634520312],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.18411426523125887
693,1,[-0.077663625512295   0.1659487380323393  0.0024795484022677 -0.1447725276793492  0.1059485031037324 -0.0644573205408518],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.10806760786503541
694,16,[-0.0667275703120146 -0.1205523210834567 -0.3441395994280906 -0.2328749645280154 -0.001804675294373  -0.0628296685260104],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.16727890308791002
695,6,[-0.1691493367699931  0.4503697688564302  0.1216462297390921  0.0264805034624635 -0.0259420879581721 -0.00666677758728  ],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.12611267320699993
696,11,[-0.0456251070233186 -0.1580497567982003 -0.4403764292152044 -0.0295587854167878  0.0276961593997207 -0.0580918192773334],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.19965763902126807
697,11,[-0.0714658884362655 -0.3695541943862917 -0.3904673741800864 -0.0158494589279907  0.1031350313424839 -0.0426423713042963],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1984474005616395
698,1,[ 0.0046230006688596  0.1818954002809301 -0.065458983327632  -0.1267008240107206  0.1147104180369661 -0.03700800562415  ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.1491660405320523
699,1,[ 0.0003798967268608  0.1232140333281343 -0.023372239554174  -0.2334494186404597 -0.004925083847389   0.0111057241457747],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.11095069832022676
700,10,[ 0.5841759793665923  0.1777882847208618  0.5538508592045717  0.0394110046910593  0.0656528493944515 -0.0131322254117425],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.28085041765622426
701,2,[-0.1113399690585751 -0.2549063289161411 -0.4371440841307432  0.2469150641769891 -0.0202551288362797 -0.013005246919236 ],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.23237619934233883
702,3,[-0.1446506494875825  0.2682503032801128  0.1825295662500364 -0.0303778654736221 -0.2872936150612488 -0.0600957081906651],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.2522535869198213
703,0,[ 0.9138451189212649 -0.5597758517747772  0.0074950313059126  0.3179377197250188  0.1158708150102382  0.1525928747226305],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.24487613066425798
704,15,[-0.0218415796238036  0.2905827584213559  0.0298324661645543  0.1935245795038973  0.0853469231310595 -0.0270165257837284],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20684772393978496
705,0,[ 1.0025531431149113 -0.4948806250254863 -0.0298126491458216  0.0850277672025502  0.1669812838584568  0.0656891614393919],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.1318506583459061
706,16,[-0.0404076503347385  0.0406856956651088 -0.2510937019653482 -0.1944806859695202 -0.0583971492890715 -0.0010346409266004],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.12305764927747428
707,13,[-0.2068837851919126 -0.8168204217327043  0.4696239471203196  0.08682544225194   -0.415821650068354   0.1085424275238439],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.49460432720613134
708,1,[-0.0413956401362281  0.2065221627406975 -0.122425963289402  -0.2719697070465808 -0.0652608593698917 -0.0029650459582067],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.17906116402586866
709,3,[ 0.492968056580645   0.0177063968405287  0.2696981385342356 -0.0548147398304407 -0.2069485159836955  0.0400094896021725],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.5257381704865067
710,15,[-0.0288814802651155  0.1366270329834577 -0.0829276097887148  0.2650907813300543  0.0933767726577705 -0.0328355227521521],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.1402973040041133
711,16,[-0.1794348060986538 -0.1732522425627638 -0.1773148397054726 -0.5175437860465497 -0.1986126051356888 -0.06957858876302  ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.3630585793992528
712,0,[ 0.9685756163275088 -0.5721214745310118 -0.091759937534711   0.156567443020563   0.2397704333001824  0.0267866968910004],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.12458765660565146
713,6,[-0.1674755405282009  0.5203395256098952  0.2386777431627678 -0.1159442640053303 -0.0801506184490379  0.0556307984494688],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.1820324806001882
714,1,[-0.1819602783955354  0.266192847962205   0.0573894465948387 -0.0848200082118704 -0.0847700262726044  0.044693744117846 ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.21729976706966034
715,16,[-0.0301576200531941  0.0615355557595337 -0.2983049689603537 -0.0651210646317883  0.0287294099970555 -0.0568196934299465],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.25412842254934626
716,3,[ 0.0251493140905066  0.2095718405841716 -0.0768276707238849  0.1090476022467234 -0.2513857811287722  0.0904583887998914],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.24741934295923104
717,2,[-0.0742846660723233 -0.263924434303975  -0.2665089904149107  0.0832536959390971  0.0190404659740386  0.0123267279015786],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.13432567170821283
718,14,[ 0.4293941926389746  0.0045096370605344 -0.4790090148520709  0.4058799651611321 -0.3115990014532529 -0.043879904157349 ],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.3727172478390415
719,16,[-0.0447999645965518  0.0606343708813052 -0.2648528492459289 -0.1340010301852203  0.0201254642949251 -0.062455307925225 ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.20164407636066256
720,0,[ 0.9593518634813476 -0.3247681472873811  0.0569273901697636  0.2966559395072005  0.2206442864709623  0.0348808048286101],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.20346084932387623
721,4,[-2.2846053049390047 -0.7842803830100451  0.8585150044793758  0.4029279226898524  0.3348270720494198  0.0738116261083944],[-1.9780221391258377 -0.7269255814093271  0.7793293825620993  0.3331995977862793  0.2054083645414053 -0.0749093084850398],0.3837738019698
722,16,[-0.0109482737650759 -0.090725743337663  -0.2156829583915412 -0.1990562155541477 -0.2586657366972393  0.0550748815775552],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19638465237747443
723,11,[-0.0657926972825514 -0.2140099243485222 -0.427148493807551  -0.1314319850394729 -0.018152390952557  -0.0603233664801429],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1510028767169861
724,16,[ 0.0716498110469725 -0.0099533925503709 -0.2377418883370069 -0.2790944037535069  0.0384968671349388 -0.0153923387881852],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.17697719681871227
725,1,[-0.055658310810495   0.1451818362230838 -0.2042889035066562 -0.1879059764182363  0.009727439359242  -0.0515496982148319],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2020812240200819
726,15,[-0.0669219181410349  0.240978832506124  -0.0056269683310089  0.1222687509692038  0.1565776117528848 -0.0714743533858294],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.1682501972990141
727,15,[-0.1985413591495818  0.2111874700410502 -0.0631652342620854  0.2731307848586403  0.0151001569232885 -0.0353209180109246],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.178571020768069
728,1,[-0.0402318402427573  0.3325445715094465 -0.0330676497091229 -0.3857915423269143 -0.0458179072375315 -0.0510007692147612],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.28209898639472425
729,1,[-0.03937900462922    0.2538618128092864 -0.1443077217659502 -0.096083558345023   0.0042446730523826 -0.0641783097694931],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.18911018720679232
730,2,[-0.0612140384921014  0.0378282470002018 -0.2893765808174386  0.0176652471763173  0.0207785438836334 -0.0782300156760077],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.28094860989845194
731,6,[-0.1691255961933144  0.4121311551176661  0.090994161247479   0.0531779221034782 -0.0224710068437728 -0.0077286477520849],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.16688465515103085
732,3,[-0.1010685884707356  0.2753394622302476  0.0456579437243889  0.2719639356098418 -0.1973822388924984  0.034906820007526 ],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.2782426948786461
733,15,[-0.0928442416040555  0.0992113391020653 -0.0695998101398693  0.0991454396983978  0.1522421283145589 -0.0844039938076241],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.12717181433759445
734,2,[ 0.0213197245670411 -0.1954929216575492 -0.3909950154638522  0.2386288958097344  0.1373819387928842 -0.046058512646445 ],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.21957048040437366
735,15,[-0.0952861778880918  0.2784135473492691 -0.0692850541884348  0.0167379770738595  0.0007293857733139 -0.0345953797280006],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.21032918752160143
736,15,[-0.088124912628184   0.0850253066886098 -0.2051888460022292 -0.0050895012689426 -0.0133717595771705 -0.0246039577412491],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.23186152284920167
737,1,[-0.0693856552108744  0.2861468857859812 -0.0755334254234944 -0.0751613793966096 -0.0220161862610157 -0.013521424125489 ],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.1725782931660491
738,16,[-0.0858810365702644 -0.0306428084559172 -0.2525794186962034 -0.242560576158198  -0.0656433980095256 -0.006542401517073 ],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.07748530231659549
739,6,[-0.1251650441696067  0.4454066925893224  0.0788524414624698  0.0012857000330085  0.0081860599211039 -0.0348658330125746],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.1637700406632106
740,6,[-0.0920715227999087  0.3980118148657594  0.0062196158030353  0.0714635701130438  0.0164578794800173 -0.0355786323009736],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.256329276922659
741,15,[-0.1348861481708391  0.0241417898013175 -0.208777462267142   0.0079203428532633 -0.0081351616634005 -0.0350975768547153],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2462286593471906
742,10,[ 0.3945809940239833 -0.021141943362753   0.9870768754778093  0.0613979365492619  0.0571394306025005 -0.0811868151130644],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.29386818362846406
743,12,[-1.5747592938482416e-01 -2.5173023971582331e-01 -4.4364338854956082e-05  4.9128077832507405e-01 -5.3089650455300463e-01  2.2222938369824372e-01],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.5667219161274957
744,15,[-0.1412338400868124  0.3872824195431231  0.0148286385761925  0.1861807933577161  0.0423845817839904 -0.0541178138451367],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.273265576110793
745,8,[ 0.3990799576821596 -0.3208063729446128  0.1475354288495208 -0.2942016864185363 -0.2449441993985661  0.0408317397600451],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.3629996758150058
746,16,[-0.0903874931343605 -0.1001012703621478 -0.3346761901914734 -0.1488732256969814  0.0146160855252172 -0.0660567091029247],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.19081987429098513
747,13,[-0.1073213450780694 -1.034208544039001   0.8427423963741125  0.3496123310210332 -0.1173801364704292 -0.1177265553846526],[-0.1983204401844639 -1.0200489584296113  0.8016157057226405 -0.1341786842612274 -0.258683450383928  -0.0311161059410856],0.5212432031234059
748,3,[ 0.012826017181093   0.3398349109173247  0.0775181112183167 -0.0333761043932496 -0.2650650821270092  0.0898517950302027],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.19460276852763908
749,1,[-0.1638678443537086  0.1616895016723047 -0.0465860862873094 -0.0545932016179965 -0.0892430388492972  0.0559517840260719],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.1987925908042587
750,11,[ 0.0462788744659065 -0.2586351129323675 -0.1343447934218267 -0.2092449532771539  0.2023864177402997 -0.0279120361536424],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.36348355373141417
751,1,[ 0.0889714540772565  0.0287590796439836 -0.1292660610155977 -0.0996137513959976  0.1506531488058616 -0.0116483346308133],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2896969453521342
752,2,[ 0.0568205993216961 -0.2411044546610007 -0.2970448489829541  0.0321335799575698  0.1706174922744812 -0.0267301094517252],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.239451301326611
753,15,[-0.024150008792657   0.0236491869706728 -0.1736273808436775  0.3138176501037611  0.0964952673085842 -0.0291120026348584],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.23923776854761103
754,6,[-0.0439628853581792  0.4853598797381947  0.0006564317270392  0.1836129645375335  0.0342194374970363 -0.0291014252602647],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.31260511275286773
755,14,[ 0.4473335062877777 -0.0504123063182948 -0.5747328016479354  0.3346078265391714 -0.2011264421590067 -0.124754692036838 ],[ 0.5636901138632237 -0.1146692924881631 -0.4507217073864545  0.1995908346880317 -0.0612409346756008 -0.0692688075448705],0.2718874740923303
756,1,[-0.0072479694563353  0.1780547723290914 -0.0002315501128704 -0.1793720155617612  0.0068585582375369  0.0012579793571128],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.07043736419664164
757,0,[ 0.9120512975479301 -0.5246342011016926  0.0039532294871005  0.3922786498061698  0.1693716095321048  0.0725857363106697],[ 0.9724417924719361 -0.4686871524626799 -0.0285064427585556  0.183295690773507   0.2396283684691412  0.0364331401223931],0.24030733239835797
758,2,[-0.1279965758219141 -0.0499444687288196 -0.2972289706250003 -0.0340683522195904  0.0713991337235478 -0.0823421026456057],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.24483101038616192
759,15,[-0.2007080948784467  0.0784136554632423 -0.1376367874427178  0.1608249185678527  0.0182071651604304 -0.0306123290057455],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.14107790104488652
760,16,[-0.0287669869953387 -0.1743122488251887 -0.2219773675658929 -0.1967903087256884 -0.0093637028410321  0.0008433336249128],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.13719982374073536
761,11,[-0.021049191407288  -0.1561628108282407 -0.2741224307281401 -0.0511697099894874 -0.2313761744203924  0.0438719757197674],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.24029379909058327
762,2,[-0.0293819555006177 -0.0051648561733303 -0.3717983334561586  0.083500832218329   0.0532414110407623 -0.0609979021802639],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.23786863849802858
763,11,[-0.0512195021322006 -0.3381933152702087 -0.345710026820919  -0.1472644069422829 -0.3119838027070903  0.0945685673014278],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.30137783833126797
764,6,[-0.2114599398540177  0.720809968671962   0.5884772217945641 -0.0215063364816463 -0.00219256801206   -0.0039764380759348],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.4413278748577066
