NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,FractionCSP2
14.0,14.0,9.0,4.0,1.0,1.0,0.0,5.0,221.848,219.832,57.9,-1.5847,48.9435,0.33492534,0.94972629,0.31308143,0.81053425,576.472571,1492.42565698,1841.28636884,2.96862864,0.15320215,1.0
15.0,15.0,9.0,5.0,1.0,1.0,1.0,4.0,241.858,238.834,36.92,-1.4934,58.272,0.18643561,0.89464848,0.44677074,0.85642939,984.72285664,1887.64735296,2204.08987965,3.23955428,0.29075214,1.0
16.0,16.0,8.0,5.0,1.0,1.0,1.0,4.0,245.914,239.866,44.76,-1.2488,61.058,0.14886355,0.85539787,0.51797151,0.68222101,1099.15387423,1447.69712311,2122.03537059,3.08105909,0.33236228,0.875
17.0,17.0,7.0,4.0,2.0,2.0,2.0,3.0,253.937,247.889,27.69,0.1975,69.396,0.24250817,0.92113776,0.38923672,0.80632687,850.48398611,1761.82782506,2185.004477,3.07341486,0.13647073,1.0
16.0,16.0,10.0,11.0,0.0,0.0,0.0,4.0,261.742,249.646,36.92,-0.0764,66.946,0.47655787,0.97483022,0.22294852,0.91052645,888.02251935,3626.70260858,3983.08319195,4.02904167,0.27473638,0.0
14.0,14.0,8.0,4.0,1.0,1.0,1.0,3.0,238.322,235.298,27.69,-0.3023,56.9,0.20128939,0.90286851,0.42991679,0.82312544,886.83610821,1697.95034766,2062.80873489,3.12260522,0.29703831,1.0
13.0,13.0,10.0,7.0,0.0,0.0,0.0,4.0,219.661,213.613,36.92,-1.2467,53.095,0.24639881,0.92274912,0.38540118,0.84305232,761.78784513,1666.38570911,1976.61007264,3.16643672,0.63716163,0.0
22.0,22.0,17.0,10.0,0.0,0.0,0.0,9.0,366.658,361.618,92.76,-4.636,77.895,0.08187366,0.79002458,0.61307517,0.9584089,2120.33674814,3314.68262415,3458.52655412,3.48250618,0.61485977,0.4
21.0,21.0,20.0,12.0,0.0,0.0,0.0,8.0,367.171,367.171,73.84,-4.902,80.421,0.00533387,0.46825859,0.88359147,0.92328611,2739.0149427,2862.06299393,3099.86574719,3.44218331,0.88138844,0.0
12.0,12.0,10.0,6.0,0.0,0.0,0.0,4.0,205.634,201.602,36.92,-1.7075,48.288,0.23726927,0.91895974,0.39435136,0.80106401,628.93013062,1277.57464375,1594.84712978,2.91779934,0.62979866,0.0
13.0,13.0,10.0,7.0,0.0,0.0,0.0,4.0,219.661,213.613,36.92,-1.3174,52.905,0.13564573,0.85176145,0.52392981,0.96013337,805.99457752,1477.03428926,1538.36366921,2.94930271,0.53137577,0.0
26.0,26.0,20.0,12.0,1.0,1.0,1.0,8.0,429.242,427.226,73.84,-6.7318,102.706,0.24772671,0.92150882,0.38835743,0.75339185,2573.5154483,4992.47711703,6626.66725103,4.0659852,0.17877111,1.0
17.0,17.0,8.0,6.0,1.0,1.0,1.0,4.0,259.941,251.877,44.76,0.1578,65.5545,0.7034433,0.99378945,0.11127682,0.93711444,528.15664618,4447.85542022,4746.33108971,4.32447193,0.1487395,0.77777778
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.12301258,0.84896319,0.52845199,0.83362894,927.77999993,1463.56579512,1755.65617452,2.94019358,0.34621345,1.0
14.0,14.0,9.0,4.0,1.0,1.0,0.0,5.0,237.916,235.9,44.76,-1.1162,54.5545,0.14218319,0.86517423,0.50147139,0.85764443,860.32092293,1471.36898371,1715.59323071,2.91645293,0.35828068,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.11438465,0.82589528,0.56382354,0.71003197,1012.48064439,1275.0330027,1795.74027871,2.91750761,0.2684201,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.09278376,0.80942281,0.58722629,0.76659538,1037.840915,1354.85087612,1767.36112908,2.94481645,0.33202381,1.0
7.0,7.0,6.0,1.0,0.0,0.0,0.0,2.0,115.807,115.807,26.3,0.2154,20.205,0.46468351,0.97309289,0.23041317,0.9209866,114.01185136,455.71782784,494.81483042,2.14387524,0.23050321,1.0
14.0,14.0,7.0,4.0,1.0,1.0,1.0,3.0,217.904,211.856,27.69,-0.64728,56.627,0.15225044,0.87109356,0.4911171,0.89632852,735.31326157,1342.0062962,1497.22593063,2.86393274,0.27489687,0.85714286
7.0,7.0,6.0,3.0,0.0,0.0,0.0,2.0,121.815,119.799,18.46,-0.8165,25.407,0.16007079,0.87486744,0.48436242,0.74811726,251.319503,388.17308998,518.86663982,2.1805008,0.35044547,0.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.31791121,0.94334341,0.33181804,0.94117576,650.95298838,1846.37694513,1961.77697774,3.04882675,0.38659231,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.24063395,0.92002773,0.39185325,0.87111915,735.06734826,1634.10980517,1875.87404456,2.87767669,0.26600774,1.0
16.0,16.0,9.0,4.0,1.0,1.0,1.0,4.0,249.877,246.853,44.76,-1.0386,56.6355,0.31846492,0.94570286,0.32503246,0.82851345,898.29087513,2289.75923784,2763.6959303,3.45099283,0.1751362,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,3.0,271.874,268.85,27.69,0.0631,56.892,0.38609717,0.96041336,0.27857887,0.79021261,766.72121172,2174.86980698,2752.25906044,3.2359677,0.08839604,0.85714286
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.36443479,0.95436175,0.29865307,0.73228909,951.49115713,2333.03004052,3185.9412824,3.47530605,0.04816686,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.33488196,0.94540765,0.32589011,0.99457986,679.15595019,2072.70733975,2084.00292396,3.17501618,0.33585736,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.31410286,0.9444119,0.3287646,0.86017599,680.10603436,1779.4217528,2068.67172323,3.07235631,0.21329826,1.0
17.0,17.0,9.0,5.0,1.0,1.0,1.0,4.0,263.904,258.864,44.76,-1.1097,61.016,0.28239448,0.93509467,0.35439802,0.86299414,985.16836161,2398.98215232,2779.83596946,3.4173767,0.30708312,0.875
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.20789375,0.90458917,0.42628446,0.76491204,894.57335734,1605.1955888,2098.53618953,3.09604808,0.21466028,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.19511471,0.89957016,0.43677628,0.8121683,955.01940529,1775.82098509,2186.51846331,3.09718027,0.30064729,1.0
19.0,19.0,13.0,6.0,0.0,0.0,0.0,6.0,307.86,304.836,78.9,-2.0068,55.98,0.0656217,0.77148343,0.63624941,0.82358471,1799.29016433,2329.06757296,2827.96359443,3.36122966,0.53199929,0.5
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.47446172,0.97483086,0.22294573,0.86154991,663.40527124,2563.65860211,2975.63563507,3.40263815,0.11567607,1.0
16.0,16.0,10.0,4.0,1.0,1.0,0.0,5.0,250.865,248.849,57.65,-1.6436,54.4305,0.4155847,0.96535984,0.26092217,0.77441305,749.75965128,2225.27529109,2873.49922517,3.41419625,0.0457219,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.27453021,0.92997067,0.36763371,0.93966766,923.24373189,2359.80063837,2511.31410546,3.2887289,0.31457815,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,3.0,271.874,268.85,27.69,0.0631,56.892,0.29500402,0.93815788,0.34620774,0.76743534,1007.32701472,2232.93202474,2909.60279803,3.36305402,0.14239149,0.85714286
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.16717333,0.85747808,0.5145205,0.63175128,915.91916333,1124.60650885,1780.14124513,2.84574606,0.14795644,0.85714286
17.0,17.0,10.0,4.0,1.0,1.0,1.0,3.0,271.874,268.85,27.69,0.0631,56.892,0.14519444,0.86290471,0.50536667,0.74352369,1280.0508543,1883.28236499,2532.91509466,3.23664912,0.24685596,0.85714286
16.0,16.0,9.0,4.0,1.0,1.0,1.0,4.0,249.877,246.853,44.76,-1.0386,56.6355,0.11605043,0.84019519,0.54228409,0.89382518,977.08890063,1610.49655944,1801.80262434,2.9636291,0.33775969,1.0
17.0,17.0,11.0,6.0,1.0,1.0,1.0,4.0,271.668,268.644,36.92,-2.3835,64.532,0.3000472,0.94014678,0.34076976,0.88077991,920.40318127,2378.94536376,2700.95325508,3.32316807,0.44905079,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.28379703,0.93243948,0.3613262,0.72059757,886.74960164,1768.4563428,2454.15250802,3.26356292,0.11551461,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.06290166,0.74581652,0.66615142,0.74470826,1098.37689845,1227.90454417,1648.83968951,2.90269723,0.2971957,0.85714286
17.0,17.0,10.0,4.0,1.0,1.0,1.0,3.0,271.874,268.85,27.69,0.0631,56.892,0.35679986,0.95467867,0.29763842,0.80524562,909.43437509,2460.42849429,3055.50061008,3.43755784,0.12298462,0.85714286
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.46527455,0.97357835,0.22835324,0.8749014,691.50903337,2649.41372444,3028.2426452,3.44799525,0.12685378,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.25274836,0.92514367,0.37961717,0.81493484,756.68486603,1624.39664714,1993.28409216,3.01971769,0.1959311,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.14963418,0.86629483,0.49953304,0.74174153,1175.47000829,1745.41990863,2353.13764417,3.20753741,0.29047917,1.0
17.0,17.0,11.0,6.0,1.0,1.0,1.0,4.0,271.668,268.644,36.92,-2.3835,64.532,0.07179696,0.78160702,0.62377117,0.80835017,1388.6444455,1799.55571545,2226.20812601,3.15675779,0.38939693,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.15857609,0.8767443,0.48095679,0.79065754,773.89043572,1272.2188835,1609.06437964,2.76034149,0.25495759,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,3.0,271.874,268.85,27.69,0.0631,56.892,0.28710947,0.93664907,0.35026921,0.85730569,788.40754345,1929.67654919,2250.86170314,3.02296621,0.21315866,0.85714286
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.29422723,0.93895127,0.34405017,0.82862234,818.68421585,1971.74742038,2379.54895685,3.17574036,0.21351008,1.0
8.0,8.0,5.0,2.0,0.0,0.0,0.0,2.0,125.871,120.831,26.3,0.7691,29.578,0.46974457,0.97419708,0.22569904,0.86960151,156.63891528,603.51800897,694.01674554,2.40342348,0.25201074,0.33333333
7.0,7.0,5.0,1.0,0.0,0.0,0.0,2.0,111.844,108.82,26.3,0.379,24.961,0.49638513,0.97749018,0.21098093,0.83749398,109.94267728,436.42016113,521.10244406,2.18451754,0.15437036,0.5
17.0,17.0,11.0,4.0,1.0,1.0,1.0,3.0,275.837,275.837,27.69,-0.3993,51.722,0.2894168,0.93750294,0.34797735,0.83750738,873.6339648,2102.65088288,2510.60580805,3.15371101,0.22831738,1.0
21.0,21.0,14.0,7.0,1.0,1.0,1.0,6.0,337.659,335.643,63.22,-3.1432,75.7015,0.23769996,0.8978329,0.44033633,0.60412016,2346.70269155,3219.56268953,5329.34158972,4.01671993,0.06691768,1.0
8.0,8.0,6.0,4.0,0.0,0.0,0.0,2.0,135.842,131.81,18.46,-0.3557,30.214,0.24009465,0.89702607,0.44197764,0.59572613,360.87275639,486.40770541,816.49549782,2.47465916,0.21419045,0.0
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,249.877,246.853,44.76,-1.0041,57.2355,0.12168415,0.84561062,0.53380023,0.78280757,1045.48903517,1533.18916657,1958.57734423,3.01313424,0.27791135,1.0
14.0,14.0,9.0,4.0,1.0,1.0,0.0,4.0,222.855,220.839,40.58,-1.4216,49.643,0.26424029,0.92686144,0.3754036,0.73836322,625.77960894,1230.81570545,1666.95153774,2.81166669,0.13863925,1.0
21.0,21.0,14.0,7.0,1.0,1.0,1.0,6.0,337.659,335.643,63.22,-3.1432,75.7015,0.1433432,0.83172517,0.55518758,0.6279285,2494.04985872,2820.82136171,4492.26524151,3.81080693,0.21943003,1.0
28.0,28.0,10.0,6.0,3.0,3.0,3.0,3.0,410.043,400.971,27.69,1.007,103.002,0.0484927,0.73353965,0.67964666,0.84007104,2660.71551473,3288.75306408,3914.85114809,3.4681979,0.41594735,1.0
17.0,17.0,11.0,6.0,1.0,1.0,1.0,4.0,271.668,268.644,36.92,-2.3835,64.532,0.25515865,0.92124589,0.38898074,0.96619527,1055.61824234,2622.06645496,2713.80591966,3.42978453,0.39408906,1.0
29.0,29.0,11.0,7.0,3.0,3.0,3.0,4.0,430.034,420.962,36.92,0.3302,109.426,0.00722844,0.48895871,0.87230693,0.98655735,3404.99840642,3850.96816257,3903.44074098,3.60208677,0.66099509,1.0
24.0,24.0,18.0,9.0,1.0,1.0,1.0,6.0,395.43,395.43,55.38,-4.2099,83.514,0.17329118,0.83638201,0.548147,0.57068458,3251.57991576,3385.27170423,5931.94876524,3.98654903,0.15162308,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.08995346,0.76760829,0.64091927,0.66814746,1302.08196441,1357.39833747,2031.58497369,3.02507586,0.32367923,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.30002764,0.94064468,0.33939296,0.82927312,712.35404273,1740.56660376,2098.90634079,2.97984316,0.19965172,1.0
12.0,12.0,8.0,6.0,0.0,0.0,0.0,4.0,197.87,191.822,44.76,-0.9183,45.319,0.56118562,0.98426788,0.17668261,0.87844816,372.38023311,1851.43705811,2107.62244941,3.30834783,0.26338757,0.25
13.0,13.0,9.0,6.0,0.0,0.0,0.0,5.0,211.853,207.821,61.83,-1.7393,45.709,0.60483284,0.98781175,0.15565332,0.85945806,421.56723474,2327.73293295,2708.37290369,3.58898341,0.08597452,0.5
13.0,13.0,10.0,6.0,0.0,0.0,0.0,4.0,219.661,213.613,36.92,-1.3174,52.905,0.24430557,0.92199264,0.3872074,0.82522843,652.97720909,1391.64528434,1686.37584211,2.91421139,0.65945502,0.0
29.0,29.0,9.0,6.0,4.0,4.0,4.0,4.0,418.076,406.988,36.92,2.48,118.72,0.13212018,0.84499317,0.5347771,0.9851409,2611.00678492,4809.8723496,4882.42073528,3.83590805,0.5551266,1.0
8.0,8.0,4.0,1.0,1.0,1.0,0.0,2.0,114.876,111.852,22.12,-0.118,31.966,0.39137459,0.96063991,0.27779663,0.9364264,140.66356493,474.16368725,506.35446157,2.20906428,0.24291158,1.0
15.0,15.0,7.0,5.0,1.0,1.0,1.0,4.0,225.948,216.876,36.92,-0.4008,58.612,0.17461384,0.8772577,0.48001971,0.68904302,877.56861231,1259.70352233,1828.192858,2.96229163,0.4623545,0.75
12.0,12.0,10.0,6.0,0.0,0.0,0.0,4.0,203.618,201.602,36.92,-2.0022,48.004,0.37556546,0.9573983,0.28877067,0.75160026,540.46692012,1406.7047611,1871.61292641,3.06224194,0.07890284,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.13550285,0.8595016,0.51113305,0.80434424,998.53692217,1571.34707062,1953.57533173,2.97054323,0.31633368,1.0
17.0,17.0,9.0,6.0,1.0,1.0,1.0,4.0,265.92,258.864,36.92,-0.4179,63.017,0.12975408,0.83272179,0.55369163,0.67114125,1403.37194905,1701.05662575,2534.57319122,3.25619658,0.2417731,0.75
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.26367192,0.92509676,0.37973146,0.95709876,764.27155499,1926.31751426,2012.66326839,3.02900278,0.36875245,1.0
14.0,14.0,13.0,6.0,0.0,0.0,0.0,5.0,263.748,263.748,53.99,-0.7999,45.6635,0.13912181,0.85963909,0.51090178,0.91375445,815.13683016,1457.88277327,1595.48637627,2.7080835,0.5300722,0.0
17.0,17.0,9.0,4.0,1.0,1.0,1.0,4.0,263.904,258.864,44.76,-0.73018,61.3725,0.31015109,0.93884326,0.34434478,0.98663254,867.85284607,2486.61199703,2520.30203359,3.33624038,0.3244736,0.875
17.0,17.0,11.0,6.0,1.0,1.0,1.0,4.0,271.668,268.644,36.92,-2.3835,64.532,0.43166225,0.96867019,0.2483507,0.87268926,849.09223636,2983.65848236,3418.92427774,3.65329654,0.15778191,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.12663749,0.84850801,0.52918254,0.7624144,1111.90305015,1601.9630836,2101.17107064,2.99795575,0.27257385,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.2360092,0.91779176,0.39706206,0.88354615,1068.74312273,2378.17701712,2691.62740122,3.38499637,0.28689033,1.0
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.22899027,0.91538841,0.40257181,0.86299108,1042.90661458,2235.67344814,2590.61015597,3.30989707,0.26343654,1.0
17.0,17.0,9.0,4.0,1.0,1.0,1.0,4.0,263.904,258.864,44.76,-0.73018,61.3725,0.16712413,0.88323376,0.46893297,0.81737378,1130.9503335,1971.30335618,2411.75263121,3.2321808,0.23486506,0.875
17.0,17.0,9.0,5.0,1.0,1.0,1.0,4.0,263.904,258.864,44.76,-1.1097,61.016,0.4454003,0.97004389,0.24292974,0.93503289,714.1278355,2748.66724599,2939.64766721,3.48285078,0.27180803,0.875
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.14729999,0.86083574,0.50888293,0.71636258,973.80379078,1370.83905493,1913.61064652,3.00429317,0.20332692,0.85714286
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.13384053,0.85774335,0.51407814,0.79664831,1043.13366562,1616.50651524,2029.13443794,3.0243372,0.32641642,1.0
16.0,16.0,10.0,4.0,1.0,1.0,1.0,3.0,257.847,256.839,27.69,-0.5384,51.764,0.32835335,0.94790035,0.31856699,0.87758705,781.47252201,2152.79733446,2453.08693135,3.2321524,0.23937519,1.0
17.0,17.0,11.0,6.0,1.0,1.0,1.0,4.0,271.668,268.644,36.92,-2.3835,64.532,0.09969918,0.81720232,0.5763509,0.94091972,1136.68630095,1855.6933817,1972.21224069,3.02278694,0.50019829,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,239.857,237.841,27.69,-0.6775,51.806,0.12899129,0.84944567,0.5276761,0.92916299,943.45893876,1661.2977833,1787.9508803,3.026042,0.43277988,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.31836447,0.94519664,0.32650164,0.8837453,669.63045079,1812.49554884,2050.92524493,3.09971574,0.30879928,0.85714286
16.0,16.0,10.0,4.0,1.0,1.0,1.0,3.0,257.847,256.839,27.69,-0.5384,51.764,0.15398441,0.87156376,0.49028218,0.76101412,1026.9341902,1594.00330544,2094.5778267,3.02390777,0.26606924,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.35892514,0.95505996,0.29641267,0.88043593,622.94444095,1850.33474753,2101.61203055,3.11398804,0.20468176,0.85714286
14.0,14.0,9.0,4.0,1.0,1.0,0.0,4.0,222.855,220.839,40.58,-1.4216,49.643,0.22114689,0.90826994,0.41838466,0.94257804,671.56608684,1512.97003033,1605.14033367,2.91591512,0.35981812,1.0
14.0,14.0,9.0,4.0,1.0,1.0,0.0,4.0,222.855,220.839,40.58,-1.4216,49.643,0.20130081,0.87962161,0.47567407,0.61788924,790.90169569,1027.36238312,1662.69667619,2.79462394,0.1155824,1.0
17.0,17.0,9.0,4.0,2.0,2.0,1.0,4.0,277.956,274.932,27.69,0.3981,67.231,0.21445894,0.90732154,0.42043742,0.75634602,1169.22777186,2103.38263207,2780.97929646,3.29992042,0.18573165,1.0
17.0,17.0,9.0,4.0,2.0,2.0,1.0,4.0,277.956,274.932,27.69,0.3981,67.231,0.20316744,0.89528249,0.44549889,0.69016721,1165.47928041,1805.5613581,2616.12161085,3.17024347,0.14897882,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.25042899,0.92393313,0.38255402,0.79235191,820.96506248,1700.39576043,2146.01080148,3.14530486,0.17764586,0.85714286
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.29705907,0.93917469,0.34343981,0.78173254,832.86929891,1895.76458118,2425.08080026,3.17074063,0.16304169,1.0
17.0,17.0,9.0,5.0,1.0,1.0,1.0,4.0,263.904,258.864,44.76,-1.1097,61.016,0.4879893,0.97649064,0.21555982,0.88337757,732.10229711,3000.20082511,3396.28368954,3.6750541,0.23105772,0.875
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.34743635,0.95038828,0.3110661,0.72839249,969.17940497,2269.43083966,3115.67030695,3.44396388,0.05076514,1.0
8.0,8.0,6.0,3.0,0.0,0.0,0.0,2.0,133.826,131.81,18.46,-0.3028,29.68,0.17285224,0.84687589,0.53179059,0.59151615,355.74277442,395.69635173,668.9527436,2.30366245,0.30314911,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.09047216,0.79416365,0.60770396,0.71964915,1293.49933519,1531.77494645,2128.50241357,3.10862793,0.34706432,1.0
17.0,17.0,11.0,4.0,1.0,1.0,1.0,3.0,275.837,275.837,27.69,-0.3993,51.722,0.25112448,0.92205776,0.38705231,0.73939674,932.26370785,1780.92917235,2408.62459385,3.04698833,0.16637662,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.15836826,0.87700473,0.48048173,0.86201187,847.75563672,1520.92238166,1764.38681949,2.95980203,0.28056322,0.85714286
17.0,17.0,10.0,4.0,1.0,1.0,1.0,4.0,267.867,265.851,44.76,-0.8995,56.5935,0.30868068,0.94178565,0.33621392,0.91278577,855.48047199,2322.54037446,2544.4528825,3.26826527,0.24404601,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.2839803,0.93320862,0.35933504,0.73235155,858.4910274,1749.6685915,2389.11025258,3.25456505,0.11458815,0.85714286
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,251.893,246.853,36.92,-0.808,58.4,0.29022136,0.93257797,0.36096861,0.98615932,757.49693603,2069.46712009,2098.51195988,3.12680687,0.27987764,0.85714286
16.0,16.0,10.0,4.0,1.0,1.0,1.0,3.0,274.302,273.294,27.69,-0.0241,56.816,0.14088924,0.86441196,0.50278421,0.82392694,1177.56084766,1929.70282534,2342.08001343,3.15168362,0.3875611,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.1358562,0.85906298,0.51186991,0.78889781,1122.72228779,1730.34814682,2193.37426605,3.13756905,0.33727276,1.0
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.27537075,0.9314774,0.36379921,0.91230269,733.86852921,1840.32901311,2017.23510816,3.11961259,0.29509802,0.85714286
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,267.961,262.921,27.69,-0.0947,63.629,0.23043654,0.91536655,0.40262151,0.88589154,986.93522988,2171.56200567,2451.27298305,3.23535353,0.27423636,0.85714286
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,251.893,246.853,36.92,-0.808,58.4,0.07232748,0.78466891,0.61991507,0.83508268,1118.62868723,1506.89584021,1804.48699056,2.96537335,0.31652036,0.85714286
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,251.893,246.853,36.92,-0.808,58.4,0.33976828,0.94787109,0.31865404,0.7148918,889.78216501,1996.20240855,2792.31405315,3.35726843,0.07771691,0.85714286
15.0,15.0,8.0,4.0,1.0,1.0,1.0,3.0,235.894,230.854,27.69,-0.50818,56.585,0.19593105,0.90001083,0.43586754,0.8128675,755.96225308,1409.82543994,1734.38529908,2.87520285,0.21981648,0.85714286
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,251.893,246.853,36.92,-0.808,58.4,0.41024494,0.96383323,0.26650612,0.75053081,761.73015329,2145.17381312,2858.20885656,3.38283533,0.04221003,0.85714286
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.44626652,0.97009603,0.24272144,0.93933017,589.69334945,2282.10892676,2429.50667254,3.21582265,0.244745,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.24400639,0.91893797,0.39440209,0.93177048,840.21161888,1984.99047143,2130.34273145,3.10918266,0.34715954,1.0
16.0,16.0,10.0,5.0,1.0,1.0,1.0,4.0,259.848,257.832,36.92,-1.3543,58.23,0.41841488,0.96659007,0.25632722,0.85837653,720.51951662,2412.84188652,2810.9364565,3.38201551,0.14299444,1.0
16.0,16.0,10.0,5.0,1.0,1.0,1.0,4.0,259.848,257.832,36.92,-1.3543,58.23,0.17201567,0.88602456,0.46363832,0.85995787,1039.76997531,1928.56876937,2242.63168399,3.16653737,0.33501656,1.0
18.0,18.0,10.0,5.0,1.0,1.0,1.0,5.0,277.887,274.863,61.83,-1.2261,62.023,0.34429654,0.95158685,0.30738,0.78705802,990.20943454,2535.46844459,3221.45047905,3.48425854,0.10605131,1.0
16.0,16.0,9.0,5.0,1.0,1.0,1.0,4.0,251.893,246.853,36.92,-0.808,58.4,0.11354067,0.79822665,0.60235722,0.64413574,1245.43337669,1331.81462961,2067.59932606,3.03642581,0.19878849,0.85714286
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.28059549,0.93476119,0.35527668,0.82560837,793.07961028,1842.99506791,2232.28729169,3.08171139,0.19844797,1.0
15.0,15.0,9.0,4.0,1.0,1.0,1.0,3.0,256.312,254.296,27.69,-0.1632,56.858,0.20500855,0.90217691,0.43136623,0.7487822,985.69023948,1710.99928204,2285.04266554,3.11738701,0.21801268,1.0
