PCA feature 0,PCA feature 1,PCA feature 2,PCA feature 3,PCA feature 4,PCA feature 5,PCA feature 6,PCA feature 7,PCA feature 8
0.2375768505373573,-0.15454920627148797,0.06337125223015196,-0.2856063441868818,0.22729776263424972,-0.01509441723344859,0.1271644770746047,-0.09650844453848884,0.014209837554232661
0.46782636619258483,-0.22954749396082733,-0.26177234121079634,0.10503433277433684,0.016161648067517784,0.03448903226653326,-0.0905004460631205,-0.05610986482477968,-0.016945864366386905
-0.8109856150954513,0.23244102707266515,-0.2976379076905401,0.5528323015757608,0.2589485425843574,0.007907464514912213,0.07886852305076116,-0.008401774210169393,-0.0022360100509027083
-0.24218236452664624,0.5043608494031737,0.2754571075801967,-0.2169095496156819,-0.1268425622910102,0.06674991906314506,-0.07736721557318521,-0.04832115914016561,0.054104072172313354
-0.27863738203872707,-0.5298949276051772,0.23995780292117275,0.0008392265522395626,-0.03796448343356927,0.15570814157064758,-0.04997998625416288,0.0909830480103216,0.06598744086093553
0.4903211924899848,0.851174611149582,0.32616876934460065,0.030265395551968968,-0.060168195966817474,0.2968021285804197,0.03602049879099839,-0.014301942527279487,0.0589084952923344
0.6476565875622468,0.13883719042680964,0.2573602311412495,0.2508406217721783,0.07710870911567004,-0.12828777099097002,-0.009589660239063437,0.04756767069990209,-0.020027902236628068
0.25543650287792663,0.1321868948974623,-0.4470945829297877,-0.2684044825366035,-0.03676604455054709,-0.012378625441271763,0.046525008043955866,0.058530958541955634,-0.013681401908904435
-0.26984921139828427,-0.0661925329785894,0.5352486216415746,-0.04029433021693092,-0.01539106109991926,-0.08250696582694714,-0.060133799861810555,0.03062313993482006,-0.08762780384809167
-0.4698656252987643,-0.010747277494468209,0.056619451537258704,-0.3509161971658883,-0.05224378573898522,-0.03826191774265127,-0.1088358436974319,0.040776203924303124,-0.0230874618265789
0.017465098056697957,-0.13310993292046003,-0.025063962547862816,0.11548562883834744,-0.32592635638913947,-0.062399490211142626,0.12459636489883179,-0.09064211096220066,0.03493961711743293
