idx,canonicalsmiles,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,FractionCSP2
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.5,0.0,0.25,0.9473864806130621,0.8694505894118003,0.1599255583126551,0.5726438872287904,0.5366573204925027,0.13483697540665524,0.6254960252331048,0.6332611384732411,0.7524512319504244,0.6430949030043195,0.23394891882070482,0.24258168608250436,0.31244285297654195,0.4631490108078667,0.71428571
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.4,0.16666666666666666,0.0,0.0,0.5,0.843001674066526,0.7884077295271572,0.2678660049627791,0.5211251136806548,0.4395708886992565,0.555827787101457,0.9400700996369562,0.2278389642307954,0.6163519366243106,0.3346996859496231,0.3016054758607622,0.351440460526972,0.4048854746383428,0.10904730030546513,0.6
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.5307934659415845,0.5054698627231129,0.15334987593052107,0.5246979342601014,0.34318338819131217,0.15533095083805198,0.6211942560505255,0.6369354237946926,0.29342459921254904,0.44598336231595515,0.09927391195968649,0.14577326890621078,0.21420842597132306,0.6504692766217987,0.75
,,0.3076923076923077,0.3999999999999999,0.09090909090909094,0.1,0.16666666666666666,0.0,0.0,0.25,0.45855905503623684,0.3945675121468326,0.13746898263027296,0.4964141873457191,0.30987849973586906,0.5531972381916384,0.9397371702168769,0.22860760330875388,0.6960153856660425,0.15444522186861961,0.14146390874720016,0.143754347930645,0.20650626591242116,0.3298835437812716,0.2
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.5307934659415845,0.5054698627231129,0.15334987593052107,0.5246979342601014,0.34318338819131217,0.15796894135672446,0.6453948971908317,0.6159153055218866,0.37069067933040944,0.44102808868248805,0.11117328667891804,0.15072451673443438,0.22820008213129572,0.8063152405441827,0.75
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.8117662961538064,0.7682455023889612,0.21178660049627795,0.5824606989736261,0.43103742533219563,0.2031482288564152,0.7284951808160784,0.5362722156626719,0.7541086533142289,0.5006395534120919,0.21156203057431308,0.21670189733782969,0.2917112271368889,0.4137320163208462,0.83333333
,,0.3076923076923077,0.3999999999999999,0.09090909090909094,0.4,0.0,0.0,0.0,0.0,0.5624447610036083,0.48530763558491663,0.0,0.6995063011562948,0.38554187492380837,0.22848020716290507,0.7602159708842244,0.5021079433330742,0.6288794869452237,0.40344770360034965,0.16178236580963198,0.17745991965605507,0.2770003837080812,0.42273840300446613,0.4
,,0.5384615384615384,0.7,0.09090909090909094,0.5,0.16666666666666666,0.0,0.0,0.25,0.8644214072556748,0.7786700607089103,0.3090570719602977,0.6407561387553593,0.48980454305335447,0.1602031827210724,0.6039307519564188,0.6514238568738843,0.2168108177143666,0.7852935464165539,0.18916527083448356,0.30123501057390906,0.36602127554505515,0.5888808875852747,0.5
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.8122238050180406,0.7279614533773748,0.0,0.7398077172924516,0.4997439960989882,0.23838004741477314,0.7600068999263494,0.5023413274772748,0.8716865172291559,0.4553429805336989,0.22033473341944362,0.20827611288127507,0.2839448500282984,0.4122055559897401,0.57142857
,,0.3846153846153847,0.5,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.7185696609235441,0.6267967716193419,0.04019851116625306,0.5355333246719501,0.41161363728717143,0.2625340501461068,0.7848424618703318,0.4737646537093154,0.8556232977874498,0.36805860049482747,0.18245911283520863,0.1695339170196294,0.2355309046189914,0.49466744541333396,0.0
,,0.3076923076923077,0.3999999999999999,0.09090909090909094,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.5205203123537792,0.48530763558491663,0.0,0.6384435494348447,0.3496525661343411,0.16672133816493945,0.6432805322405437,0.617786459485966,0.2950351375688569,0.4449573804792474,0.1036050504551517,0.15200041547784393,0.22648231341658998,0.618997953997493,0.8
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.5,0.0,0.0,0.0,0.5,0.7393239266738068,0.6775053789508774,0.4624069478908189,0.5780953618292841,0.4164330123125685,0.28180568748525736,0.7695091563564243,0.49161437804101416,0.18838145133449902,0.6812482073360597,0.2150694050121341,0.35130992056727717,0.43589139538364297,0.20466599237154295,0.66666667
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.4,0.16666666666666666,0.5,0.0,0.25,0.8220394497416117,0.7884077295271572,0.40769230769230774,0.4594517344419904,0.41425007111219475,0.33302891330640544,0.8457098857392398,0.3948690891695167,0.6496034147607719,0.46109817374142914,0.2516957882558235,0.28301612371655266,0.35493787340555016,0.3895715311804299,1.0
,,0.3076923076923077,0.3999999999999999,0.09090909090909094,0.4,0.0,0.0,0.0,0.25,0.46879061690911183,0.4146893340202229,0.3090570719602977,0.5828244770689879,0.2916737778861392,0.47335764051516227,0.9141615406716903,0.2824024438240612,0.6663539749209555,0.20957602426022434,0.15224878123402585,0.16050863411769872,0.2415686524102134,0.24505285257173934,0.4
,,0.5384615384615384,0.7,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,0.0,0.5,0.9576596342008674,0.8896128165499964,0.31985111662531024,0.4940418344809666,0.5008167743508474,0.5113033611809026,0.9265553074547113,0.2575119566040882,0.5836312457898689,0.3841632066790229,0.3037035227078003,0.36235598266098723,0.38769914959488383,0.11194566993422643,0.66666667
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.4,0.0,0.0,0.0,0.5,0.7602861509987211,0.6775053789508774,0.4624069478908189,0.5884760296219307,0.4168231134950628,0.28864737345424507,0.7867048040870104,0.47154865078783725,0.24582814419710064,0.5911816028351238,0.20078619785906263,0.31118347943605174,0.37903744341076084,0.2691975883907178,0.33333333
,,0.5384615384615384,0.7,0.18181818181818177,0.4,0.16666666666666666,0.0,0.0,0.25,0.9995424911357662,0.8895724112851906,0.21178660049627795,0.6818110952319085,0.5110894388231948,0.41062298756523913,0.8868715611668103,0.33142744471153507,0.7715737970215701,0.4733503668100325,0.3348186029753916,0.35354353992965504,0.4026065760634876,0.5309575041029208,0.14285714
,,0.5384615384615384,0.7,0.0,0.2,0.16666666666666666,0.5,1.0,0.0,0.8334355796325374,0.7383860116973242,0.09727047146401985,0.740821099129531,0.5683611686781258,0.8136163041390803,0.9866605499368879,0.08441916671242222,0.7764153741834197,0.1902125608017949,0.42082948248647073,0.4496312120428698,0.5167747756501853,0.06211618909836915,0.77777778
,,0.5384615384615384,0.7,0.09090909090909094,0.4,0.16666666666666666,0.5,1.0,0.0,0.9161511027003422,0.849288362273604,0.0,0.6040522281408341,0.5486041692063879,0.4638368198267814,0.9101737766119606,0.2900194198809908,0.7430528274495161,0.4255443114898944,0.3347155644429372,0.36008010828414944,0.4228203841570677,0.1989900679636377,0.75
,,0.3846153846153847,0.5,0.2727272727272727,0.2,0.0,0.0,0.0,0.5,0.7073814896072703,0.6872026425043183,0.42357320099255585,0.441821488891776,0.2934292332073632,0.42370881745465494,0.8940447203469948,0.3191921376457646,0.6402745264433927,0.30227301106139653,0.19620494163068677,0.21755954480957274,0.27369683670806433,0.33049030060608675,0.5
,,0.23076923076923073,0.29999999999999993,0.09090909090909094,0.2,0.0,0.0,0.0,0.0,0.395630790346563,0.3639807266886874,0.0,0.5770040275431987,0.288325409403064,0.2753007402989058,0.767235263833143,0.49420380924140883,0.20786564474818348,0.43996383578568243,0.1261122522616458,0.2033739811316696,0.3315104421092283,0.1648830457120717,0.0
,,0.23076923076923073,0.29999999999999993,0.18181818181818177,0.4,0.0,0.0,0.0,0.25,0.4370977301321577,0.40426477570027375,0.21178660049627795,0.5297648434454982,0.2464057865008737,0.23121334738449462,0.7382269209291301,0.5260472468593761,0.30327896608505966,0.349866656476666,0.09365862620318988,0.13580389177778407,0.20578712079835992,0.2900204288725659,0.33333333
,,0.5384615384615384,0.7,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,0.0,0.5,0.9678911960737424,0.9097346384233864,0.27295285359801486,0.5011562946602572,0.4882441383233776,0.061160501433311296,0.43473881679021065,0.7755094840696828,0.6571296230392101,0.7241240656360094,0.1991477788691313,0.2182308706085534,0.2816622265043296,0.427190812820007,0.83333333
,,0.15384615384615385,0.09999999999999998,0.0,0.1,0.0,0.0,0.0,0.0,0.021192037058217927,0.010424558319948929,0.14156327543424319,0.5438742367156035,0.1385395586980373,0.6311435805068899,0.9578945284062474,0.18311356804107956,0.6011723286090731,0.038681665372661246,0.039897223251563536,0.030422852591884278,0.05794937826345503,0.0,1.0
,,0.5384615384615384,0.7,0.09090909090909094,0.4,0.16666666666666666,0.5,1.0,0.0,0.9161511027003422,0.849288362273604,0.0,0.6040522281408341,0.5486041692063879,0.4334077940874767,0.8925247962780796,0.32181963366359645,0.9273884237945986,0.41963970847632925,0.332354318226802,0.31777880901773253,0.39521058229531225,0.27080138604907306,0.75
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.4,0.0,0.0,0.0,0.5,0.7602861509987211,0.6775053789508774,0.4624069478908189,0.5884760296219307,0.4168231134950628,0.2486886736655437,0.77329834819059,0.48726708654794404,0.44019744693405016,0.5695815709125088,0.21838744906861554,0.28645138682215016,0.37081995656969924,0.6265962722270952,0.33333333
,,0.07692307692307698,0.09999999999999998,0.18181818181818177,0.30000000000000004,0.0,0.0,0.0,0.0,0.33254655672590006,0.31287816802529367,0.0,0.5070676887098869,0.23159819578203095,0.1854898174623597,0.6535418071481216,0.6086408855255003,0.21945282592898607,0.3205960277234179,0.05771179949481111,0.09287120487397411,0.1496880535233187,0.5059638254651792,0.0
,,0.5384615384615384,0.7,0.18181818181818177,0.5,0.0,0.0,0.0,0.5,0.9061378973308518,0.7988322878471066,0.4624069478908189,0.639158113550734,0.4918688284773864,0.1861588803111253,0.710057280551909,0.5550749116016609,0.5990950574605218,0.5998343798493344,0.22565638215270487,0.26139686325406813,0.3229933881156848,0.512169045749603,0.28571429
,,0.3846153846153847,0.5,0.36363636363636365,0.30000000000000004,0.16666666666666666,0.5,0.0,0.75,0.8744970001975607,0.8495509964948431,0.31985111662531024,0.46196180329998704,0.38931285302125246,0.4530075082722695,0.9062639955410956,0.29732224177235245,0.7027924270791184,0.36049783326016155,0.26713679814783864,0.2904620992199398,0.3389746767918753,0.17766436178520362,0.66666667
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.5307934659415845,0.5054698627231129,0.15334987593052107,0.5698583863843056,0.3391198342069975,0.23612612526816712,0.6895377075924973,0.5751910416410677,0.09885161973799961,0.43121909137739356,0.08694005941685731,0.16112744148338415,0.2134804245224866,0.1356161088806715,0.75
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.2,0.16666666666666666,0.0,0.0,0.25,0.7500129974109158,0.6573431518126811,0.21178660049627795,0.6153826166038716,0.4047055955138364,0.432391942694922,0.8977341343556,0.3127321054788784,0.6218821216129484,0.33253042728109933,0.21994511470938347,0.24987969687223988,0.3086817120733747,0.3929949441216795,0.14285714
,,0.23076923076923073,0.29999999999999993,0.18181818181818177,0.4,0.0,0.0,0.0,0.25,0.41613550580724334,0.40426477570027375,0.21178660049627795,0.4914771989086657,0.24178958917469223,0.17721215222861353,0.6431134030537755,0.6179340783692219,0.23202487796763882,0.3924259635469572,0.07989197123819317,0.12591510216511137,0.19948485180079178,0.4191902440642921,1.0
,,0.23076923076923073,0.29999999999999993,0.18181818181818177,0.4,0.0,0.0,0.0,0.5,0.34344358603766123,0.3336464741355796,0.42357320099255585,0.4226192022866052,0.1713519444105815,0.7463446984806055,0.9784495578438952,0.11812607436036468,0.8045604932144821,0.09629849908977056,0.18532111011397573,0.1795368554984743,0.3061615732241336,0.1495780059564082,0.66666667
,,0.15384615384615385,0.19999999999999996,0.09090909090909094,0.30000000000000004,0.0,0.0,0.0,0.25,0.1770871242448504,0.17203551622776425,0.3090570719602977,0.4858516305053917,0.15274086716242025,0.7261292330371638,0.9754873471670298,0.1288534468906879,0.7191387796881838,0.07321931023353284,0.12761605132589235,0.12472275502904036,0.2490103074630482,0.13306712941815751,0.66666667
,,0.07692307692307698,0.09999999999999998,0.09090909090909094,0.2,0.0,0.0,0.0,0.25,0.031235377912719686,0.05070860733153526,0.3090570719602977,0.5086007535403404,0.08092974115161117,0.8614779087825295,0.9912542104567905,0.061741543328946935,0.8840124880951898,0.009319485762751552,0.09409924220487761,0.07124026193717085,0.18188914258653777,0.1831827682545205,1.0
,,0.5384615384615384,0.7,0.09090909090909094,0.2,0.16666666666666666,0.5,1.0,0.25,0.8120158464433886,0.7786700607089103,0.3090570719602977,0.6560218266857217,0.4540696493152912,0.8345071613880137,0.9887769348964304,0.07442492065519146,0.7751504723889016,0.15644629267412327,0.3830978496629933,0.4073167635288024,0.4717541707415962,0.0,1.0
,,0.6153846153846155,0.8,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,0.0,0.75,0.9993761242760444,0.9403214238815316,0.5235732009925558,0.6221514875925686,0.5106180665610143,0.48780069064830006,0.9181064326928927,0.2746888658389063,0.8107433919100029,0.45672433687150416,0.3948423511108124,0.41137639598642695,0.46692581658836474,0.31036221041058826,0.85714286
,,0.15384615384615385,0.19999999999999996,0.2727272727272727,0.30000000000000004,0.0,0.0,0.0,0.25,0.47794079419379654,0.474489125933109,0.21178660049627795,0.5611926724697934,0.19740745255800723,0.18463469046424585,0.7081026823862369,0.557026630864174,0.6580060250563242,0.2504180325155826,0.07625026390150966,0.07025823464404134,0.0850525640522437,0.6571435398842417,0.0
,,0.3846153846153847,0.5,0.09090909090909094,0.5,0.0,0.0,0.0,0.25,0.6356045875661569,0.5360162429164521,0.21178660049627795,0.6674028842406132,0.3809419318135642,0.6290743586134757,0.9573729939115323,0.1845394223283852,0.8648951006907617,0.24847729063863397,0.31534898559795904,0.31201409693050264,0.44020521986316674,0.3097193933262485,0.16666667
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.0,0.0,0.0,0.25,0.9061378973308518,0.7988322878471066,0.34925558312655086,0.6069637521112122,0.4815230200333211,0.25035261501245765,0.780676697784555,0.4786829584085297,0.7108688225247466,0.4854699455542236,0.2255157631193558,0.2401508836729203,0.29005129860425316,0.8177476161102653,0.28571429
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.2,0.16666666666666666,0.5,0.0,0.75,0.9059403366849326,0.8800973766881823,0.371712158808933,0.5196310250747045,0.413881100410419,0.4901360517522501,0.9176457908455837,0.27559911859407094,0.49397243130601676,0.3836611371568711,0.26652856765044636,0.3377661140744056,0.36381262215255905,0.0783478180526634,0.8
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.1,0.16666666666666666,0.5,0.0,0.5,0.5937321285599908,0.5971595098841378,0.25719602977667494,0.5185137066389502,0.30738347758949985,0.6373363510054237,0.9592375953490879,0.1794026373145297,0.6071124231362268,0.1561084294334982,0.17214402730743739,0.19359982151606253,0.2386260882360275,0.0,1.0
,,0.3846153846153847,0.5,0.18181818181818177,0.5,0.0,0.0,0.0,0.5,0.6144344046665906,0.5561784700546479,0.4624069478908189,0.5567233987267767,0.343272786378967,0.47410358403674885,0.9143234603609065,0.28208939516233433,0.632786549881226,0.3275061742789248,0.24242781689497542,0.2752222230917637,0.383785469726162,0.268123469834128,0.4
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.4,0.16666666666666666,0.5,0.0,0.5,0.853233235939401,0.8085295514005473,0.27754342431761786,0.5193451994283487,0.3992929416067293,0.5048784890557383,0.9225815771434889,0.26570783452419977,0.8819955575182625,0.3077274711573795,0.2823661114156711,0.27327112575690976,0.3350415559078723,0.3003516623210984,0.8
,,0.23076923076923073,0.29999999999999993,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.39364478595863694,0.35186924856308766,0.0,0.580161101727946,0.31950099557072614,0.21395954655286253,0.6999458318570875,0.5650893433401357,0.22712064448449398,0.41595060911999965,0.09920559559003977,0.1570236108869943,0.26068702271646427,0.37912091688642985,0.0
,,0.07692307692307698,0.09999999999999998,0.0,0.1,0.0,0.0,0.0,0.0,0.042173998939411206,0.010424558319948929,0.09727047146401985,0.6959074964271794,0.16183510097931647,0.5326868720783611,0.9337241342466258,0.24214511200999037,0.6461333731117958,0.07584255445022306,0.05630196202437588,0.0471850487605628,0.11411527235191543,0.23810814354391427,0.33333333
,,0.5384615384615384,0.7,0.36363636363636365,0.4,0.16666666666666666,0.5,0.0,0.75,0.9781643496615477,0.9298968655615827,0.4343672456575683,0.41501883850850985,0.4533219553821773,0.29463327440504344,0.8139645366112058,0.4377961172221134,0.8240654628351232,0.5738303197460166,0.32109996237199107,0.32665539172392327,0.3993026764962708,0.3487189163220751,0.8
,,0.3846153846153847,0.5,0.18181818181818177,0.6000000000000001,0.0,0.0,0.0,0.25,0.7497634471213335,0.646918593492732,0.11451612903225805,0.6106794855138366,0.4116949083668577,0.4422389140247241,0.9005595159845192,0.30770349606308933,0.7967443574465356,0.35911927838394614,0.2728795904332758,0.27855375478461863,0.3705199372114605,0.5380811545968474,0.0
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.5,0.0,0.0,0.0,0.25,0.593680138916328,0.5054698627231129,0.04019851116625306,0.5262050149408861,0.3743752285749116,0.4171441938294562,0.8875230938887013,0.33033303685358106,0.4645932580137939,0.3681009378875773,0.2066204270673123,0.26497356092883245,0.3639714766696971,0.22933289113260538,0.0
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.5,0.0,0.0,0.0,0.25,0.593680138916328,0.5054698627231129,0.04019851116625306,0.5170196180329999,0.3712869275468325,0.34798033778587206,0.8523742683778976,0.38526706495649865,0.4963561241988108,0.3711899116224787,0.18043176525215787,0.22361385428260655,0.3129391181363854,0.43317935013256004,0.0
,,0.5384615384615384,0.7,0.2727272727272727,0.4,0.16666666666666666,0.5,0.0,0.25,0.9346698137730964,0.8774609331595906,0.11451612903225805,0.4862284006755879,0.5468974765329757,0.44837340787257135,0.9042586579324301,0.3010075275394314,0.7209431200759462,0.48445598703080206,0.3651559769381983,0.40077793863987043,0.4671346245125978,0.34981055198108046,0.83333333
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.2,0.16666666666666666,0.0,0.0,0.0,0.6731307123620978,0.5928361465498955,0.09727047146401985,0.6184487462647785,0.5161607541956195,0.363817816207001,0.8610567997365484,0.3724035996897438,0.48185913801592783,0.3689481671327566,0.1840452473945766,0.2312019460743731,0.2971030641531047,0.36660287655793117,0.16666667
,,0.07692307692307698,0.09999999999999998,0.18181818181818177,0.30000000000000004,0.0,0.0,0.0,0.0,0.10194129329437573,0.10921543077062923,0.0,0.4696115369624529,0.1663212645779999,0.2048366605141391,0.7306748771183182,0.5340007328262127,0.5134431234621839,0.1924132083895132,0.04518655167660377,0.04384555400485067,0.11241292461996,0.4358754880898909,0.0
,,0.07692307692307698,0.09999999999999998,0.0,0.1,0.0,0.0,0.0,0.0,0.00024955028958228986,0.010424558319948929,0.09727047146401985,0.5338573470183189,0.11344630013409723,0.7354249988957229,0.9767491353164328,0.12435855016255754,0.6952216078494651,0.019109544753720127,0.0485297080067592,0.03428959489753032,0.07770602166612817,0.0,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.4,0.16666666666666666,0.5,0.0,0.25,0.9473864806130621,0.8694505894118003,0.1599255583126551,0.5655710016889698,0.5350969157625258,0.46710757441405465,0.9116697795186475,0.2871824650057877,0.7162143155537504,0.4375538941537806,0.34216527688456366,0.3752093487085692,0.4288457576060183,0.2637091353011843,0.71428571
,,0.5384615384615384,0.7,0.09090909090909094,0.4,0.16666666666666666,0.5,1.0,0.0,0.9371133270252567,0.849288362273604,0.0,0.7248174613485774,0.5616563046040066,0.39576075471600597,0.878918891046814,0.3445301901429757,0.7981521366264341,0.46947850538689695,0.3246015630617744,0.3360952599459821,0.40303728671763395,0.41238931867669004,0.75
,,0.3846153846153847,0.5,0.18181818181818177,0.1,0.16666666666666666,0.5,0.0,0.5,0.5725099560167615,0.5561784700546479,0.4202233250620347,0.4977159932441211,0.2931772928603356,0.5742237672161381,0.9440244272277043,0.21854496614353544,0.5510162274192016,0.20631550322368034,0.18052923068555798,0.2136697750333268,0.27890328852533797,0.0564264933057843,0.8
,,0.3076923076923077,0.3999999999999999,0.09090909090909094,0.1,0.16666666666666666,0.5,0.0,0.25,0.5834589749721855,0.5769972827459418,0.09727047146401985,0.5971157593867741,0.3432240237311553,0.6365366651896709,0.9590659742996348,0.17988005119547343,0.6063482257446962,0.157680784522341,0.1733362014598747,0.19519880531368122,0.24430348169077531,0.0,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.2,0.16666666666666666,0.0,0.0,0.25,0.8851756730059375,0.7988322878471066,0.34925558312655086,0.5752111212160582,0.4475192002925759,0.3379661456088837,0.8482995110248648,0.3911648324105993,0.5727133381107685,0.4745541110145628,0.2488584248597668,0.29602944592173663,0.3460551497417663,0.5448042234488012,0.28571429
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.4,0.16666666666666666,0.0,0.0,0.25,0.8117662961538064,0.7682455023889612,0.21178660049627795,0.5824606989736261,0.43103742533219563,0.18438593494770464,0.7020032644412721,0.5630680046320338,0.7913951504793799,0.5120895694918742,0.2105047898356289,0.20961546969799794,0.2879725317347077,0.3721801390079119,0.83333333
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.4,0.16666666666666666,0.0,0.0,0.25,0.8117662961538064,0.7682455023889612,0.21178660049627795,0.5824606989736261,0.43103742533219563,0.1766748369629641,0.6856350497121617,0.5789267438425723,0.8543220430924312,0.4978734805208418,0.2054293602458632,0.1946678428488886,0.2711505848925062,0.44324390825765597,0.83333333
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.4,0.16666666666666666,0.5,0.0,0.5,0.832312603329417,0.8085699566653535,0.5676178660049627,0.38084968169416655,0.3784095249705393,0.20101906731612373,0.7239850051523524,0.5409388476356254,0.4828574445912106,0.47946913888368925,0.1625969843559747,0.20249252199076817,0.2366674011561185,0.23415349387570203,1.0
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.4,0.16666666666666666,0.0,0.0,0.25,0.8117662961538064,0.7682455023889612,0.21178660049627795,0.5824606989736261,0.43103742533219563,0.2967731676545662,0.8136081644521427,0.4382543963328718,0.42252744676757836,0.45024891706993986,0.18405563884471193,0.2433015963286852,0.28195098287342746,0.1708288966769599,0.83333333
,,0.07692307692307698,0.09999999999999998,0.09090909090909094,0.30000000000000004,0.0,0.0,0.0,0.0,0.12488952200721615,0.12132690889622899,0.0,0.5456268676107574,0.14268763460522577,0.1438647476344657,0.6443691843335524,0.6168238795489965,0.5748552099364712,0.1985429559296201,0.03809478894411431,0.030039093142029752,0.07759061722414473,0.6907219338129451,0.0
,,0.3846153846153847,0.5,0.36363636363636365,0.5,0.0,0.0,0.0,0.5,0.9569629729757834,0.8787539016333827,0.32630272952853595,0.7040015590489801,0.40567272136210325,0.4884320908207444,0.919566846225998,0.2717857991043754,0.6689445123221258,0.3308514199088841,0.2606832099135415,0.2898058838129878,0.3077494592481407,0.1981656515606774,0.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.30000000000000004,0.16666666666666666,0.5,0.0,0.5,0.832312603329417,0.8085699566653535,0.5676178660049627,0.32208652721839676,0.39275387053517,0.2774606971787306,0.78773328116748,0.47032021764941245,0.3207096138609764,0.48226386264388754,0.16848968681293852,0.24333961701595896,0.27100211961101306,0.15812280401116674,1.0
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.2,0.16666666666666666,0.0,0.0,0.25,0.750262547700498,0.6372213299392908,0.13746898263027296,0.62442510068858,0.455126173351213,0.5155129309558917,0.9274772290469888,0.2555789763140889,0.817692934826896,0.30385225130912186,0.27839690771293435,0.2807402016555281,0.36631573430538866,0.3304326066632684,0.14285714
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.5,0.7602861509987211,0.6775053789508774,0.25198511166253107,0.4945303364947382,0.3815108293713682,0.6806356272934093,0.9675888717690151,0.15489870793760904,0.8758821531595764,0.20943961761989385,0.3123987421772408,0.3066649467481159,0.38794338669047024,0.3796742076082475,0.16666667
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.1,0.16666666666666666,0.0,0.0,0.25,0.7393239266738068,0.6775053789508774,0.34925558312655086,0.5245290372872548,0.37247348531025243,0.6860610147798967,0.9690469995021742,0.15033011095341534,0.7086123429370095,0.21178178014912805,0.2922923589550917,0.31872093510669325,0.38922839832836864,0.24600346133987858,0.33333333
,,0.3076923076923077,0.3999999999999999,0.36363636363636365,0.5,0.0,0.0,0.0,0.5,0.7901490023187383,0.7574269927371535,0.32630272952853595,0.5578277250876965,0.2941525458165712,0.1779652741510237,0.6835872653300761,0.5808758835961232,0.40155147363167276,0.42769932744810163,0.1191232376720801,0.15703574386032682,0.16815929823062392,0.38409678766505234,0.0
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.5619872521393738,0.5255916845965027,0.11451612903225805,0.5720020787319735,0.3009224267544394,0.16567712012513008,0.6590583195277218,0.6036556637234196,0.3720351249414673,0.4082624997226046,0.10283509799624063,0.13863576276144424,0.19366613638260433,0.7929516322515149,0.5
,,0.23076923076923073,0.29999999999999993,0.18181818181818177,0.30000000000000004,0.0,0.0,0.0,0.5,0.3227309120023292,0.31352465226218973,0.4624069478908189,0.45535923086916985,0.19318135641431994,0.6807488426383994,0.9679611382114255,0.15374150473184986,0.6707813387453714,0.14129167058004427,0.1894487057496678,0.2043327326985238,0.3504713834961499,0.09566810339872088,0.66666667
,,0.3076923076923077,0.3999999999999999,0.18181818181818177,0.2,0.0,0.0,0.0,0.25,0.4790637704969172,0.4348515611584187,0.34925558312655086,0.5724438092763414,0.28138485919785455,0.693389468108734,0.9703308482789652,0.1462247064303842,0.7828629455890146,0.14391312254509192,0.21766475635905455,0.2190055003484696,0.33149821722479156,0.17523819983327477,0.5
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.4,0.0,0.0,0.0,0.5,0.8849261227163552,0.7884077295271572,0.25198511166253107,0.515174743406522,0.45133894103783173,0.39652507494370104,0.8812819297679992,0.34068500211663044,0.6222758864438505,0.43143069813947504,0.2678062274964613,0.3085128626611372,0.35949984771013077,0.5542564123535304,0.2
,,0.3846153846153847,0.5,0.09090909090909094,0.1,0.16666666666666666,0.0,0.0,0.25,0.6041612510787853,0.5360162429164521,0.21178660049627795,0.5647005326750683,0.3296598805315129,0.4192462090506331,0.8920267311014178,0.32267646738131084,0.6794137107323681,0.24626485266255108,0.15841506289862967,0.1660434660470762,0.2195984579967647,0.5041289182587224,0.16666667
,,0.46153846153846156,0.6000000000000001,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.698064945462864,0.617059102801095,0.09727047146401985,0.7421852669871378,0.4699662725019302,0.5062582135860425,0.9229006588685447,0.26505766178376533,0.4878463995576132,0.28533978157431145,0.19997665892463248,0.2511461266424656,0.3012382826877831,0.10465442638634885,0.625
