idx,canonicalsmiles,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,FractionCSP2
,,0.46153846153846156,0.6000000000000001,0.4545454545454546,0.30000000000000004,0.0,0.0,0.0,0.25,0.9567654123298639,0.9396547370122328,0.21178660049627795,0.6499545277380798,0.17805680848470073,0.636430353073473,0.9596780105247797,0.17817320785782848,0.758484764792146,0.29705997443725196,0.3637854219671911,0.3896104682555292,0.4269212120607322,0.16403044371030573,0.33333333
,,0.5384615384615384,0.7,0.18181818181818177,0.2,0.16666666666666666,0.5,1.0,0.0,0.9158495627670971,0.8795418042970997,0.09727047146401985,0.6983110302715344,0.4137510666829209,0.8182925417516131,0.9870931242871823,0.08243097947135325,0.8737202479145472,0.19247220314609892,0.45623198683902144,0.4619332632494465,0.5176283600027809,0.07254153525028206,1.0
,,0.5384615384615384,0.7,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,0.0,0.25,0.9885934721803418,0.9400284857116881,0.1599255583126551,0.5506457061192672,0.45897842252834326,0.17475906535115612,0.6785404848394319,0.5856474565447936,0.8927311982208752,0.6292422042417385,0.2717142013938775,0.26000004489668593,0.33473045367634513,0.49145580768837366,0.83333333
,,0.3076923076923077,0.3999999999999999,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.6448587441381677,0.6264634281846924,0.0,0.6363258412368455,0.2110691210532732,0.29270080104731916,0.8174167855858514,0.4333316832664893,0.5982597053833361,0.3452516798925015,0.15638076730092976,0.1754410676190491,0.2348155381055741,0.4762930557582597,0.0
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.999282542917451,0.9198662585734922,0.0,0.7330518383785891,0.5042789223454833,0.4897761267349537,0.9196505702937967,0.27161856776408944,0.7515857314341217,0.41415304259106434,0.34807140661371705,0.3733558785401092,0.4133020431476184,0.36673993521317594,0.57142857
,,0.15384615384615385,0.19999999999999996,0.09090909090909094,0.2,0.0,0.0,0.0,0.0,0.22923273683882162,0.20232936351606612,0.09727047146401985,0.7253345459269845,0.15957576496403753,0.5358125152929847,0.9347304709625,0.23992311753065818,0.7184373696981183,0.12202624262431025,0.10561779141101979,0.09918586446467141,0.18987262061306664,0.31153831633127743,0.33333333
,,0.07692307692307698,0.09999999999999998,0.09090909090909094,0.1,0.0,0.0,0.0,0.0,0.08338099050669112,0.08100245461983668,0.09727047146401985,0.6746524619981812,0.08453004998171398,0.5676852849339389,0.9434832242218245,0.21983555316457368,0.6482930281472381,0.06944106772595243,0.059332674085875885,0.050681376714481016,0.10598234415508456,0.19083425589660652,0.5
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.30000000000000004,0.16666666666666666,0.5,0.0,0.5,0.8530148794360164,0.8388638039536551,0.31985111662531024,0.43197349616733793,0.3461416554918932,0.1533415527617964,0.6450126635974931,0.6162540673840622,0.8869476789568744,0.5168633494881099,0.20373204400958486,0.1882752195592824,0.2579919070651868,0.4880949840834193,1.0
,,0.15384615384615385,0.19999999999999996,0.18181818181818177,0.4,0.0,0.0,0.0,0.0,0.33291048423154135,0.3132317140923462,0.0,0.579199688190204,0.16991344630013405,0.2610593194809021,0.7296171099036537,0.5351043805125659,0.1201101798738895,0.3520163385059693,0.07317892873070547,0.13354258966771076,0.21717192957139064,0.2647844777061432,0.0
,,0.5384615384615384,0.7,0.2727272727272727,0.4,0.16666666666666666,0.5,0.0,0.25,0.9885934721803418,0.9400284857116881,0.1599255583126551,0.5535013641678577,0.46088016579300267,0.11577053265504786,0.5644476510614751,0.683117996880541,0.9277017490944655,0.629992950070046,0.23368758554421362,0.21421539405865508,0.28147557282991764,0.4277279833572445,0.83333333
,,0.3076923076923077,0.3999999999999999,0.36363636363636365,0.30000000000000004,0.0,0.0,0.0,0.0,0.7070279600303622,0.6970413244845803,0.0,0.656216707808237,0.1712137835751148,0.33022091432822687,0.8435725564732126,0.39790132242689646,0.5850105805728616,0.34298848127653,0.16988581000098163,0.19438866981990793,0.24325354423351397,0.41613178517915667,0.0
,,0.3846153846153847,0.5,0.36363636363636365,0.30000000000000004,0.0,0.0,0.0,0.0,0.8319174820375783,0.8183682333808096,0.0,0.6686111472002079,0.24164330123125694,0.3609731834566192,0.8601300407536863,0.3737965891221233,0.7928010508435075,0.38404336648027837,0.23940403324525242,0.24178523138364594,0.3031247778012285,0.4772161464812492,0.66666667
,,0.3846153846153847,0.5,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,0.0,0.0,0.7178522038409949,0.6973746679192299,0.1959057071960298,0.5018838508509809,0.3259978056808484,0.4153406086585201,0.8894585285455217,0.3270624515088142,0.7523046187801969,0.3409626392141668,0.23569897967722805,0.24460966696382092,0.32712996709988507,0.4508554044909103,1.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.30000000000000004,0.16666666666666666,0.5,0.0,0.0,0.9049109417404055,0.8892794731153468,0.1959057071960298,0.5199558269455632,0.32531512861148365,0.335106139116738,0.845749169603432,0.3948131315676908,0.7418549731619906,0.4573411662525658,0.26511992975834314,0.2803027415978202,0.3384138496796478,0.5779484108106407,1.0
,,0.5384615384615384,0.7,0.09090909090909094,0.1,0.16666666666666666,0.5,1.0,0.0,0.8536803468749026,0.808963907997212,0.09727047146401985,0.647267766662336,0.4540452679913853,0.6262683217315221,0.9568715000349515,0.1859026041016458,0.6012934903796114,0.2578885170303725,0.27518276026121813,0.32242304720860276,0.354198881057477,0.03795963510725992,0.875
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.999282542917451,0.9198662585734922,0.0,0.7784201637001429,0.5005729611117884,0.2973375335273193,0.8160538109202229,0.435099752409449,0.8243463457928968,0.5159166599162827,0.2877333176587641,0.28979078180825957,0.3428817268643354,0.39104467375379537,0.57142857
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.8534307965853203,0.798539349677263,0.0,0.7305963362348967,0.45836076232272754,0.13434048131368947,0.6175195136880876,0.640053586091364,0.830384772294301,0.5669571610239266,0.20967291985599532,0.20278728030128512,0.28110859252943365,0.3124371155184542,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.999282542917451,0.9198662585734922,0.0,0.7784201637001429,0.5005729611117884,0.37781476462095487,0.8671767633019603,0.36307844277200363,0.8616853405661624,0.5053696635102536,0.34598326935511475,0.34582826958938034,0.40933654356499294,0.38722480811355586,0.57142857
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.8534307965853203,0.798539349677263,0.0,0.7305963362348967,0.45836076232272754,0.07159771677083564,0.459625596600431,0.758999466614869,0.8332334502437369,0.6792535842176074,0.21302776201861748,0.20604977712346634,0.30491632886705045,0.3792675438107429,1.0
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.8534307965853203,0.798539349677263,0.0,0.7305963362348967,0.45836076232272754,0.17900489801430597,0.692748804672813,0.5720962450552075,0.8139212340131896,0.48194569066938187,0.19529461452477778,0.18930543861125826,0.24627666234840817,0.3186540179918567,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.9783203185925369,0.9198662585734922,0.0,0.7493179160711966,0.4990450648136861,0.13697220269564264,0.6328879035732633,0.626885725118872,0.6773389519537434,0.6427604966109696,0.22493911349444504,0.2455193539091265,0.30055821888139755,0.47760447727742544,0.85714286
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.5,0.0,0.0,0.0,0.25,0.8637039501731256,0.8187015768154589,0.15334987593052107,0.6620111731843575,0.4478280303953838,0.1702300088835103,0.6859251602518526,0.5786500266774455,0.5461102680471508,0.48485746377470607,0.15976160186657679,0.18795010014433156,0.21702119942886267,0.3968795748286482,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.9783203185925369,0.9198662585734922,0.0,0.7493179160711966,0.4990450648136861,0.42338235574919797,0.8933077890759493,0.3204684486542394,0.7416401546099347,0.4520054387682714,0.3235186786944116,0.3475327212009365,0.39514574058851926,0.31841664085665233,0.85714286
,,0.5384615384615384,0.7,0.2727272727272727,0.4,0.16666666666666666,0.5,1.0,0.25,0.9988250340532168,0.9601503075850784,0.11451612903225805,0.6053137586072496,0.44672274371165027,0.46162691324122557,0.9084966639281362,0.29317144335086465,0.7969023090514749,0.4291758953047806,0.3453058012251016,0.3595228274526059,0.4060289880292016,0.23124619880731895,1.0
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.8534307965853203,0.798539349677263,0.0,0.7305963362348967,0.45836076232272754,0.08209986074380964,0.4817439803059729,0.7438755871982601,0.8968207029069255,0.6278029193498026,0.20673527029593994,0.19012430117240864,0.2807737150054157,0.35636798099163214,1.0
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.8534307965853203,0.798539349677263,0.0,0.7305963362348967,0.45836076232272754,0.31141404255040156,0.831268759839239,0.4149383103607588,0.6371539226811382,0.47109259327043707,0.24242165656843737,0.2743244109732719,0.33584218619992035,0.18910396918255853,1.0
,,0.5384615384615384,0.7,0.09090909090909094,0.2,0.16666666666666666,0.5,1.0,0.0,0.8746425711998171,0.808963907997212,0.09727047146401985,0.7195660647005327,0.49105611768052343,0.839571415493066,0.9892964493818905,0.07186132548900565,0.8017484958659717,0.17756691480464495,0.44337757595358507,0.4678228948513875,0.5247288947928055,0.04509127152084818,0.875
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.8534307965853203,0.798539349677263,0.0,0.7277380797713395,0.42552724612946485,0.34996807286593684,0.8458169196506764,0.3947166524732256,0.3623509001297127,0.49953443161709643,0.22233801464744748,0.31137415197178847,0.35142982210049234,0.1421772094363308,0.66666667
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.1,0.16666666666666666,0.5,1.0,0.0,0.7078286005427721,0.6876369991009827,0.09727047146401985,0.6071976094582305,0.37704904709659076,0.533223182367895,0.9316200022379577,0.2467376888737958,0.4993290661494769,0.29681975158054813,0.22651442577537031,0.28371153962062284,0.3435002600298067,0.0,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.999282542917451,0.9198662585734922,0.0,0.7812784201637002,0.5334064773050511,0.17016165854366805,0.683792588639202,0.5806807826404888,0.5125108594459233,0.7334823571479038,0.25452336880486287,0.317343933067631,0.37182017055499617,0.2115606348751738,0.85714286
,,0.5384615384615384,0.7,0.18181818181818177,0.5,0.0,0.0,0.0,0.0,0.999282542917451,0.9198662585734922,0.0,0.7812784201637002,0.5334064773050511,0.35031097310927983,0.8528853838775088,0.38452115012415966,0.8174155254936295,0.5763881468678416,0.3664553856459954,0.37826323102794135,0.44930907214192484,0.25113254804464014,0.85714286
,,0.23076923076923073,0.29999999999999993,0.2727272727272727,0.30000000000000004,0.0,0.0,0.0,0.0,0.4990069978060372,0.5051365192884631,0.0,0.624684942185267,0.16206266000243819,0.06057546176618618,0.43299118983595153,0.7766494905490272,0.6860221393533388,0.3825506731785737,0.0868605508930115,0.08034222307623275,0.13485285351144782,0.67131069734707,1.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.4,0.16666666666666666,0.5,0.0,0.25,0.8739771037609307,0.8388638039536551,0.3558312655086849,0.4662076133558529,0.3690552236986468,0.6107202883956031,0.9540741859030464,0.19337164736682158,0.7614856923591229,0.30018969704936976,0.3432565042697825,0.36548382448950567,0.4249082028062494,0.14050947497226376,0.75
,,0.5384615384615384,0.7,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,1.0,0.0,0.9344098655547817,0.9077547804478923,0.0,0.43246719501104325,0.5054004632451543,0.49543023003568293,0.920379554423169,0.2701587431180168,0.530157658422292,0.38608630220715245,0.28089071029859725,0.3471714695540887,0.3712013691318723,0.05030899451659065,1.0
,,0.5384615384615384,0.7,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.5,1.0,0.0,0.9344098655547817,0.9077547804478923,0.0,0.43246719501104325,0.5054004632451543,0.5232988278772144,0.9302444822516935,0.24970210424740172,0.5795114615845312,0.39746039828708774,0.3231266614730836,0.3878310941661505,0.42287076294415415,0.07262815651819045,1.0
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.5,0.0,0.0,0.0,0.25,0.8637039501731256,0.8187015768154589,0.15334987593052107,0.6620111731843575,0.4478280303953838,0.33503373298043043,0.8393389626029839,0.4038424774947055,0.4026807729902495,0.44287627479457403,0.1949004976244926,0.2626933797826574,0.2881205141524268,0.11657608169590868,1.0
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.8637039501731256,0.8187015768154589,0.15334987593052107,0.6137845913992465,0.4187004754358163,0.23595750463282028,0.7665645941814698,0.4949648189780451,0.5466173298383865,0.4637733900575972,0.1827855146092321,0.21734565164847752,0.25145010697770265,0.5317123836667224,0.6
,,0.15384615384615385,0.19999999999999996,0.18181818181818177,0.1,0.0,0.0,0.0,0.0,0.24947750408118696,0.2729072598159539,0.09727047146401985,0.5441340782122905,0.04529237270917147,0.47796726256805183,0.9149015019566182,0.28096943788227824,0.788275158424586,0.09265608450251256,0.06591943652780205,0.04769132436805269,0.06420312711624143,0.3479362961952384,0.5
,,0.15384615384615385,0.19999999999999996,0.2727272727272727,0.30000000000000004,0.0,0.0,0.0,0.0,0.37411747579882104,0.38380961039223394,0.0,0.557736780563856,0.09225080255191187,0.14423188694458977,0.6155596794457943,0.6417089484353292,0.35443713148175626,0.30327477628498706,0.05735398195617702,0.07579988963665464,0.11322342296135735,0.3935520670959663,0.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.4,0.16666666666666666,0.5,0.0,0.5,0.8739771037609307,0.8388638039536551,0.22109181141439205,0.45723008964531636,0.36800357592750627,0.6148253526186018,0.9549962669697389,0.19093425706504644,0.7632529152120593,0.29531623937568796,0.34181536056374207,0.36342528143015085,0.42205319409749475,0.14025095863795517,0.75
,,0.5384615384615384,0.7,0.18181818181818177,0.1,0.16666666666666666,0.5,1.0,0.0,0.8948873384421825,0.8795418042970997,0.09727047146401985,0.6252695855528128,0.3763663700272259,0.576251533844796,0.9444518983967238,0.21752129688320662,0.5460958055350524,0.31506545974712996,0.2817714331258854,0.344215232942935,0.36988130388333373,0.0,1.0
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.30000000000000004,0.16666666666666666,0.0,0.0,0.25,0.8637039501731256,0.8187015768154589,0.15334987593052107,0.6683383136286866,0.41808281523020036,0.5223866924125595,0.9304021227107777,0.24936387466485319,0.6166766440522788,0.34388676282450015,0.2850400381265668,0.33097656469556785,0.37694425960853484,0.2648375976702081,0.6
,,0.5384615384615384,0.7,0.36363636363636365,0.30000000000000004,0.16666666666666666,0.5,0.0,0.25,0.944683019142587,0.9279170075860885,0.1599255583126551,0.3538651422632194,0.4695599171034988,0.09546985959382982,0.540261176565022,0.701625345867454,0.7301092505154838,0.6650470063400337,0.21296995856655718,0.2222512749386556,0.28962903423389963,0.6476765535401396,1.0
,,0.5384615384615384,0.7,0.18181818181818177,0.1,0.16666666666666666,0.5,1.0,0.0,0.8097698938371478,0.7968524298716124,0.09727047146401985,0.4504872028062882,0.46462676256654073,0.5355595604119618,0.9323777714992108,0.2450919075631189,0.5019634717142321,0.28535425250240326,0.21901296748219115,0.27325878981932383,0.2995981898924025,0.0,1.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.4,0.16666666666666666,0.5,0.0,0.5,0.8739771037609307,0.8388638039536551,0.22109181141439205,0.45723008964531636,0.36800357592750627,0.4034238411632378,0.8818860454305397,0.3396955488825888,0.828130040442165,0.40316093586015617,0.28488183289871194,0.28592587875623493,0.3546658103269247,0.26504221522785326,0.75
,,0.5384615384615384,0.7,0.09090909090909094,0.2,0.16666666666666666,0.5,1.0,0.0,0.8536803468749026,0.808963907997212,0.09727047146401985,0.6030011692867351,0.4927953187858101,0.4066800953808475,0.8750390911659414,0.35075933578545004,0.3331508478898957,0.5707803148549997,0.2857809590890986,0.41189712313404814,0.4641734815798697,0.0019682572302798284,1.0
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.5,0.0,0.0,0.0,0.25,0.8637039501731256,0.8187015768154589,0.15334987593052107,0.6620111731843575,0.4478280303953838,0.4087958213475974,0.8872637884901466,0.330769028460978,0.6514207320853715,0.5287432444902604,0.35015664230653365,0.401496672428322,0.4868430390216547,0.46096481233200054,1.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.30000000000000004,0.16666666666666666,0.5,0.0,0.5,0.8739771037609307,0.8388638039536551,0.22109181141439205,0.4246329738859296,0.3652566134341095,0.18941356724455508,0.697704232902814,0.5672823217556918,0.9084523202653831,0.5411020829616945,0.2393994489708022,0.2231151306789076,0.3057601524733573,0.5055904651778423,0.75
,,0.5384615384615384,0.7,0.18181818181818177,0.1,0.16666666666666666,0.5,1.0,0.0,0.8948873384421825,0.8795418042970997,0.09727047146401985,0.6252695855528128,0.3763663700272259,0.47214707500026687,0.908729868680793,0.2927349058156449,0.4257012253854926,0.3815967498938042,0.23680132871056872,0.3152468270694108,0.3329940027322884,0.0,1.0
,,0.46153846153846156,0.6000000000000001,0.4545454545454546,0.4,0.0,0.0,0.0,0.25,0.9982739438303891,0.9799791912886249,0.21178660049627795,0.6002338573470183,0.25259864277296923,0.2126131298023801,0.737076711711987,0.5272671089309847,0.47013725011367935,0.5619640638358471,0.20115455074903502,0.25644114866945406,0.27413146009168066,0.4690469833410996,0.33333333
,,0.5384615384615384,0.7,0.09090909090909094,0.1,0.16666666666666666,0.5,1.0,0.0,0.8536803468749026,0.808963907997212,0.09727047146401985,0.647267766662336,0.4540452679913853,0.5709964299898465,0.9431082467143617,0.2207262071109037,0.546146402480701,0.2843469025423352,0.2497401623108891,0.3031798563404653,0.32898813037300423,0.04383876779287007,0.875
,,0.5384615384615384,0.7,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.999282542917451,0.9198662585734922,0.0,0.759698583863843,0.4994351659961804,0.18250653390006968,0.6935406483007072,0.571330130893429,0.858758211134937,0.6691494521969769,0.2931601307129005,0.28917708508275664,0.3688100476072258,0.48151746665266615,0.57142857
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.1,0.16666666666666666,0.5,0.0,0.25,0.7181017541305774,0.707799226239179,0.25719602977667494,0.5285955567104067,0.3412085009549352,0.4647208877442158,0.9054708495388131,0.298784591334605,0.41601748120102844,0.31223406340845467,0.1837088993968781,0.2442020828991922,0.2830646161940815,0.0,1.0
,,0.46153846153846156,0.6000000000000001,0.36363636363636365,0.6000000000000001,0.0,0.0,0.0,0.5,0.9778732076570349,0.9194319019768276,0.32630272952853595,0.506106275172145,0.41543337803242725,0.645212600065113,0.9614977199145536,0.17302453526563394,0.7377643761411896,0.3649750414310311,0.45128400045180606,0.4957188288296366,0.5366624514192098,0.32560247273741777,0.25
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.5,0.16666666666666666,0.0,0.0,0.0,0.8541482536678695,0.7279614533773748,0.0,0.7884760296219306,0.5047502946076639,0.47244160478606,0.9126964226433467,0.2852213967293109,0.5511173339237185,0.46633840576907315,0.3307734705152495,0.40551767226516544,0.4717580183227794,0.2820030352923008,0.0
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.6000000000000001,0.16666666666666666,0.0,0.0,0.0,0.8541482536678695,0.7279614533773748,0.0,0.7884760296219306,0.5047502946076639,0.6508579217888346,0.9626053494629299,0.1698342968481717,0.7529744821426643,0.35091417792275414,0.444714232564386,0.4835557188834584,0.5645268604509359,0.2809394986973679,0.0
,,0.23076923076923073,0.29999999999999993,0.09090909090909094,0.4,0.0,0.0,0.0,0.0,0.41659301467147736,0.3639807266886874,0.0,0.6580096141353774,0.313584460969564,0.1262633207789484,0.6018051174808148,0.6531801612722651,0.4778475167975962,0.3848839229737435,0.09371308081047783,0.11154111295973114,0.1971345085486471,0.68960562339288,0.5
,,0.3846153846153847,0.5,0.18181818181818177,0.6000000000000001,0.0,0.0,0.0,0.0,0.9206014161978935,0.8434295988767335,0.0,0.7279459529686891,0.46756064854321594,0.5729463947175775,0.9446069872651706,0.21714894681173988,0.7946349279629263,0.3968881195697592,0.4187745223813166,0.4423040681728989,0.5125150893971309,0.48880545896699734,0.4
,,0.3846153846153847,0.5,0.09090909090909094,0.30000000000000004,0.0,0.0,0.0,0.0,0.7082965073357388,0.6066345444811458,0.0,0.7314668052487983,0.4594497947905239,0.3795232240169767,0.8725908665281541,0.3546379755391307,0.6791404522711539,0.3473727891937399,0.210131156197251,0.22758022666441424,0.2998830833513084,0.6556886808637857,0.33333333
,,0.5384615384615384,0.7,0.09090909090909094,0.8,0.0,0.0,0.0,0.0,1.0,0.849288362273604,0.0,0.851552552942705,0.610679019870779,0.6755241393109377,0.9666636277930947,0.15774856035762314,0.8742138521416556,0.41446107171224733,0.5941042462154066,0.6101916565093548,0.6636665075745498,0.3108681419091495,0.25
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.8541482536678695,0.7279614533773748,0.0,0.7884760296219306,0.5047502946076639,0.14770466565904253,0.6518631528782872,0.6101482741331249,0.6795395913890292,0.5515889637021817,0.19391840922322243,0.20823563021278163,0.2709032053501368,0.5989331825024692,0.0
,,0.46153846153846156,0.6000000000000001,0.09090909090909094,0.6000000000000001,0.16666666666666666,0.0,0.0,0.0,0.8541482536678695,0.7279614533773748,0.0,0.7884760296219306,0.5047502946076639,0.5533185292375549,0.9397292230752032,0.22862589189081403,0.7253176367451273,0.39079007332094123,0.37797799451638936,0.4145174014556522,0.4937802547207577,0.32770028482536556,0.0
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.4,0.16666666666666666,0.5,0.0,0.25,0.8015347342809314,0.7481236805155711,0.1599255583126551,0.6061452513966481,0.4488195375675566,0.39277358285326985,0.8784449862440027,0.34529657726866547,0.5488640439534533,0.41307461959561753,0.23907083463718745,0.2889109001081728,0.3482785304793692,0.19721536420726135,0.83333333
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.4,0.16666666666666666,0.5,0.0,0.5,0.8322710116144865,0.8085295514005473,0.37481389578163776,0.4938677406781863,0.3803649071477914,0.35971240502796253,0.8506530344392969,0.38776882014856906,0.3488219628495204,0.46084007675731464,0.20418085946585843,0.2887188371403684,0.32374158936573316,0.052365022690519625,1.0
,,0.5384615384615384,0.7,0.09090909090909094,0.4,0.16666666666666666,0.0,0.0,0.0,0.9580755513501713,0.849288362273604,0.0,0.7904898012212551,0.5747897110813116,0.5714614467952006,0.9441221584649415,0.21831125444264118,0.8042324869355673,0.4066002813454092,0.4294948398124065,0.45164952774708156,0.5132268957482777,0.34283380037777106,0.5
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.6000000000000001,0.0,0.0,0.0,0.25,0.8224969586058457,0.7481236805155711,0.2951612903225807,0.685706119267247,0.4595960827339592,0.681642481756932,0.9683195303797432,0.15262150650720716,0.725490924729965,0.3563275315110014,0.4836241770272879,0.5370468018556442,0.6258973515466175,0.2094210017868928,0.33333333
,,0.5384615384615384,0.7,0.09090909090909094,0.30000000000000004,0.3333333333333333,0.0,0.0,0.0,0.9790377756750859,0.849288362273604,0.0,0.8071976094582305,0.5454345970986225,0.05840322982095297,0.41574198528104334,0.7877693988320611,0.8106943242330051,0.6085138893563524,0.17552884607860456,0.1678144888986774,0.2089956892604835,0.9349709899724293,0.0
,,0.46153846153846156,0.6000000000000001,0.18181818181818177,0.8,0.0,0.0,0.0,0.25,0.8956151934534642,0.7682455023889612,0.11451612903225805,0.6892685461868261,0.49096671949286846,0.5499783834423198,0.9388362460892219,0.2306769563688615,0.6877449260286201,0.41518961881805966,0.389813266140072,0.4387788261202178,0.5046806898124427,0.30869990291050176,0.0
,,0.5384615384615384,0.7,0.09090909090909094,0.8,0.0,0.0,0.0,0.0,1.0,0.849288362273604,0.0,0.8607379498505912,0.6137673208988581,0.6995563485082972,0.971273873652142,0.14315705610550733,0.8147731021918048,0.46723282244575526,0.695735200714976,0.7438485113490063,0.7762869179917424,0.2221764686990148,0.25
,,0.5384615384615384,0.7,0.09090909090909094,0.8,0.0,0.0,0.0,0.0,0.9790377756750859,0.849288362273604,0.0,0.8224503053137586,0.6091511235726768,0.3809475862364023,0.866544314351714,0.3640525281378365,0.9131003794028136,0.5274407032388099,0.37173453019196606,0.3621961688294207,0.44226039155607366,0.5728219201478745,0.5
,,0.3846153846153847,0.5,0.2727272727272727,0.5,0.0,0.0,0.0,0.5,0.7493059382570995,0.6872026425043183,0.32630272952853595,0.5263998960634013,0.34315087975943764,0.42697297987717187,0.8948729507205451,0.3177521574760468,0.5745464724425571,0.42612908739952804,0.27443964213442695,0.32785271220371653,0.41538536273274707,0.2714921557376966,0.25
,,0.3846153846153847,0.3999999999999999,0.18181818181818177,0.30000000000000004,0.16666666666666666,0.5,0.0,0.25,0.7394596121572583,0.6878996333222218,0.04429280397022334,0.5156164739508899,0.4024267544394327,0.2546163817136652,0.7843164886710701,0.4743885673214784,0.7221216400383856,0.4067416959954268,0.18706117881012305,0.19347082231466506,0.2592786662100768,0.5730335717431163,1.0
,,0.23076923076923073,0.29999999999999993,0.18181818181818177,0.4,0.0,0.0,0.0,0.0,0.5837397190479658,0.526359384627817,0.0,0.4375341041964402,0.38290869194197247,0.5930244536052538,0.9499743644878123,0.20393440901040769,0.6803829830499795,0.2555436578805376,0.2643471381127169,0.29179267465380176,0.4090816681373699,0.25728233665141287,0.66666667
,,0.5384615384615384,0.7,0.0,0.1,0.16666666666666666,0.0,0.0,0.0,0.8019922431451658,0.7383860116973242,0.09727047146401985,0.7346628556580486,0.5419561948880491,0.5088532174477829,0.9260588370221978,0.258547895592232,0.7596308642591874,0.3276999189967729,0.28729758670279587,0.3021401125074994,0.375152835007035,0.4570757807157446,1.0
,,0.46153846153846156,0.6000000000000001,0.2727272727272727,0.4,0.16666666666666666,0.5,0.0,0.5,0.9993449304898467,0.9708375001262664,0.21178660049627795,0.6459919449136027,0.4603356495591044,0.2858745964961077,0.8120433483354461,0.4402609403969787,0.6726069578140756,0.48144243151168364,0.23871142896121314,0.2628248488336283,0.2896161003828106,0.2415136561575013,1.0
,,0.3076923076923077,0.3999999999999999,0.09090909090909094,0.30000000000000004,0.0,0.0,0.0,0.0,0.5414825366786937,0.48530763558491663,0.0,0.6689749252955697,0.3675972205290747,0.23526209705303197,0.7448937754212184,0.5189151911909523,0.315644392082286,0.46017978041474894,0.14008095042929944,0.20250084553362369,0.29762750786318737,0.3207902762255438,0.4
,,0.23076923076923073,0.29999999999999993,0.09090909090909094,0.30000000000000004,0.0,0.0,0.0,0.0,0.395630790346563,0.3639807266886874,0.0,0.6182928413667663,0.2925515055467512,0.26406608837788675,0.7624918568376915,0.49955972968329265,0.24072523686951386,0.3820211533350416,0.10643372790358166,0.16585308352398925,0.2671580296095285,0.27915324873516506,0.5
