NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,FractionCSP2
0.08571428571428572,0.08571428571428572,0.08695652173913043,0.15000000000000002,0.0,0.0,0.0,0.09090909090909091,0.08903076112795547,0.0847136328907725,0.06212559736151309,0.7238422445133905,0.12378120764286651,0.2742074203600488,0.7880558827644515,0.4808417430631342,0.12305241752375662,0.035128021701273604,0.025521000085021655,0.03172454868113817,0.20479996608892181,0.1718926989569561,0.66666667
0.3142857142857143,0.3142857142857143,0.26086956521739124,0.2,0.14285714285714285,0.25,0.25,0.2727272727272727,0.3318547066945666,0.3342577376061353,0.23914653025509858,0.6939204750937434,0.34193361183873183,0.6530783177512051,0.9670870919476797,0.15229753323886921,0.7534131811948424,0.06540300842638179,0.245610433886269,0.1708300699886339,0.48336177652930656,0.14679434599615052,1.0
0.34285714285714286,0.34285714285714286,0.21739130434782608,0.25,0.14285714285714285,0.25,0.25,0.2727272727272727,0.316895844899005,0.31365955974570775,0.23914653025509858,0.6697660696271199,0.3793012985877312,0.9845000872966598,0.9993198418591649,0.005481891652908494,0.9275468990933031,0.040555768929239164,0.4318789583282342,0.2751390809153371,0.7304321599129788,0.08655299250312222,1.0
0.02857142857142858,0.02857142857142858,0.08695652173913043,0.1,0.0,0.0,0.0,0.09090909090909091,0.04270045977993195,0.04142700629964391,0.06212559736151309,0.6776367131735729,0.05263116054074035,0.15720096421165972,0.6714993194635102,0.6073918376277322,0.24613908258724138,0.01670417928722477,0.002959569980952287,0.006412559186154276,0.05259683925619352,0.41121452992626323,0.0
0.08571428571428572,0.08571428571428572,0.08695652173913043,0.2,0.0,0.0,0.0,0.09090909090909091,0.09261789867759887,0.0847136328907725,0.06212559736151309,0.7518891447931934,0.12603892980789486,0.24537409960538614,0.7157914733586628,0.5632102218437005,0.014738836013714174,0.042017319038329934,0.02289134204066939,0.03287604254330664,0.21077259797352998,0.30306195695332067,0.0
0.057142857142857134,0.057142857142857134,0.08695652173913043,0.15000000000000002,0.0,0.0,0.0,0.09090909090909091,0.06765917922876544,0.0630703195952082,0.06212559736151309,0.7147629289833831,0.08933504517431762,0.1717261541821475,0.7282558054450334,0.5499989702257523,0.3827021326363418,0.025034998345331586,0.016832054022845423,0.016642318621001788,0.1335932814092391,0.49936687453976114,0.0
0.3142857142857143,0.3142857142857143,0.30434782608695654,0.30000000000000004,0.14285714285714285,0.25,0.25,0.2727272727272727,0.3093390129677869,0.30963939223572484,0.18637679208453928,0.5037402211774558,0.3648804957449092,0.6558179316593623,0.9675857182000056,0.15070037016064985,0.7119280458314416,0.07317720489501044,0.2702721309278079,0.19250274605983908,0.5575124717785258,0.15237072743439087,1.0
0.2285714285714286,0.2285714285714286,0.1739130434782609,0.2,0.14285714285714285,0.25,0.25,0.1818181818181818,0.2207263953538028,0.2199000994680621,0.12425119472302616,0.652863696061823,0.26404617200822,0.2653638522730754,0.8313830384140088,0.4232097840808883,0.694833684180838,0.07227293753617949,0.11655571560561985,0.0835002710953751,0.35674406060687813,0.3186770349774509,1.0
0.2285714285714286,0.2285714285714286,0.1739130434782609,0.2,0.14285714285714285,0.25,0.25,0.1818181818181818,0.2207263953538028,0.2199000994680621,0.12425119472302616,0.652863696061823,0.26404617200822,0.6228157840998336,0.961884716430013,0.16836775387418532,0.7532877090703909,0.0458937346097027,0.16105343732575894,0.11168913828754697,0.4312389955569519,0.3655828459025187,1.0
0.2285714285714286,0.2285714285714286,0.1739130434782609,0.2,0.14285714285714285,0.25,0.25,0.1818181818181818,0.2207263953538028,0.2199000994680621,0.12425119472302616,0.652863696061823,0.26404617200822,0.10824080212983286,0.6446304244569687,0.6323291043647549,0.7843491108362064,0.08219595601399733,0.09544101474539884,0.06453111007491358,0.30522653589050286,0.3765582782102674,1.0
0.34285714285714286,0.34285714285714286,0.21739130434782608,0.25,0.14285714285714285,0.25,0.25,0.2727272727272727,0.316895844899005,0.31365955974570775,0.23914653025509858,0.6697660696271199,0.3793012985877312,0.3923810708966097,0.8988152301243957,0.31403831384155667,0.5714796956103194,0.10581485501453954,0.2102272995489214,0.1626661143346016,0.48774410682462543,0.12918603981955115,1.0
0.3142857142857143,0.3142857142857143,0.30434782608695654,0.30000000000000004,0.14285714285714285,0.25,0.25,0.2727272727272727,0.3093390129677869,0.30963939223572484,0.18637679208453928,0.5037402211774558,0.3648804957449092,0.45366723346088167,0.9200311358591764,0.2720164149370985,0.7870890891936881,0.08821782920608008,0.22212539172961077,0.15152532085140832,0.47882951976979815,0.259529155825093,1.0
0.2571428571428571,0.2571428571428571,0.26086956521739124,0.2,0.14285714285714285,0.25,0.0,0.36363636363636365,0.28129314885197365,0.2848696824229843,0.23914653025509858,0.63758874697832,0.2852282167572272,0.5191415535391751,0.9387922560115696,0.22991747872683407,0.8102352363651764,0.06438648464883007,0.18607292560074964,0.12510409043830975,0.42336321169614277,0.303270516446104,1.0
0.08571428571428572,0.08571428571428572,0.08695652173913043,0.15000000000000002,0.0,0.0,0.0,0.09090909090909091,0.09261789867759887,0.0847136328907725,0.06212559736151309,0.7518891447931934,0.12603892980789486,0.2048955046641505,0.7689389063850114,0.504093250091446,0.3888805727414897,0.029075384389104394,0.024779648516405895,0.023370854398246717,0.15547397599944424,0.5664223264609021,0.0
