PC1,PC2,PC3,PC4,PC5,PC6
0.6426376526298325,-0.1381900548173425,-0.41933719130632435,0.35014372064582877,0.04121511859434055,-0.11480103203775367
-0.15712188124878235,0.4746622164355385,0.1260589719945089,0.014832674933059573,0.0004846781589931822,-6.585634753613217e-05
-0.2525558683159833,0.7889503461158576,0.4510028387908147,0.0144343935644559,0.04232721677096246,-0.06527581943947915
1.088595313730568,-0.5560653745839963,-0.17852980764917423,0.09308842786133616,0.23754281048827267,0.05378050740042019
0.9608213074242707,-0.5562353535128725,-0.10602064367026484,0.3581494630833233,0.35281255672916145,-0.031589497133023246
1.0354938853437834,-0.49710258423555703,-0.05993596035833335,-0.037623579446316766,0.24778910180995647,0.026043547756146337
-0.19729788082764757,0.4341266852084983,0.17851053622340798,0.05994461886711523,-0.05334834133006378,-0.12620412574037385
0.03876505524786624,0.1245133967930157,-0.2811488994108344,-0.1810485712899758,-0.0249318825937897,-0.04293065617276978
0.05883582487122512,0.46420861223807364,-0.02888572285586969,-0.13026991126679746,0.003625277922244888,-0.03362157370425544
0.031193041210239515,-0.09026849702060265,-0.40758090776104855,-0.3663092104346349,-0.07274010004301057,-0.02758748752345396
-0.2025362372557853,0.18763456203191436,-0.055980165799391024,0.09040163484733126,0.014175669420435494,-0.039566884935338394
-0.18019033034487025,0.26018782072944924,0.06446887791103706,-0.11811936238123265,-0.09941086610485596,-0.10677480973328747
-0.005625948502153806,0.3334018616541228,0.07001297754969762,-0.11043948378447833,-0.22119205510890094,0.0441622200524674
1.0027357340821752,-0.471766292353319,-0.004675962213801101,-0.06158939144717599,0.2756733631668569,0.029592995775287522
0.9733800813023062,-0.481115122308133,-0.07367827350101638,0.1971148467412213,0.33767324243053254,0.06468813924673547
-0.14819503293833666,0.296742474203682,-0.04900694675148285,0.27046641283485995,0.011663433164958242,-0.022823463547145286
-0.10078647800990591,0.243057004143004,0.11633853262277633,0.019917543085394968,-0.2274413362743579,-0.08485173911528081
-0.2779851482414825,-0.23744060582975596,-0.19200183649766941,0.027442041333218856,-0.1169944570970882,0.001377791148077778
-0.08986637346288201,0.3838214798816785,0.0096365446167729,0.008217559722582164,-0.040933803156215066,0.007390107211851601
-0.09586099351963295,-0.323390717059942,-0.45223754753130535,-0.13585135173031493,-0.10215000073635502,0.0393914997598224
-0.11933312553326825,0.440623012930982,0.12091093375849168,-0.18003486509633226,-0.06894098805532943,0.017546779384403636
-0.03052833894259754,-0.3484341660638645,-0.5345213227891238,-0.19789993604267828,-0.04115197249376599,-0.040336708000882196
-0.0018867513577813897,0.21696480729428536,-0.21479182480133005,-0.047625618450688835,0.007105095250655488,-0.060559809509255415
-0.3133073624557171,0.5848010772850535,0.024499652816946875,-0.03838875853013786,0.3394679740543874,0.04743574771022662
0.6426376526298325,-0.1381900548173425,-0.41933719130632435,0.35014372064582877,0.04121511859434055,-0.11480103203775367
0.6890413535992519,-0.2511679567310424,-0.35011957352983003,-0.22246336152194837,-0.06299162585113306,-0.047493510734812436
-0.62374741198497,-0.5831436009013939,-0.03184120258541349,0.13992415973303363,-0.2277742200660923,-0.1854768587328196
-0.0035308426114566624,0.21800392449208744,-0.04514177821346314,0.21285570711073948,0.08144340750756734,-0.015345040253107286
0.038607353943360685,-0.3154433298387121,-0.43855375840644406,-0.04883892584185105,0.0763374021269888,-0.030681545210062257
-0.0776873021641561,0.33098296640900454,0.12424050528939963,-0.06314781828426219,0.030235262737790418,0.021168415007194723
-0.14036005978089147,0.23943399963336814,-0.013409428192148222,-0.1896419802389186,-0.07832614285806891,0.004806773978193529
-0.07687207822607077,0.5003876623230626,0.31330129132783535,-0.0946265247361391,0.02414633191095797,0.00587743313769104
-0.09222704576626076,0.47799974611950724,0.05456341933450914,0.17192460087428982,-0.005903712276563125,-0.019124730233785855
-0.054292408868094916,-0.07205903301733123,-0.34336776960294624,-0.15948065857407467,0.01057887486280032,-0.0616387360114409
-0.436036658168488,-0.24372806134083808,-0.12565986996939277,0.6009885213985086,-0.06769648722409641,0.023123067516972465
-0.12101189996180449,-0.19300445944157502,-0.3522175322939041,0.01650919188826568,-0.06372618490686492,-0.04690913619933993
-0.12430542819702702,0.09993849221673914,0.0866975961727942,-0.25668744207707983,-0.08339312190090002,0.08372134226696801
-0.08746010921504285,0.1727932997082614,0.30547728731699986,-0.3110092921555607,0.10689595852462712,0.026916536344747888
-0.0008694831030842079,-0.18836848773771653,-0.5358195579775155,0.25166019065722967,0.045989178899551925,-0.05586073026651906
