cluster,idx,canonicalsmiles,battery_elemetal_friendness,capacity(mAh/g),scscore,sascore,spacial_score
8.0,243.0,CC(B(O[Na])O[Na])(C(=O)O[Na])C(=O)O[Na],0.04327673575253968,321.88039524911204,2.0019352832018793,6.3377242119213255,165.0
8.0,244.0,CB(P(=O)(O[Na])O[Na])P(=O)(O[Na])O[Na],0.03920957102292303,388.83993132240647,2.0318584012751577,7.01261772854928,185.0
8.0,259.0,O=C(CB(O[Na])O[Na])O[Na],0.06366891223441842,315.70117722188195,1.5749241442657822,6.7453249879772885,94.0
8.0,290.0,CCCC(B(O[Na])O[Na])B(O[Na])O[Na],0.09253363458970933,344.1197950543744,2.054222196466053,6.781194930806484,154.0
8.0,303.0,CCCB(CC(=O)O[Na])CC(=O)O[Na],0.05006644964413551,248.25360662325176,1.810780651642706,5.343110939122491,133.0
8.0,305.0,CC(B(C(C)C(=O)O[Na])C(C)C(=O)O[Na])C(=O)O[Na],0.036530606039105205,271.70454763022974,1.6815524221206986,6.14433643217612,285.0
8.0,321.0,O=BCN(CC(=O)O[Na])CC(=O)O[Na],0.04984854562303765,247.17313338179457,2.2355764467633312,5.0815496085611604,133.0
8.0,355.0,[Na]OB(O[Na])C(B(O[Na])O[Na])=C1CCCCC1,0.0795769438832401,295.93565346885674,2.342527233406437,5.999056107208805,274.0
8.0,373.0,CC(CC(=O)O[Na])B(O[Na])O[Na],0.054641936625056835,270.94107803664576,1.8101776580182767,6.61299301942397,151.0
8.0,376.0,CCCCC(B(O[Na])O[Na])B(O[Na])O[Na],0.0872938659346426,324.63381977945073,1.9711249150997858,6.418103503419301,166.0
8.0,377.0,[Na]OB(CC(B(O[Na])O[Na])B(O[Na])O[Na])O[Na],0.11054611882105952,456.78414870960603,2.363437373777603,7.89563273568671,189.0
8.0,389.0,CC(C)(B(O[Na])O[Na])C(=O)O[Na],0.054641936625056835,270.94107803664576,2.0254383882157696,6.173056946023223,136.0
8.0,391.0,CC(C)(C)C(C)(B(O[Na])O[Na])B(O[Na])O[Na],0.08261570554209871,307.2363879953033,2.031134203771403,6.44988719148386,208.0
8.0,397.0,CCCCCC(B(O[Na])O[Na])B(O[Na])O[Na],0.08261570554209871,307.2363879953033,2.396609743560988,6.095354915419888,178.0
8.0,415.0,[Na]OB(O[Na])C1CCCCC1B(O[Na])O[Na],0.08325697080769734,309.62116486861794,1.6762293698714856,6.981355527337795,412.0
8.0,452.0,O=C(O[Na])C1(B(O[Na])O[Na])CC1,0.055204386941292996,273.72997799948484,2.0861719299622363,6.331351983244066,226.0
8.0,473.0,CB1OC(=O)C(CC(=O)O[Na])(CC(=O)O[Na])O1,0.04159773467016521,206.26163294235536,2.0911078717673246,5.146906581840556,301.0
8.0,482.0,[Na]OB(O[Na])C1CCCC(B(O[Na])O[Na])C1,0.08325697080769734,309.62116486861794,2.078479664984467,7.1542121706944375,412.0
8.0,495.0,CC(B(O[Na])O[Na])C(=O)O[Na],0.0588110507335063,291.61355673651485,1.9942077235599138,6.814417692930875,139.0
8.0,504.0,CC(C)B1OC(C(=O)O[Na])C(C(=O)O[Na])O1,0.04396283570862218,217.98894468502286,1.955671127879706,5.812626256608524,397.0
8.0,506.0,CCCCCCC(B(O[Na])O[Na])B(O[Na])O[Na],0.07841345473929275,291.6087981849546,2.3344195228109648,5.83162511026865,190.0
8.0,508.0,[Na]OB(O[Na])C1=C(B(O[Na])O[Na])CCCC1,0.08390826898451746,312.04325275180105,1.7733668131390634,6.269753370453227,268.0
8.0,509.0,CC1(B(O[Na])O[Na])C=CC=CC1C(=O)O[Na],0.043609083208970265,216.23486916109832,2.1223237119097482,6.383168602634591,449.0
8.0,523.0,CCC/C(=C/B(O[Na])O[Na])B(O[Na])O[Na],0.08801012621133986,327.2974927316214,2.3541566401222296,6.766223503419302,179.0
8.0,529.0,O=C(O[Na])C(CB(O[Na])O[Na])C(=O)O[Na],0.04327673575253968,321.88039524911204,2.0502851737681587,6.353341402827586,153.0
8.0,555.0,CCC1(B(O[Na])O[Na])C=CC=CC1C(=O)O[Na],0.041273949541336945,204.65615009757755,2.494574694861631,6.325357215465774,461.0
8.0,568.0,CC(C)=C(B(O[Na])O[Na])B(O[Na])O[Na],0.09333885838599397,347.11431103744366,2.309493733147158,6.985053662615215,142.0
8.0,572.0,CB(C)P(O[Na])(O[Na])(O[Na])O[Na],0.04746018646954504,470.6609933727029,1.763102715130689,7.403435407561684,188.0
8.0,589.0,CN(C(=O)O[Na])c1ccc(B(O[Na])O[Na])cc1,0.04143655937055675,205.46244806484188,2.40157128544469,4.7428087223087845,171.0
8.0,630.0,C/C=C(\C=C/CB(O[Na])O[Na])B(O[Na])O[Na],0.08390826898451746,312.04325275180105,2.3019023874789415,6.906053663183752,199.0
8.0,634.0,[Na]OB(O[Na])c1ccc(Cl)c(Cl)c1O[Na],-0.2203125744683192,196.54544395440476,2.319127233011291,5.132301195726994,156.0
8.0,745.0,Fc1cccc(OB(O[Na])O[Na])c1O[Na],0.045454163268394805,225.38366606034955,2.460036046521452,5.013229929310483,151.0
11.0,17.0,O=C(O[Na])c1cc(O[Na])cc(B(O[Na])O[Na])c1,0.04006403130419317,297.98518782021836,2.209323131581071,5.537692334348918,172.0
11.0,19.0,O=C(O[Na])c1ccccc1B(O[Na])O[Na],0.046626158430614906,231.19498338031502,2.1383561983390464,4.824993156327368,150.0
11.0,21.0,Fc1ccc(O[Na])c(B(O[Na])O[Na])c1,0.048731897938855254,241.63625555450386,1.7808153639077824,5.043938885287281,143.0
11.0,28.0,Cc1ccc(O[Na])c(B(O[Na])O[Na])c1,0.049618180483148526,246.03087190281545,1.762371698723146,5.028576941967442,143.0
11.0,35.0,[Na]OB(O[Na])c1c(O[Na])cccc1O[Na],0.044703917174540427,332.4953760746664,1.9537523427321095,5.684704225745756,152.0
11.0,50.0,O=C(O[Na])c1ccc(F)cc1B(O[Na])O[Na],0.043269288489937045,214.55000304594304,2.3179745917313648,4.827172804507544,163.0
11.0,70.0,O=C(O[Na])c1cc(F)ccc1B(O[Na])O[Na],0.04326928848993704,214.55000304594301,2.121826300224903,4.87594024636801,163.0
11.0,71.0,FC(F)(F)c1cc(O[Na])cc(B(O[Na])O[Na])c1,0.0397684221367251,197.19101904231783,2.162194464569116,4.9067619664559405,197.0
11.0,77.0,[Na]OB(O[Na])c1c(Cl)cccc1O[Na],-0.10339372781363029,224.95242197997294,1.9673380806696525,5.08768908771643,143.0
11.0,78.0,FC(F)(F)c1cccc(O[Na])c1B(O[Na])O[Na],0.0397684221367251,197.19101904231783,2.0403858451103334,4.797854274148249,197.0
11.0,79.0,O=C(O[Na])c1c(F)cccc1B(O[Na])O[Na],0.04326928848993704,214.55000304594301,2.165662399414968,4.876278350124718,163.0
11.0,96.0,COc1ccc(O[Na])c(B(O[Na])O[Na])c1,0.046224289555927014,229.20232366028267,1.9258177045372813,4.79192448840992,151.0
11.0,100.0,[Na]OB(O[Na])c1ccsc1B(O[Na])O[Na],0.083263061835068,309.6438165573769,2.139230488533777,6.505082086908982,160.0
11.0,119.0,Fc1ccc(O[Na])c(B(O[Na])O[Na])c1F,0.04507685829473394,223.51280600987718,2.0661220461291347,5.1146161957269936,156.0
11.0,120.0,Fc1cc(F)c(O[Na])c(B(O[Na])O[Na])c1,0.045076858294733936,223.51280600987715,2.376786155883975,5.1105938880346855,156.0
11.0,144.0,Cc1ccc(O[Na])c(B(O[Na])O[Na])c1F,0.045834145845167734,227.2678029585793,2.3378660642460254,5.1101438880346866,156.0
11.0,148.0,Fc1c(Cl)cc(B(O[Na])O[Na])cc1O[Na],-0.09613673959861421,209.16348478070128,2.3830504245020663,5.356899657265456,156.0
11.0,149.0,Fc1ccc(B(O[Na])O[Na])c(B(O[Na])O[Na])c1,0.07959715535138479,296.010817124824,1.7678622023369068,5.759372267459286,181.0
11.0,158.0,O=Cc1ccc(O[Na])c(F)c1B(O[Na])O[Na],0.043269288489937045,214.55000304594304,2.1125994990577723,5.2149681533447545,163.0
11.0,165.0,Fc1c(Cl)ccc(O[Na])c1B(O[Na])O[Na],-0.09613673959861421,209.16348478070128,2.0243238487686694,5.122553503419302,156.0
11.0,172.0,COB(OC)c1c(O[Na])cccc1O[Na],0.04785171809442879,237.27189933573695,1.488868106350845,4.5209485034193015,150.0
11.0,180.0,O=C(O[Na])c1ccc(F)c(F)c1B(O[Na])O[Na],0.04036331463002163,200.140782967335,2.4897532092041157,4.9325711972251725,176.0
11.0,191.0,Fc1cc(O[Na])c(B(O[Na])O[Na])c(F)c1F,0.041931843302423534,207.91830469662673,2.293002855737206,5.135325398425255,169.0
11.0,202.0,Fc1c(Cl)cc(O[Na])cc1B(O[Na])O[Na],-0.09613673959861421,209.16348478070128,2.112155604495145,5.34575004188084,156.0
11.0,212.0,COc1cc(F)cc(B(O[Na])O[Na])c1O[Na],0.04292298714136557,212.8328739230987,2.2762139432082433,4.830721283935095,164.0
11.0,225.0,[Na]OB(O[Na])c1cc(Cl)cc(O[Na])c1Cl,-0.2203125744683192,196.54544395440476,2.3483935799397946,5.289261195726994,156.0
11.0,236.0,CC(C)c1ccc(O[Na])c(B(O[Na])O[Na])c1,0.04395872466030784,217.9685601245379,2.197158681201633,4.8237531265111215,173.0
11.0,238.0,COc1cc(C)cc(B(O[Na])O[Na])c1O[Na],0.04360908320897026,216.2348691610983,2.4521599701013788,4.788606435992339,164.0
11.0,253.0,[Na]OB(O[Na])c1cc(O[Na])cc(O[Na])c1,0.044703917174540427,332.4953760746664,2.161085765372281,5.953144000605043,152.0
11.0,268.0,O=C(O[Na])c1sccc1B(O[Na])O[Na],0.04544461070293716,225.33629983318104,2.1229563412534755,5.490819856947199,142.0
11.0,271.0,O=C(O[Na])c1ccncc1B(O[Na])O[Na],0.04642834138486312,230.2141110514701,2.493511559485711,5.143265576590032,150.0
11.0,331.0,Cc1ccc(C(=O)O[Na])c(B(O[Na])O[Na])c1,0.0439665899460787,218.00756000516887,2.253180903514607,4.813597133666757,163.0
11.0,333.0,COc1cccc(O[Na])c1B(O[Na])O[Na],0.046224289555927014,229.20232366028267,1.7966916212360018,4.81892448840992,151.0
11.0,351.0,[Na]OB(O[Na])c1cc(Cl)cc(Cl)c1O[Na],-0.2203125744683192,196.54544395440476,2.131715685045843,5.095224657265456,156.0
11.0,359.0,O=C(O[Na])c1cc(Cl)ncc1B(O[Na])O[Na],-0.09217791411042947,200.5503183866195,2.373589250579518,5.1929624288367044,163.0
11.0,362.0,N#Cc1cc(O[Na])cc(B(O[Na])O[Na])c1,0.04723728302612206,234.22523389756128,2.2223208783834085,5.243515107546881,145.0
11.0,364.0,COC(=O)c1cc(O[Na])cc(B(O[Na])O[Na])c1,0.041280883346760194,204.69053124935047,2.1867539247079355,4.6949371504024295,171.0
11.0,366.0,O=Cc1ccc(O[Na])cc1B(O[Na])O[Na],0.046626158430614906,231.19498338031502,2.202713488249491,5.230894844882715,150.0
11.0,386.0,Cc1cccc(O[Na])c1B(O[Na])O[Na],0.049618180483148526,246.03087190281545,1.7914910319019013,5.068621476380397,143.0
11.0,399.0,[Na]OB(O[Na])c1cscc1B(O[Na])O[Na],0.083263061835068,309.6438165573769,2.058007914738435,6.639383024995285,160.0
11.0,404.0,O=C(O[Na])C(B(O[Na])O[Na])c1ccccc1,0.0439665899460787,218.0075600051689,2.195239761981462,5.157948749064893,194.0
11.0,425.0,O=C(O[Na])c1c(Cl)cccc1B(O[Na])O[Na],-0.09251986242734636,201.29429100187406,2.34582562456503,4.86745223205674,163.0
11.0,433.0,N#Cc1ccc(B(O[Na])O[Na])c(B(O[Na])O[Na])c1,0.07759214605580436,288.5544647299729,2.157493751540418,5.72604211359003,183.0
11.0,436.0,O=C(C=CB(O[Na])O[Na])O[Na],0.05946311603887211,294.8468110407756,1.7565130758817795,6.555612007384763,98.0
11.0,467.0,[Na]OB(O[Na])c1c(O[Na])cncc1O[Na],0.04452204277608031,331.1426445840848,2.2247301120676353,6.049685464019676,152.0
11.0,471.0,O=C(O[Na])c1ncccc1B(O[Na])O[Na],0.04642834138486312,230.2141110514701,2.2403771253305287,5.087789779216674,150.0
11.0,500.0,O=C(O[Na])c1cccnc1B(O[Na])O[Na],0.04642834138486312,230.2141110514701,2.292058744747327,5.159982274526244,150.0
11.0,519.0,Cc1cccc(B(O[Na])O[Na])c1B(O[Na])O[Na],0.08077548047290865,300.3928453583859,2.0889084328573952,5.766090662108114,181.0
11.0,520.0,CCc1cccc(O[Na])c1B(O[Na])O[Na],0.04661731290771823,231.15112301120203,2.2109615179112696,4.919471205107857,155.0
11.0,528.0,[Na]OB(O[Na])C1=C(B(O[Na])O[Na])CSC=C1,0.07899639796298596,293.7766834469473,2.1138574402423296,6.837225398425255,252.0
11.0,537.0,Cc1cc(B(O[Na])O[Na])c(O[Na])s1,0.048282298723278834,239.40692578186827,2.223659818322279,5.947729859898935,135.0
11.0,549.0,COB(O[Na])c1cc(O[Na])cc(O[Na])c1,0.046224289555927014,343.803485490424,2.288858131267716,5.3940734565149855,151.0
11.0,559.0,CC(=O)c1cc(O[Na])cc(B(O[Na])O[Na])c1,0.0439665899460787,218.00756000516887,2.151572250038167,4.9442146649726615,163.0
11.0,587.0,O=C(O[Na])c1ccc2c(c1B(O[Na])O[Na])OCO2,0.03918867979238555,194.31637686342364,2.38938458000786,4.810237887530376,226.0
11.0,605.0,O=C(Cc1ncc(B(O[Na])O[Na])cn1)O[Na],0.04361612005324941,216.269761229219,2.4876123757622857,5.1904645592644165,162.0
11.0,610.0,[Na]OB(O[Na])c1c(O[Na])ccc2scc(O[Na])c12,0.03628833315992442,269.90258893919616,2.2320662323644442,5.547019425991914,196.0
11.0,626.0,Cc1c(Cl)ccc(B(O[Na])O[Na])c1O[Na],-0.09764651336046505,212.4482804017892,2.3518765267212234,5.115654657265455,156.0
11.0,650.0,C/C(=C\B(O[Na])O[Na])C(=O)O[Na],0.05520438694129299,273.7299779994848,2.108318082032164,6.309358931134884,137.0
11.0,658.0,COC(=O)c1ccc(B(O[Na])O[Na])c(O[Na])c1,0.041280883346760194,204.69053124935047,2.0490477908344777,4.526011063445907,171.0
11.0,674.0,O=C(/C=C/c1ccc(B(O[Na])O[Na])cc1)O[Na],0.0419191625472521,207.85542739599148,2.4969724987407096,4.63148622177509,182.0
11.0,681.0,COc1c(B(O[Na])O[Na])cccc1C(=O)O[Na],0.04128088334676021,204.69053124935053,2.2645616021683033,4.697387317626509,171.0
11.0,692.0,COc1ccc(C(=O)O[Na])cc1B(O[Na])O[Na],0.041280883346760194,204.69053124935047,2.2451789051215876,4.576892668797077,171.0
11.0,696.0,FC(F)(F)c1cc(O[Na])cc(B(O[Na])O[Na])c1,0.0397684221367251,197.19101904231783,2.162194464569116,4.9067619664559405,197.0
11.0,697.0,FC(F)(F)c1ccc(B(O[Na])O[Na])c(O[Na])c1,0.0397684221367251,197.19101904231783,2.4834959139642327,4.756860427994402,197.0
11.0,723.0,O=C(O[Na])c1ccoc1B(O[Na])O[Na],0.0487360715444809,241.65695030431243,2.125199078902729,5.590869249659749,142.0
11.0,750.0,[Na]OB(O[Na])OCCCOB(O[Na])O[Na],0.08592579641499011,319.54615835979104,2.2242702728403305,6.346904976214798,160.0
11.0,761.0,O=BB(O[Na])O[Na],0.18705720538749665,231.87996259163464,1.9161262070277432,7.451931278831771,56.0
11.0,763.0,[Na]OB(O[Na])Oc1ccc(O[Na])cc1,0.04917317033236915,243.82429692695476,2.414443381658621,4.856616680366695,138.0
11.0,790.0,Cc1ccc(O[Na])cc1B(O[Na])O[Na],0.049618180483148526,246.03087190281545,2.267076487613771,5.184480990550439,143.0
11.0,813.0,[Na]OB(O[Na])N1CN(B(O[Na])O[Na])CN(B(O[Na])O[Na])C1,0.09254947613504075,382.4207861905595,2.39373743861403,7.125144294575909,384.0
11.0,820.0,[Na]OB(O[Na])Oc1cc(Cl)cc(O[Na])c1,-0.09688936422867164,210.80096064073007,2.475213412811085,5.03004794056752,151.0
12.0,26.0,[Na]OB(O[Na])c1cc(B(O[Na])O[Na])cc(B(O[Na])O[Na])c1,0.09499209277807062,392.51384577337836,1.4965164649262495,6.663025266235829,228.0
12.0,34.0,O=C(O[Na])c1cc(B(O[Na])O[Na])cc(C(=O)O[Na])c1,0.036296738933388834,269.9651087581717,2.0377838367359,5.235855278366146,192.0
12.0,95.0,[Na]OB(O[Na])c1cccc(B(O[Na])O[Na])c1B(O[Na])O[Na],0.09499209277807065,392.5138457733784,1.8244525384602528,6.61185709649191,228.0
12.0,156.0,O=C(O[Na])c1cc(B(O[Na])O[Na])cc(B(O[Na])O[Na])c1F,0.0640409407123755,317.54587386156516,2.453939725701959,6.155202136915686,223.0
12.0,160.0,O=C(O[Na])c1cc(B(O[Na])O[Na])c(F)c(B(O[Na])O[Na])c1,0.0640409407123755,317.5458738615651,2.2566873848497924,6.096323840212389,223.0
12.0,224.0,O=C(O[Na])C12B3B4B5B6B4B6B4B(B53)B1C42C(=O)O[Na],0.40625234838806634,201.43950969832082,2.402618409255914,7.535394675552729,808.0
12.0,232.0,O=C(O[Na])c1cc(B(O[Na])O[Na])cc(B(O[Na])O[Na])c1,0.06764497026611901,335.41639077365096,2.152373238727959,6.139605538981181,210.0
12.0,263.0,O=C(O[Na])c1cc(B(O[Na])O[Na])cc(C(=O)O[Na])n1,0.03617674810784766,269.0726501732103,2.237753108354913,5.502524056646688,192.0
12.0,289.0,O=C(CB(CC(=O)O[Na])CC(=O)O[Na])O[Na],0.04258537161762967,316.73821996402637,1.4785651865472684,5.906226497326354,150.0
12.0,350.0,[Na]OB(O[Na])c1cc(O[Na])c(B(O[Na])O[Na])cc1O[Na],0.06559883509282853,406.5883320524747,1.9087850671388833,6.785373899936018,212.0
12.0,387.0,N#Cc1cc(B(O[Na])O[Na])cc(B(O[Na])O[Na])c1,0.07759214605580436,288.5544647299729,2.0648127544587793,5.9226461952226845,183.0
12.0,405.0,[Na]OB(O[Na])c1cc(O[Na])cc(B(O[Na])O[Na])c1,0.07414137743049247,367.6287110023083,2.1087778953723584,6.517064405583751,190.0
12.0,434.0,O=C(Cc1cc(B(O[Na])O[Na])ccc1B(O[Na])O[Na])O[Na],0.06480149597238205,321.31707369049144,2.3191056801711403,5.968731879541481,222.0
12.0,435.0,O=C(O[Na])c1cccc(B(O[Na])O[Na])c1B(O[Na])O[Na],0.06764497026611901,335.41639077365096,2.319579515026982,5.99426707744272,210.0
12.0,454.0,Cc1ccc(C(=O)O[Na])c(B(O[Na])O[Na])c1B(O[Na])O[Na],0.06480149597238205,321.31707369049144,2.2931563567060014,5.960443620432169,223.0
12.0,470.0,COc1c(O[Na])c(O[Na])c(O[Na])c(OC)c1B(O[Na])O[Na],0.03181019797523325,315.4606100844749,2.182280715253735,5.849569935347838,216.0
12.0,472.0,[Na]OB(O[Na])c1c(O[Na])c(O[Na])c(Br)c(O[Na])c1O[Na],-0.17415985238810627,337.8431365958967,2.399986955898985,6.725966303374022,209.0
12.0,483.0,[Na]OB(O[Na])c1c(O[Na])c(O[Na])c(O[Na])c(O[Na])c1O[Na],0.030387772940492008,452.0317068623565,2.15385714563165,6.875440883339098,218.0
12.0,488.0,CC1(C)OB(c2c(O[Na])c(O[Na])c(O[Na])c(O[Na])c2O[Na])OC1(C)C,0.02744280844604971,340.1867029231663,2.1798720828201925,5.600674985970498,456.0
12.0,522.0,Cc1c(B(O[Na])O[Na])c(C)c(B(O[Na])O[Na])c(C)c1B(O[Na])O[Na],0.08456983738374776,349.44837130261897,1.9669569441183974,6.230595126600113,267.0
12.0,524.0,O=C(O[Na])C12BBBBBBBBC(C(=O)O[Na])(B1)B2,0.3914271233075087,194.0884480164765,2.236453731205086,7.804244268826094,608.0
12.0,530.0,C=CCB1OC(C(=O)O[Na])C(C(=O)O[Na])O1,0.0443261902516819,219.7906317716582,1.9790054903254082,6.047518513189153,386.0
12.0,557.0,O=C(O[Na])c1cc(B(O[Na])O[Na])c(C(=O)O[Na])s1,0.03557667312697634,264.60945837597245,2.3998079692020164,5.709101002914991,184.0
12.0,583.0,O=C(O[Na])c1cc(B(O[Na])O[Na])c(C(=O)O[Na])cc1B(O[Na])O[Na],0.05607011357153968,347.52833526364606,2.262336219516449,6.331745378623159,252.0
12.0,585.0,COc1ccc(/C=C/B(O[Na])O[Na])cc1O[Na],0.04159405403533879,206.2433825795512,2.058987516869502,4.662681311791456,183.0
12.0,600.0,[Na]OB(O[Na])c1c(O[Na])ccc2c1OCO2,0.04361682386258199,216.27325105536866,1.9893318439277867,4.948754629194486,206.0
12.0,636.0,Cc1cbcc(O[Na])c1,0.08452487980299421,209.5575620963575,1.5396621842903406,5.118004622610171,79.0
12.0,668.0,O=Cc1cc(C(=O)O[Na])ccc1B(O[Na])O[Na],0.041601095818728194,206.2782991381629,2.480048986860031,4.877775611940891,170.0
12.0,743.0,Fc1ccc(OB(O[Na])O[Na])c(O[Na])c1,0.045454163268394805,225.38366606034955,2.421833366398759,4.9761154827814025,151.0
12.0,785.0,O=C(O[Na])OB(O[Na])O[Na],0.06293803990965609,312.0771597033036,1.7563629572472703,6.660458715787939,90.0
12.0,793.0,O=C(OB(O[Na])O[Na])c1ccccc1O[Na],0.04361682386258199,216.27325105536866,2.2667023650263167,4.582618405418261,158.0
12.0,807.0,[Na]Oc1c(O[Na])c2c3c(c1O[Na])OB(O2)O3,0.043624567264628274,324.4674698665548,1.95061816198767,6.843947135729403,228.0
12.0,838.0,O=C(O[Na])c1sccc1OB(O[Na])O[Na],0.04258117874091723,211.1380230041987,2.4818005066275353,5.314637058766395,150.0
12.0,842.0,[Na]Oc1ccccc1OB(Oc1ccccc1O[Na])Oc1ccccc1O[Na],0.02675773999554533,199.0166720287739,1.8783399147036963,3.787484399263434,282.0
14.0,0.0,C/C=C/B(O[Na])O[Na],0.08325697080769734,206.41410991241196,1.8093620271341537,6.646158879765468,85.0
14.0,24.0,C/C=C/B(O[Na])O[Na],0.08325697080769734,206.41410991241196,1.8093620271341537,6.646158879765468,85.0
14.0,25.0,C=C(C)B(O[Na])O[Na],0.08325697080769734,206.41410991241196,1.771112252710416,6.490406791853381,73.0
14.0,40.0,C=CB(O[Na])O[Na],0.09333885838599401,231.40954069162922,1.4225383181318838,6.959869740370233,60.0
